"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",17261,4.06077159600722,1,1.40845070422535,6,2.77777777777778,4,5.63380281690141
"2","Grid12","2","2",16259,3.82504405187888,0,0,6,2.77777777777778,2,2.8169014084507
"3","Grid13","3","3",14374,3.38158455020032,0,0,6,2.77777777777778,2,2.8169014084507
"4","Grid14","4","4",15856,3.7302354687614,0,0,7,3.24074074074074,1,1.40845070422535
"5","Grid15","5","5",12799,3.0110547278429,0,0,6,2.77777777777778,3,4.22535211267606
"6","Grid21","1","1",4979,1.17134475270957,0,0,7,3.24074074074074,1,1.40845070422535
"7","Grid22","2","2",4600,1.08218233831372,4,5.63380281690141,10,4.62962962962963,3,4.22535211267606
"8","Grid23","3","3",9643,2.26858354094766,0,0,7,3.24074074074074,2,2.8169014084507
"9","Grid24","4","4",20235,4.76042600343005,0,0,12,5.55555555555556,4,5.63380281690141
"10","Grid25","5","5",14777,3.47639313331781,2,2.8169014084507,10,4.62962962962963,2,2.8169014084507
"11","Grid31","1","1",5841,1.37413631262836,0,0,2,0.925925925925926,0,0
"12","Grid32","2","2",20287,4.77265936899359,4,5.63380281690141,7,3.24074074074074,4,5.63380281690141
"13","Grid33","3","3",25678,6.04093001809127,7,9.85915492957746,10,4.62962962962963,5,7.04225352112676
"14","Grid34","4","4",29970,7.05065319114398,7,9.85915492957746,15,6.94444444444444,2,2.8169014084507
"15","Grid35","5","5",30220,7.10946744866103,2,2.8169014084507,12,5.55555555555556,8,11.2676056338028
"16","Grid41","1","1",2067,0.486276281150971,0,0,2,0.925925925925926,0,0
"17","Grid42","2","2",11403,2.6826359138677,1,1.40845070422535,6,2.77777777777778,1,1.40845070422535
"18","Grid43","3","3",22554,5.30598705615821,2,2.8169014084507,11,5.09259259259259,5,7.04225352112676
"19","Grid44","4","4",40511,9.53049754509289,18,25.3521126760563,21,9.72222222222222,6,8.45070422535211
"20","Grid45","5","5",29027,6.82880581178967,9,12.6760563380282,16,7.40740740740741,4,5.63380281690141
"21","Grid51","1","1",2496,0.58720154705023,0,0,1,0.462962962962963,0,0
"22","Grid52","2","2",3888,0.914679332905166,3,4.22535211267606,1,0.462962962962963,0,0
"23","Grid53","3","3",8357,1.96604300027996,2,2.8169014084507,7,3.24074074074074,2,2.8169014084507
"24","Grid54","4","4",29034,6.83045261100015,2,2.8169014084507,14,6.48148148148148,4,5.63380281690141
"25","Grid55","5","5",32951,7.75195439777729,7,9.85915492957746,14,6.48148148148148,6,8.45070422535211
