"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",8131,1.50289637020306,0,0,4,1.42857142857143,1,1.53846153846154
"2","Grid12","2","2",22319,4.12534055916395,1,1.53846153846154,11,3.92857142857143,4,6.15384615384615
"3","Grid13","3","3",48586,8.98041114779066,5,7.69230769230769,25,8.92857142857143,10,15.3846153846154
"4","Grid14","4","4",35644,6.58827182628433,6,9.23076923076923,21,7.5,7,10.7692307692308
"5","Grid15","5","5",12071,2.23114771672871,1,1.53846153846154,11,3.92857142857143,2,3.07692307692308
"6","Grid21","1","1",4071,0.752464779620792,1,1.53846153846154,5,1.78571428571429,0,0
"7","Grid22","2","2",23186,4.28559282247302,3,4.61538461538462,14,5,1,1.53846153846154
"8","Grid23","3","3",43100,7.96640432366891,10,15.3846153846154,27,9.64285714285714,5,7.69230769230769
"9","Grid24","4","4",40617,7.50745810706404,7,10.7692307692308,29,10.3571428571429,9,13.8461538461538
"10","Grid25","5","5",20043,3.70465526355675,0,0,14,5,1,1.53846153846154
"11","Grid31","1","1",8061,1.48995789450337,0,0,4,1.42857142857143,1,1.53846153846154
"12","Grid32","2","2",29088,5.37649115932439,3,4.61538461538462,13,4.64285714285714,0,0
"13","Grid33","3","3",69378,12.8235081013341,10,15.3846153846154,21,7.5,8,12.3076923076923
"14","Grid34","4","4",61633,11.3919581828465,8,12.3076923076923,24,8.57142857142857,7,10.7692307692308
"15","Grid35","5","5",34609,6.39696722129599,3,4.61538461538462,15,5.35714285714286,5,7.69230769230769
"16","Grid41","1","1",4083,0.754682804026454,0,0,3,1.07142857142857,0,0
"17","Grid42","2","2",12050,2.2272661740188,1,1.53846153846154,7,2.5,1,1.53846153846154
"18","Grid43","3","3",12142,2.24427102779554,3,4.61538461538462,9,3.21428571428571,1,1.53846153846154
"19","Grid44","4","4",20402,3.77101116035947,2,3.07692307692308,11,3.92857142857143,2,3.07692307692308
"20","Grid45","5","5",10048,1.85722576900755,0,0,7,2.5,0,0
"21","Grid51","1","1",3072,0.567814247849441,0,0,1,0.357142857142857,0,0
"22","Grid52","2","2",5184,0.958186543245931,1,1.53846153846154,1,0.357142857142857,0,0
"23","Grid53","3","3",5184,0.958186543245931,0,0,1,0.357142857142857,0,0
"24","Grid54","4","4",5184,0.958186543245931,0,0,1,0.357142857142857,0,0
"25","Grid55","5","5",3136,0.579643711346304,0,0,1,0.357142857142857,0,0
