"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",9339,1.63899901544229,0,0,5,1.76678445229682,1,1.47058823529412
"2","Grid12","2","2",12984,2.27869827781376,0,0,7,2.47349823321555,2,2.94117647058824
"3","Grid13","3","3",20974,3.68094714100937,0,0,8,2.82685512367491,1,1.47058823529412
"4","Grid14","4","4",23297,4.08863476418878,1,1.47058823529412,8,2.82685512367491,2,2.94117647058824
"5","Grid15","5","5",17796,3.1232066044342,0,0,6,2.12014134275618,0,0
"6","Grid21","1","1",9678,1.69849367935009,0,0,6,2.12014134275618,1,1.47058823529412
"7","Grid22","2","2",16397,2.87768142801233,1,1.47058823529412,8,2.82685512367491,2,2.94117647058824
"8","Grid23","3","3",32381,5.68288115633759,3,4.41176470588235,13,4.59363957597173,4,5.88235294117647
"9","Grid24","4","4",34753,6.09916830320868,2,2.94117647058824,13,4.59363957597173,5,7.35294117647059
"10","Grid25","5","5",23645,4.14970893244811,0,0,7,2.47349823321555,0,0
"11","Grid31","1","1",4933,0.865743885124404,0,0,5,1.76678445229682,1,1.47058823529412
"12","Grid32","2","2",12100,2.12355585039637,6,8.82352941176471,9,3.18021201413428,1,1.47058823529412
"13","Grid33","3","3",52780,9.26291551933226,10,14.7058823529412,23,8.12720848056537,9,13.2352941176471
"14","Grid34","4","4",52063,9.13708167266001,4,5.88235294117647,25,8.8339222614841,2,2.94117647058824
"15","Grid35","5","5",30172,5.29520058827762,1,1.47058823529412,15,5.30035335689046,5,7.35294117647059
"16","Grid41","1","1",5072,0.890138452331436,0,0,3,1.06007067137809,0,0
"17","Grid42","2","2",14219,2.49544137494099,2,2.94117647058824,7,2.47349823321555,2,2.94117647058824
"18","Grid43","3","3",36307,6.37189605457363,8,11.7647058823529,21,7.42049469964664,6,8.82352941176471
"19","Grid44","4","4",60348,10.5911031784893,19,27.9411764705882,26,9.18727915194346,11,16.1764705882353
"20","Grid45","5","5",26587,4.66603135491638,4,5.88235294117647,14,4.9469964664311,2,2.94117647058824
"21","Grid51","1","1",4301,0.754827579549982,0,0,3,1.06007067137809,0,0
"22","Grid52","2","2",12390,2.17445099061248,1,1.47058823529412,6,2.12014134275618,0,0
"23","Grid53","3","3",23400,4.10671131398967,2,2.94117647058824,15,5.30035335689046,5,7.35294117647059
"24","Grid54","4","4",21936,3.84977860614006,2,2.94117647058824,17,6.00706713780919,3,4.41176470588235
"25","Grid55","5","5",11947,2.09670427642028,2,2.94117647058824,13,4.59363957597173,3,4.41176470588235
