"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",5110,0.860433045343643,0,0,1,0.350877192982456,0,0
"2","Grid12","2","2",7098,1.19517686024446,0,0,4,1.40350877192982,0,0
"3","Grid13","3","3",12679,2.13491792209629,0,0,5,1.75438596491228,2,3.17460317460317
"4","Grid14","4","4",10865,1.82947261010933,1,1.58730158730159,6,2.10526315789474,1,1.58730158730159
"5","Grid15","5","5",6601,1.11149090651925,0,0,7,2.45614035087719,1,1.58730158730159
"6","Grid21","1","1",7151,1.20410111687914,0,0,3,1.05263157894737,0,0
"7","Grid22","2","2",20826,3.50672771082714,1,1.58730158730159,13,4.56140350877193,1,1.58730158730159
"8","Grid23","3","3",51797,8.7216928472925,4,6.34920634920635,27,9.47368421052632,8,12.6984126984127
"9","Grid24","4","4",46083,7.75955695275364,7,11.1111111111111,24,8.42105263157895,6,9.52380952380952
"10","Grid25","5","5",14273,2.4033191499393,0,0,13,4.56140350877193,0,0
"11","Grid31","1","1",9256,1.55854564925651,0,0,4,1.40350877192982,0,0
"12","Grid32","2","2",29954,5.0437204383999,4,6.34920634920635,13,4.56140350877193,3,4.76190476190476
"13","Grid33","3","3",70382,11.8510760464533,7,11.1111111111111,24,8.42105263157895,8,12.6984126984127
"14","Grid34","4","4",83725,14.097799749784,11,17.4603174603175,31,10.8771929824561,13,20.6349206349206
"15","Grid35","5","5",39726,6.68915130319404,2,3.17460317460317,21,7.36842105263158,6,9.52380952380952
"16","Grid41","1","1",9411,1.58464489035793,1,1.58730158730159,4,1.40350877192982,0,0
"17","Grid42","2","2",16196,2.72711812179758,0,0,7,2.45614035087719,0,0
"18","Grid43","3","3",24426,4.11290363318274,12,19.047619047619,12,4.21052631578947,1,1.58730158730159
"19","Grid44","4","4",35653,6.00333059992894,8,12.6984126984127,23,8.07017543859649,1,1.58730158730159
"20","Grid45","5","5",21154,3.56195707264177,0,0,18,6.31578947368421,2,3.17460317460317
"21","Grid51","1","1",5492,0.924755045993598,0,0,2,0.701754385964912,0,0
"22","Grid52","2","2",7192,1.21100478710596,0,0,3,1.05263157894737,0,0
"23","Grid53","3","3",12312,2.07312165445615,2,3.17460317460317,3,1.05263157894737,3,4.76190476190476
"24","Grid54","4","4",19367,3.26105808007247,2,3.17460317460317,8,2.80701754385965,2,3.17460317460317
"25","Grid55","5","5",27158,4.57292380537038,1,1.58730158730159,9,3.15789473684211,5,7.93650793650794
