"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",9215,1.69315571887919,0,0,5,2.03252032520325,1,1.47058823529412
"2","Grid12","2","2",17104,3.14267340376665,0,0,7,2.84552845528455,2,2.94117647058824
"3","Grid13","3","3",14527,2.66917776757005,1,1.47058823529412,5,2.03252032520325,1,1.47058823529412
"4","Grid14","4","4",25244,4.63830960036748,6,8.82352941176471,15,6.09756097560976,3,4.41176470588235
"5","Grid15","5","5",42629,7.83261368856224,9,13.2352941176471,20,8.13008130081301,14,20.5882352941176
"6","Grid21","1","1",7099,1.30436380339917,0,0,3,1.21951219512195,0,0
"7","Grid22","2","2",17644,3.24189251263206,0,0,8,3.2520325203252,2,2.94117647058824
"8","Grid23","3","3",29321,5.38741387230133,6,8.82352941176471,11,4.47154471544715,2,2.94117647058824
"9","Grid24","4","4",45563,8.37170418006431,3,4.41176470588235,27,10.9756097560976,6,8.82352941176471
"10","Grid25","5","5",54022,9.92595314653193,12,17.6470588235294,33,13.4146341463415,10,14.7058823529412
"11","Grid31","1","1",3113,0.571979788700046,0,0,2,0.813008130081301,0,0
"12","Grid32","2","2",16348,3.00376665135508,1,1.47058823529412,9,3.65853658536585,0,0
"13","Grid33","3","3",36243,6.65925585668351,3,4.41176470588235,12,4.8780487804878,6,8.82352941176471
"14","Grid34","4","4",42771,7.85870463941204,6,8.82352941176471,22,8.94308943089431,2,2.94117647058824
"15","Grid35","5","5",62445,11.4735875057418,9,13.2352941176471,24,9.75609756097561,13,19.1176470588235
"16","Grid41","1","1",5046,0.927147450620119,0,0,2,0.813008130081301,0,0
"17","Grid42","2","2",18529,3.40450160771704,0,0,6,2.4390243902439,0,0
"18","Grid43","3","3",23652,4.34579696830501,2,2.94117647058824,6,2.4390243902439,2,2.94117647058824
"19","Grid44","4","4",18425,3.38539274230593,3,4.41176470588235,9,3.65853658536585,0,0
"20","Grid45","5","5",19936,3.66302250803859,4,5.88235294117647,8,3.2520325203252,3,4.41176470588235
"21","Grid51","1","1",4135,0.759761139182361,0,0,2,0.813008130081301,0,0
"22","Grid52","2","2",6723,1.23527790537437,0,0,2,0.813008130081301,0,0
"23","Grid53","3","3",6723,1.23527790537437,1,1.47058823529412,2,0.813008130081301,1,1.47058823529412
"24","Grid54","4","4",7211,1.32494258153422,1,1.47058823529412,3,1.21951219512195,0,0
"25","Grid55","5","5",10582,1.94432705558107,1,1.47058823529412,3,1.21951219512195,0,0
