"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",5974,1.05140330838289,0,0,2,0.706713780918728,0,0
"2","Grid12","2","2",8178,1.4392996745824,0,0,3,1.06007067137809,0,0
"3","Grid13","3","3",9883,1.73937376912422,0,0,4,1.41342756183746,1,1.44927536231884
"4","Grid14","4","4",10165,1.78900479238569,0,0,4,1.41342756183746,1,1.44927536231884
"5","Grid15","5","5",4626,0.814159977331646,0,0,2,0.706713780918728,0,0
"6","Grid21","1","1",6929,1.21948000063359,0,0,4,1.41342756183746,0,0
"7","Grid22","2","2",13881,2.4430079216041,0,0,5,1.76678445229682,1,1.44927536231884
"8","Grid23","3","3",21905,3.85520412958273,1,1.44927536231884,11,3.886925795053,2,2.89855072463768
"9","Grid24","4","4",29199,5.138922865998,2,2.89855072463768,14,4.9469964664311,2,2.89855072463768
"10","Grid25","5","5",9609,1.69115071815387,0,0,8,2.82685512367491,2,2.89855072463768
"11","Grid31","1","1",8396,1.47766691951502,0,0,5,1.76678445229682,0,0
"12","Grid32","2","2",36543,6.43144142923267,1,1.44927536231884,11,3.886925795053,4,5.79710144927536
"13","Grid33","3","3",51139,9.00028687435431,10,14.4927536231884,23,8.12720848056537,6,8.69565217391304
"14","Grid34","4","4",48208,8.4844410262006,8,11.5942028985507,28,9.89399293286219,8,11.5942028985507
"15","Grid35","5","5",26349,4.63733273729173,4,5.79710144927536,15,5.30035335689046,4,5.79710144927536
"16","Grid41","1","1",6621,1.16527306742603,0,0,5,1.76678445229682,0,0
"17","Grid42","2","2",32270,5.67940822924605,2,2.89855072463768,18,6.36042402826855,1,1.44927536231884
"18","Grid43","3","3",46243,8.13860783219786,12,17.3913043478261,23,8.12720848056537,5,7.2463768115942
"19","Grid44","4","4",50240,8.84206598814135,16,23.1884057971014,25,8.8339222614841,9,13.0434782608696
"20","Grid45","5","5",23705,4.17199789508143,1,1.44927536231884,14,4.9469964664311,3,4.34782608695652
"21","Grid51","1","1",9393,1.65313546629402,0,0,3,1.06007067137809,1,1.44927536231884
"22","Grid52","2","2",19199,3.37895750211636,0,0,12,4.24028268551237,1,1.44927536231884
"23","Grid53","3","3",38458,6.76847479641601,6,8.69565217391304,15,5.30035335689046,11,15.9420289855072
"24","Grid54","4","4",25924,4.56253420932676,5,7.2463768115942,17,6.00706713780919,2,2.89855072463768
"25","Grid55","5","5",25156,4.42736886938065,1,1.44927536231884,12,4.24028268551237,4,5.79710144927536
