"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",8892,1.47008496138795,0,0,2,0.714285714285714,1,1.49253731343284
"2","Grid12","2","2",8324,1.37617939930199,0,0,3,1.07142857142857,0,0
"3","Grid13","3","3",9996,1.65260563135784,1,1.49253731343284,3,1.07142857142857,1,1.49253731343284
"4","Grid14","4","4",2072,0.342556909581178,0,0,3,1.07142857142857,0,0
"5","Grid15","5","5",0,0,0,0,0,0,0,0
"6","Grid21","1","1",6816,1.12686674503152,0,0,2,0.714285714285714,0,0
"7","Grid22","2","2",9922,1.64037145601566,0,0,6,2.14285714285714,1,1.49253731343284
"8","Grid23","3","3",30370,5.02097169111022,0,0,12,4.28571428571429,3,4.47761194029851
"9","Grid24","4","4",19728,3.26156501554898,1,1.49253731343284,13,4.64285714285714,3,4.47761194029851
"10","Grid25","5","5",973,0.16086287308035,0,0,2,0.714285714285714,0,0
"11","Grid31","1","1",2700,0.446382073295936,0,0,1,0.357142857142857,0,0
"12","Grid32","2","2",16643,2.75153216513491,1,1.49253731343284,6,2.14285714285714,0,0
"13","Grid33","3","3",53844,8.90185050168385,4,5.97014925373134,20,7.14285714285714,8,11.9402985074627
"14","Grid34","4","4",55956,9.25102047901756,5,7.46268656716418,26,9.28571428571429,7,10.4477611940299
"15","Grid35","5","5",23079,3.81557476651738,0,0,12,4.28571428571429,3,4.47761194029851
"16","Grid41","1","1",1652,0.273119698179588,1,1.49253731343284,1,0.357142857142857,0,0
"17","Grid42","2","2",6270,1.03659837020945,1,1.49253731343284,5,1.78571428571429,0,0
"18","Grid43","3","3",35980,5.94845444340289,10,14.9253731343284,18,6.42857142857143,4,5.97014925373134
"19","Grid44","4","4",77246,12.7708257903029,30,44.7761194029851,38,13.5714285714286,11,16.4179104477612
"20","Grid45","5","5",48836,8.0738944190668,1,1.49253731343284,27,9.64285714285714,7,10.4477611940299
"21","Grid51","1","1",8606,1.42280152695734,0,0,3,1.07142857142857,0,0
"22","Grid52","2","2",11882,1.96441177588975,0,0,5,1.78571428571429,0,0
"23","Grid53","3","3",33403,5.52240755344599,5,7.46268656716418,14,5,3,4.47761194029851
"24","Grid54","4","4",69723,11.5270730727454,7,10.4477611940299,32,11.4285714285714,7,10.4477611940299
"25","Grid55","5","5",61950,10.2419886817345,0,0,26,9.28571428571429,8,11.9402985074627
