"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",3843,0.803217048349779,0,0,1,0.380228136882129,0,0
"2","Grid12","2","2",5494,1.1482889574899,0,0,2,0.760456273764259,0,0
"3","Grid13","3","3",11441,2.39125845697888,2,2.8169014084507,3,1.14068441064639,2,2.8169014084507
"4","Grid14","4","4",12950,2.70665125582348,2,2.8169014084507,8,3.04182509505703,2,2.8169014084507
"5","Grid15","5","5",10358,2.16490298902082,0,0,9,3.42205323193916,3,4.22535211267606
"6","Grid21","1","1",176,0.0367853761409214,0,0,1,0.380228136882129,0,0
"7","Grid22","2","2",7417,1.55021099339326,1,1.40845070422535,6,2.28136882129278,0,0
"8","Grid23","3","3",17925,3.74646515526146,5,7.04225352112676,16,6.08365019011407,4,5.63380281690141
"9","Grid24","4","4",19128,3.99790156149742,3,4.22535211267606,18,6.84410646387833,3,4.22535211267606
"10","Grid25","5","5",23009,4.80906090696853,2,2.8169014084507,12,4.56273764258555,4,5.63380281690141
"11","Grid31","1","1",4333,0.905630879651208,0,0,3,1.14068441064639,0,0
"12","Grid32","2","2",26653,5.57068539934079,1,1.40845070422535,11,4.18250950570342,1,1.40845070422535
"13","Grid33","3","3",67311,14.0685253035316,13,18.3098591549296,31,11.787072243346,13,18.3098591549296
"14","Grid34","4","4",68052,14.2234000973976,10,14.0845070422535,33,12.5475285171103,12,16.9014084507042
"15","Grid35","5","5",28295,5.91387623811007,4,5.63380281690141,19,7.22433460076046,5,7.04225352112676
"16","Grid41","1","1",6869,1.43567470859085,2,2.8169014084507,4,1.52091254752852,0,0
"17","Grid42","2","2",21393,4.4713042714928,0,0,9,3.42205323193916,3,4.22535211267606
"18","Grid43","3","3",32280,6.74677239675536,9,12.6760563380282,19,7.22433460076046,3,4.22535211267606
"19","Grid44","4","4",35161,7.34892392324397,12,16.9014084507042,23,8.74524714828897,4,5.63380281690141
"20","Grid45","5","5",28032,5.85890718171767,1,1.40845070422535,10,3.80228136882129,6,8.45070422535211
"21","Grid51","1","1",3610,0.754518226526854,0,0,2,0.760456273764259,0,0
"22","Grid52","2","2",6156,1.28665213365632,0,0,2,0.760456273764259,0,0
"23","Grid53","3","3",7126,1.48938971806935,1,1.40845070422535,5,1.90114068441065,1,1.40845070422535
"24","Grid54","4","4",16736,3.49795485849126,3,4.22535211267606,9,3.42205323193916,5,7.04225352112676
"25","Grid55","5","5",14703,3.07304196249982,0,0,7,2.6615969581749,0,0
