"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",9823,1.67969945640186,1,1.44927536231884,5,1.80505415162455,3,4.34782608695652
"2","Grid12","2","2",16520,2.82486358747416,2,2.89855072463768,11,3.97111913357401,3,4.34782608695652
"3","Grid13","3","3",23841,4.07672958771013,0,0,11,3.97111913357401,2,2.89855072463768
"4","Grid14","4","4",18604,3.18122047102719,0,0,6,2.16606498194946,1,1.44927536231884
"5","Grid15","5","5",11854,2.02699352093939,0,0,2,0.72202166064982,0,0
"6","Grid21","1","1",8326,1.42371756836016,1,1.44927536231884,3,1.08303249097473,0,0
"7","Grid22","2","2",17444,2.98286443219729,7,10.1449275362319,13,4.69314079422383,1,1.44927536231884
"8","Grid23","3","3",36461,6.23470649291134,1,1.44927536231884,17,6.13718411552347,6,8.69565217391304
"9","Grid24","4","4",20891,3.57228966137546,1,1.44927536231884,12,4.33212996389892,2,2.89855072463768
"10","Grid25","5","5",12798,2.18841429736648,0,0,2,0.72202166064982,0,0
"11","Grid31","1","1",10862,1.85736490842278,0,0,7,2.52707581227437,0,0
"12","Grid32","2","2",38295,6.54831423016482,3,4.34782608695652,16,5.77617328519856,6,8.69565217391304
"13","Grid33","3","3",61745,10.5581841530625,6,8.69565217391304,26,9.38628158844765,12,17.3913043478261
"14","Grid34","4","4",31633,5.40913497957446,3,4.34782608695652,16,5.77617328519856,2,2.89855072463768
"15","Grid35","5","5",11548,1.97466856586874,0,0,4,1.44404332129964,0,0
"16","Grid41","1","1",16817,2.87564957327802,2,2.89855072463768,10,3.6101083032491,1,1.44927536231884
"17","Grid42","2","2",42461,7.2606860041005,4,5.79710144927536,13,4.69314079422383,5,7.2463768115942
"18","Grid43","3","3",44463,7.60302116766728,22,31.8840579710145,20,7.2202166064982,5,7.2463768115942
"19","Grid44","4","4",38606,6.60149416816146,8,11.5942028985507,18,6.49819494584838,7,10.1449275362319
"20","Grid45","5","5",13482,2.30537596164205,3,4.34782608695652,8,2.88808664259928,0,0
"21","Grid51","1","1",12718,2.17473457055063,1,1.44927536231884,9,3.24909747292419,1,1.44927536231884
"22","Grid52","2","2",23592,4.03415143799578,2,2.89855072463768,11,3.97111913357401,3,4.34782608695652
"23","Grid53","3","3",20138,3.44352923272122,1,1.44927536231884,13,4.69314079422383,3,4.34782608695652
"24","Grid54","4","4",18338,3.13573537936447,1,1.44927536231884,14,5.05415162454874,1,1.44927536231884
"25","Grid55","5","5",23547,4.02645659166186,0,0,10,3.6101083032491,5,7.2463768115942
