"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",5991,1.25739567351787,0,0,3,1.29310344827586,0,0
"2","Grid12","2","2",14450,3.03277707934123,1,1.63934426229508,6,2.58620689655172,3,4.91803278688525
"3","Grid13","3","3",13782,2.8925767271613,0,0,9,3.87931034482759,2,3.27868852459016
"4","Grid14","4","4",35319,7.41277880036351,1,1.63934426229508,14,6.03448275862069,6,9.83606557377049
"5","Grid15","5","5",32164,6.75060498131012,4,6.55737704918033,11,4.74137931034483,2,3.27868852459016
"6","Grid21","1","1",580,0.121730844707122,0,0,1,0.431034482758621,0,0
"7","Grid22","2","2",7401,1.55332755461622,1,1.63934426229508,5,2.1551724137931,2,3.27868852459016
"8","Grid23","3","3",18047,3.78771819729212,2,3.27868852459016,15,6.46551724137931,1,1.63934426229508
"9","Grid24","4","4",35540,7.45916244981226,6,9.83606557377049,21,9.05172413793103,8,13.1147540983607
"10","Grid25","5","5",31240,6.55667515284567,3,4.91803278688525,17,7.32758620689655,4,6.55737704918033
"11","Grid31","1","1",2340,0.491120994163216,0,0,1,0.431034482758621,0,0
"12","Grid32","2","2",16784,3.52263878890402,0,0,6,2.58620689655172,0,0
"13","Grid33","3","3",42958,9.016057977463,4,6.55737704918033,17,7.32758620689655,7,11.4754098360656
"14","Grid34","4","4",49375,10.3628628576106,9,14.7540983606557,20,8.62068965517241,4,6.55737704918033
"15","Grid35","5","5",37082,7.78279859211982,10,16.3934426229508,15,6.46551724137931,7,11.4754098360656
"16","Grid41","1","1",4869,1.02190945323961,0,0,2,0.862068965517241,0,0
"17","Grid42","2","2",12471,2.61742304196986,1,1.63934426229508,7,3.01724137931034,0,0
"18","Grid43","3","3",19227,4.03537750204109,5,8.19672131147541,13,5.60344827586207,2,3.27868852459016
"19","Grid44","4","4",19318,4.0544766518141,4,6.55737704918033,16,6.89655172413793,4,6.55737704918033
"20","Grid45","5","5",22585,4.74015711674198,5,8.19672131147541,12,5.17241379310345,2,3.27868852459016
"21","Grid51","1","1",3362,0.705619137767834,0,0,2,0.862068965517241,0,0
"22","Grid52","2","2",10101,2.12000562480455,1,1.63934426229508,3,1.29310344827586,0,0
"23","Grid53","3","3",11559,2.42601178270624,1,1.63934426229508,4,1.72413793103448,2,3.27868852459016
"24","Grid54","4","4",12844,2.69570856796254,3,4.91803278688525,7,3.01724137931034,1,1.63934426229508
"25","Grid55","5","5",17072,3.58308444972411,0,0,5,2.1551724137931,3,4.91803278688525
