"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",7865,1.42926198108613,0,0,3,1.08695652173913,0,0
"2","Grid12","2","2",11688,2.12399415574503,0,0,5,1.81159420289855,1,1.36986301369863
"3","Grid13","3","3",15430,2.80400665838004,1,1.36986301369863,8,2.89855072463768,2,2.73972602739726
"4","Grid14","4","4",15653,2.84453118753226,1,1.36986301369863,11,3.98550724637681,3,4.10958904109589
"5","Grid15","5","5",10040,1.82451243357975,0,0,9,3.26086956521739,3,4.10958904109589
"6","Grid21","1","1",11338,2.06039063465411,0,0,5,1.81159420289855,1,1.36986301369863
"7","Grid22","2","2",22441,4.0780760480043,0,0,10,3.6231884057971,2,2.73972602739726
"8","Grid23","3","3",32548,5.91476401276432,5,6.84931506849315,18,6.52173913043478,5,6.84931506849315
"9","Grid24","4","4",43885,7.97497292307245,10,13.6986301369863,22,7.97101449275362,7,9.58904109589041
"10","Grid25","5","5",20574,3.7387966940707,2,2.73972602739726,19,6.88405797101449,3,4.10958904109589
"11","Grid31","1","1",10326,1.87648559652834,0,0,6,2.17391304347826,0,0
"12","Grid32","2","2",28591,5.19568077574489,0,0,13,4.71014492753623,1,1.36986301369863
"13","Grid33","3","3",60187,10.9374432111419,9,12.3287671232877,22,7.97101449275362,11,15.0684931506849
"14","Grid34","4","4",46536,8.45672416424973,17,23.2876712328767,28,10.1449275362319,8,10.958904109589
"15","Grid35","5","5",30026,5.45645521221769,5,6.84931506849315,17,6.15942028985507,7,9.58904109589041
"16","Grid41","1","1",10796,1.96189603913616,0,0,3,1.08695652173913,0,0
"17","Grid42","2","2",17181,3.12220598818065,3,4.10958904109589,7,2.53623188405797,2,2.73972602739726
"18","Grid43","3","3",26791,4.86857695299155,7,9.58904109589041,10,3.6231884057971,3,4.10958904109589
"19","Grid44","4","4",28436,5.16751350211891,5,6.84931506849315,18,6.52173913043478,1,1.36986301369863
"20","Grid45","5","5",25380,4.61216390082212,1,1.36986301369863,12,4.34782608695652,5,6.84931506849315
"21","Grid51","1","1",6879,1.25008177595569,0,0,3,1.08695652173913,0,0
"22","Grid52","2","2",10649,1.93518256027797,0,0,4,1.44927536231884,1,1.36986301369863
"23","Grid53","3","3",13611,2.47345007305319,3,4.10958904109589,5,1.81159420289855,2,2.73972602739726
"24","Grid54","4","4",16837,3.05969281316557,4,5.47945205479452,10,3.6231884057971,1,1.36986301369863
"25","Grid55","5","5",26596,4.8331407055266,0,0,8,2.89855072463768,4,5.47945205479452
