"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",11384,2.74616323557082,0,0,7,2.734375,2,2.85714285714286
"2","Grid12","2","2",15914,3.8389354999011,1,1.42857142857143,10,3.90625,4,5.71428571428571
"3","Grid13","3","3",11048,2.66510992854765,2,2.85714285714286,7,2.734375,2,2.85714285714286
"4","Grid14","4","4",11521,2.7792117565892,0,0,6,2.34375,1,1.42857142857143
"5","Grid15","5","5",11201,2.70201813085284,0,0,7,2.734375,3,4.28571428571429
"6","Grid21","1","1",4474,1.07926337982641,0,0,6,2.34375,0,0
"7","Grid22","2","2",18109,4.3684355264364,4,5.71428571428571,13,5.078125,4,5.71428571428571
"8","Grid23","3","3",28456,6.86444316860535,4,5.71428571428571,19,7.421875,4,5.71428571428571
"9","Grid24","4","4",11144,2.68826801626856,2,2.85714285714286,14,5.46875,1,1.42857142857143
"10","Grid25","5","5",4657,1.12340848454439,1,1.42857142857143,4,1.5625,2,2.85714285714286
"11","Grid31","1","1",5414,1.30601965542695,0,0,7,2.734375,2,2.85714285714286
"12","Grid32","2","2",22238,5.36447452851581,5,7.14285714285714,14,5.46875,1,1.42857142857143
"13","Grid33","3","3",48970,11.8130370384665,11,15.7142857142857,28,10.9375,11,15.7142857142857
"14","Grid34","4","4",40934,9.87451211216234,5,7.14285714285714,26,10.15625,9,12.8571428571429
"15","Grid35","5","5",9361,2.2581547828688,0,0,6,2.34375,2,2.85714285714286
"16","Grid41","1","1",9270,2.23620284555003,3,4.28571428571429,4,1.5625,1,1.42857142857143
"17","Grid42","2","2",20691,4.99129159409662,5,7.14285714285714,9,3.515625,1,1.42857142857143
"18","Grid43","3","3",27120,6.54215978115607,14,20,16,6.25,6,8.57142857142857
"19","Grid44","4","4",28837,6.9563518292477,5,7.14285714285714,15,5.859375,4,5.71428571428571
"20","Grid45","5","5",8654,2.08760511600755,1,1.42857142857143,7,2.734375,1,1.42857142857143
"21","Grid51","1","1",7274,1.75470760501952,1,1.42857142857143,4,1.5625,1,1.42857142857143
"22","Grid52","2","2",18534,4.4709583106175,1,1.42857142857143,7,2.734375,1,1.42857142857143
"23","Grid53","3","3",14157,3.41509424859242,4,5.71428571428571,6,2.34375,0,0
"24","Grid54","4","4",10653,2.56982404677934,0,0,7,2.734375,3,4.28571428571429
"25","Grid55","5","5",14527,3.50434937835008,1,1.42857142857143,7,2.734375,4,5.71428571428571
