"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",9474,2.15730521291833,0,0,8,3.08880308880309,4,5.63380281690141
"2","Grid12","2","2",16628,3.78632795866645,3,4.22535211267606,14,5.40540540540541,5,7.04225352112676
"3","Grid13","3","3",29341,6.68117925398318,1,1.40845070422535,18,6.94980694980695,6,8.45070422535211
"4","Grid14","4","4",36229,8.24963168237472,1,1.40845070422535,17,6.56370656370656,7,9.85915492957746
"5","Grid15","5","5",22773,5.18559337278753,2,2.8169014084507,11,4.24710424710425,5,7.04225352112676
"6","Grid21","1","1",3881,0.883734592710157,0,0,6,2.31660231660232,0,0
"7","Grid22","2","2",25764,5.86666788110912,10,14.0845070422535,19,7.33590733590734,4,5.63380281690141
"8","Grid23","3","3",39944,9.09556675372701,6,8.45070422535211,22,8.49420849420849,7,9.85915492957746
"9","Grid24","4","4",19456,4.43028606951013,7,9.85915492957746,21,8.10810810810811,2,2.8169014084507
"10","Grid25","5","5",10496,2.3900227480252,1,1.40845070422535,10,3.86100386100386,0,0
"11","Grid31","1","1",3270,0.744605029158004,1,1.40845070422535,3,1.15830115830116,0,0
"12","Grid32","2","2",32875,7.48589918457779,4,5.63380281690141,17,6.56370656370656,4,5.63380281690141
"13","Grid33","3","3",70250,15.9964841890978,13,18.3098591549296,25,9.65250965250965,15,21.1267605633803
"14","Grid34","4","4",29784,6.78205388025749,6,8.45070422535211,16,6.17760617760618,3,4.22535211267606
"15","Grid35","5","5",9977,2.27184231679187,0,0,4,1.54440154440154,2,2.8169014084507
"16","Grid41","1","1",769,0.175107421230124,0,0,2,0.772200772200772,0,0
"17","Grid42","2","2",11161,2.54144854141666,3,4.22535211267606,10,3.86100386100386,2,2.8169014084507
"18","Grid43","3","3",18998,4.32599582383601,8,11.2676056338028,12,4.63320463320463,2,2.8169014084507
"19","Grid44","4","4",14860,3.38374028540916,2,2.8169014084507,10,3.86100386100386,2,2.8169014084507
"20","Grid45","5","5",6554,1.49239796975583,0,0,2,0.772200772200772,0,0
"21","Grid51","1","1",1175,0.26755685298491,0,0,2,0.772200772200772,0,0
"22","Grid52","2","2",9099,2.07191472792314,2,2.8169014084507,2,0.772200772200772,1,1.40845070422535
"23","Grid53","3","3",5651,1.28677768188743,0,0,3,1.15830115830116,0,0
"24","Grid54","4","4",6418,1.46142968719758,0,0,3,1.15830115830116,0,0
"25","Grid55","5","5",4332,0.986430882664365,1,1.40845070422535,2,0.772200772200772,0,0
