"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",5970,1.08440759920876,0,0,3,1.21457489878543,0,0
"2","Grid12","2","2",9396,1.70671587975972,0,0,3,1.21457489878543,1,1.61290322580645
"3","Grid13","3","3",10565,1.91905632925303,1,1.61290322580645,7,2.83400809716599,1,1.61290322580645
"4","Grid14","4","4",19931,3.62032292459462,0,0,13,5.26315789473684,3,4.83870967741935
"5","Grid15","5","5",32930,5.98149786297229,1,1.61290322580645,13,5.26315789473684,6,9.67741935483871
"6","Grid21","1","1",6405,1.16342222327171,0,0,3,1.21457489878543,0,0
"7","Grid22","2","2",18113,3.29009628885567,0,0,5,2.02429149797571,1,1.61290322580645
"8","Grid23","3","3",24603,4.4689581513121,1,1.61290322580645,12,4.8582995951417,3,4.83870967741935
"9","Grid24","4","4",43126,7.83352799388227,4,6.45161290322581,20,8.09716599190283,6,9.67741935483871
"10","Grid25","5","5",36855,6.69444590767822,4,6.45161290322581,18,7.28744939271255,5,8.06451612903226
"11","Grid31","1","1",1053,0.191269883076521,0,0,2,0.809716599190283,0,0
"12","Grid32","2","2",12333,2.24020082429509,0,0,7,2.83400809716599,0,0
"13","Grid33","3","3",39589,7.19105736098421,5,8.06451612903226,16,6.47773279352227,4,6.45161290322581
"14","Grid34","4","4",56279,10.2226759256064,16,25.8064516129032,23,9.31174089068826,10,16.1290322580645
"15","Grid35","5","5",58177,10.5674339864603,6,9.67741935483871,21,8.50202429149797,5,8.06451612903226
"16","Grid41","1","1",4455,0.809218736092972,1,1.61290322580645,1,0.404858299595142,0,0
"17","Grid42","2","2",13286,2.41330642597783,1,1.61290322580645,5,2.02429149797571,0,0
"18","Grid43","3","3",21098,3.83230008846005,1,1.61290322580645,10,4.04858299595142,1,1.61290322580645
"19","Grid44","4","4",28156,5.11433506923316,15,24.1935483870968,16,6.47773279352227,3,4.83870967741935
"20","Grid45","5","5",38928,7.07099146097132,0,0,18,7.28744939271255,5,8.06451612903226
"21","Grid51","1","1",5842,1.06115731902472,0,0,2,0.809716599190283,0,0
"22","Grid52","2","2",12136,2.20441718994934,0,0,5,2.02429149797571,1,1.61290322580645
"23","Grid53","3","3",12762,2.31812559147441,0,0,6,2.42914979757085,2,3.2258064516129
"24","Grid54","4","4",16448,2.9876610036492,4,6.45161290322581,7,2.83400809716599,1,1.61290322580645
"25","Grid55","5","5",22095,4.01339797395605,2,3.2258064516129,11,4.45344129554656,4,6.45161290322581
