"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",5767,1.07932788584989,0,0,1,0.4,0,0
"2","Grid12","2","2",7240,1.35500847816078,0,0,3,1.2,1,1.5625
"3","Grid13","3","3",9788,1.83188162765715,0,0,3,1.2,1,1.5625
"4","Grid14","4","4",14178,2.65349588444248,4,6.25,7,2.8,2,3.125
"5","Grid15","5","5",12234,2.28966487870428,0,0,5,2,2,3.125
"6","Grid21","1","1",8137,1.52288729099369,0,0,4,1.6,0,0
"7","Grid22","2","2",20480,3.83295215921724,2,3.125,9,3.6,0,0
"8","Grid23","3","3",38083,7.127456888646,5,7.8125,13,5.2,7,10.9375
"9","Grid24","4","4",35494,6.64291034859652,4,6.25,19,7.6,3,4.6875
"10","Grid25","5","5",18362,3.43655603259507,0,0,13,5.2,2,3.125
"11","Grid31","1","1",1118,0.209240259472894,0,0,3,1.2,0,0
"12","Grid32","2","2",15576,2.91513978671717,2,3.125,12,4.8,1,1.5625
"13","Grid33","3","3",61230,11.4595537455504,9,14.0625,25,10,11,17.1875
"14","Grid34","4","4",64574,12.0854029652976,13,20.3125,31,12.4,11,17.1875
"15","Grid35","5","5",35210,6.58975808232612,3,4.6875,17,6.8,4,6.25
"16","Grid41","1","1",4038,0.75573539154879,1,1.5625,3,1.2,0,0
"17","Grid42","2","2",16127,3.01826266951643,1,1.5625,5,2,1,1.5625
"18","Grid43","3","3",25931,4.85313879104796,7,10.9375,14,5.6,2,3.125
"19","Grid44","4","4",47108,8.81653858966825,11,17.1875,20,8,8,12.5
"20","Grid45","5","5",36563,6.8429799705791,1,1.5625,17,6.8,4,6.25
"21","Grid51","1","1",9774,1.82926144551706,0,0,3,1.2,0,0
"22","Grid52","2","2",16065,3.00665900575317,0,0,4,1.6,1,1.5625
"23","Grid53","3","3",13353,2.49909229404433,0,0,5,2,1,1.5625
"24","Grid54","4","4",9684,1.81241741747362,0,0,7,2.8,1,1.5625
"25","Grid55","5","5",8200,1.53467811062409,1,1.5625,7,2.8,1,1.5625
