"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",6024,0.919506543699457,0,0,2,0.766283524904215,0,0
"2","Grid12","2","2",15129,2.30929855571532,0,0,4,1.53256704980843,1,1.5625
"3","Grid13","3","3",17314,2.64281811049343,2,3.125,5,1.91570881226054,2,3.125
"4","Grid14","4","4",20233,3.08837581319242,0,0,9,3.44827586206897,0,0
"5","Grid15","5","5",12457,1.90144306355646,0,0,6,2.29885057471264,1,1.5625
"6","Grid21","1","1",9474,1.44611636703331,0,0,3,1.14942528735632,0,0
"7","Grid22","2","2",18056,2.75607738264233,1,1.5625,6,2.29885057471264,1,1.5625
"8","Grid23","3","3",34874,5.32318579099848,2,3.125,16,6.13026819923372,3,4.6875
"9","Grid24","4","4",48873,7.4600005495059,1,1.5625,23,8.81226053639847,6,9.375
"10","Grid25","5","5",31446,4.79993405929169,0,0,16,6.13026819923372,4,6.25
"11","Grid31","1","1",9558,1.45893817142752,0,0,2,0.766283524904215,0,0
"12","Grid32","2","2",32104,4.90037152704638,1,1.5625,10,3.83141762452107,1,1.5625
"13","Grid33","3","3",64703,9.87630011570152,6,9.375,25,9.57854406130268,9,14.0625
"14","Grid34","4","4",78652,12.0054828477838,14,21.875,29,11.1111111111111,10,15.625
"15","Grid35","5","5",51358,7.83931226283478,1,1.5625,20,7.66283524904215,5,7.8125
"16","Grid41","1","1",5873,0.896457823895569,0,0,2,0.766283524904215,0,0
"17","Grid42","2","2",17102,2.61045831845088,1,1.5625,7,2.68199233716475,0,0
"18","Grid43","3","3",34034,5.19496774705633,12,18.75,16,6.13026819923372,2,3.125
"19","Grid44","4","4",49673,7.58211297230795,15,23.4375,17,6.51340996168582,5,7.8125
"20","Grid45","5","5",33463,5.10781000528136,1,1.5625,16,6.13026819923372,4,6.25
"21","Grid51","1","1",2550,0.389233347681543,0,0,1,0.383141762452107,0,0
"22","Grid52","2","2",6633,1.01246462555752,0,0,4,1.53256704980843,0,0
"23","Grid53","3","3",29058,4.43542847722756,5,7.8125,9,3.44827586206897,5,7.8125
"24","Grid54","4","4",17765,2.71165898884808,1,1.5625,9,3.44827586206897,2,3.125
"25","Grid55","5","5",8728,1.33224653277039,1,1.5625,4,1.53256704980843,1,1.5625
