"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",8621,1.49310859632897,0,0,4,1.45985401459854,1,1.38888888888889
"2","Grid12","2","2",9303,1.61122715133377,0,0,8,2.91970802919708,1,1.38888888888889
"3","Grid13","3","3",20253,3.50770541717326,1,1.38888888888889,9,3.28467153284672,3,4.16666666666667
"4","Grid14","4","4",18665,3.23267277003599,1,1.38888888888889,9,3.28467153284672,1,1.38888888888889
"5","Grid15","5","5",9104,1.57676147326052,0,0,5,1.82481751824818,1,1.38888888888889
"6","Grid21","1","1",8544,1.47977263044133,0,0,4,1.45985401459854,0,0
"7","Grid22","2","2",26233,4.54340770299245,2,2.77777777777778,13,4.74452554744526,7,9.72222222222222
"8","Grid23","3","3",32636,5.65237120401257,4,5.55555555555556,18,6.56934306569343,4,5.55555555555556
"9","Grid24","4","4",26608,4.60835558880887,4,5.55555555555556,14,5.10948905109489,5,6.94444444444444
"10","Grid25","5","5",16003,2.77162937792049,0,0,7,2.55474452554745,1,1.38888888888889
"11","Grid31","1","1",5983,1.03622186890572,0,0,3,1.09489051094891,0,0
"12","Grid32","2","2",30842,5.34166051826681,3,4.16666666666667,19,6.93430656934307,0,0
"13","Grid33","3","3",77642,13.4471566681561,9,12.5,34,12.4087591240876,13,18.0555555555556
"14","Grid34","4","4",59216,10.2558773506805,10,13.8888888888889,28,10.2189781021898,8,11.1111111111111
"15","Grid35","5","5",31492,5.45423685368194,0,0,12,4.37956204379562,7,9.72222222222222
"16","Grid41","1","1",3159,0.54712099011753,0,0,1,0.364963503649635,0,0
"17","Grid42","2","2",22338,3.86881566231256,2,2.77777777777778,15,5.47445255474453,4,5.55555555555556
"18","Grid43","3","3",53553,9.27507767767144,22,30.5555555555556,21,7.66423357664234,8,11.1111111111111
"19","Grid44","4","4",38812,6.72201958481847,9,12.5,17,6.2043795620438,3,4.16666666666667
"20","Grid45","5","5",19033,3.29640829531717,2,2.77777777777778,7,2.55474452554745,1,1.38888888888889
"21","Grid51","1","1",1755,0.30395610562085,0,0,1,0.364963503649635,0,0
"22","Grid52","2","2",4338,0.751317143124357,0,0,4,1.45985401459854,0,0
"23","Grid53","3","3",14493,2.51010589103304,1,1.38888888888889,5,1.82481751824818,0,0
"24","Grid54","4","4",15414,2.66961789859816,2,2.77777777777778,8,2.91970802919708,0,0
"25","Grid55","5","5",23346,4.0433955793871,0,0,8,2.91970802919708,4,5.55555555555556
