"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",13867,2.3472994292137,0,0,5,1.98412698412698,2,2.77777777777778
"2","Grid12","2","2",20657,3.49665856416437,0,0,9,3.57142857142857,1,1.38888888888889
"3","Grid13","3","3",21789,3.68827484410018,1,1.38888888888889,8,3.17460317460317,2,2.77777777777778
"4","Grid14","4","4",19905,3.36936577042609,2,2.77777777777778,10,3.96825396825397,1,1.38888888888889
"5","Grid15","5","5",22831,3.8646566141471,3,4.16666666666667,10,3.96825396825397,5,6.94444444444444
"6","Grid21","1","1",10773,1.82357083370009,1,1.38888888888889,2,0.793650793650794,0,0
"7","Grid22","2","2",24296,4.11264058067181,3,4.16666666666667,8,3.17460317460317,3,4.16666666666667
"8","Grid23","3","3",33084,5.60020583515583,2,2.77777777777778,13,5.15873015873016,3,4.16666666666667
"9","Grid24","4","4",40202,6.8050862950349,2,2.77777777777778,18,7.14285714285714,6,8.33333333333333
"10","Grid25","5","5",24808,4.19930801470638,7,9.72222222222222,15,5.95238095238095,5,6.94444444444444
"11","Grid31","1","1",8166,1.38227786391859,0,0,2,0.793650793650794,0,0
"12","Grid32","2","2",15011,2.54094697713469,1,1.38888888888889,6,2.38095238095238,0,0
"13","Grid33","3","3",41974,7.10503686751393,1,1.38888888888889,11,4.36507936507936,4,5.55555555555556
"14","Grid34","4","4",43291,7.32796852888802,7,9.72222222222222,16,6.34920634920635,5,6.94444444444444
"15","Grid35","5","5",34128,5.77692614986695,5,6.94444444444444,17,6.74603174603175,8,11.1111111111111
"16","Grid41","1","1",5583,0.945047430107454,0,0,2,0.793650793650794,0,0
"17","Grid42","2","2",9786,1.6564990419186,1,1.38888888888889,4,1.58730158730159,0,0
"18","Grid43","3","3",19063,3.22683846679892,4,5.55555555555556,10,3.96825396825397,2,2.77777777777778
"19","Grid44","4","4",36145,6.11834844371018,11,15.2777777777778,16,6.34920634920635,5,6.94444444444444
"20","Grid45","5","5",30064,5.08900339221753,9,12.5,16,6.34920634920635,2,2.77777777777778
"21","Grid51","1","1",7853,1.32929562397167,0,0,3,1.19047619047619,0,0
"22","Grid52","2","2",12231,2.0703698939001,0,0,3,1.19047619047619,0,0
"23","Grid53","3","3",16306,2.76015464720261,1,1.38888888888889,9,3.57142857142857,3,4.16666666666667
"24","Grid54","4","4",32716,5.53791361694348,6,8.33333333333333,17,6.74603174603175,5,6.94444444444444
"25","Grid55","5","5",46235,7.82630627458681,5,6.94444444444444,22,8.73015873015873,10,13.8888888888889
