"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",9927,2.11032266019277,1,1.40845070422535,5,1.94552529182879,1,1.40845070422535
"2","Grid12","2","2",18417,3.91516192533195,1,1.40845070422535,10,3.89105058365759,2,2.8169014084507
"3","Grid13","3","3",30736,6.5339858248902,2,2.8169014084507,14,5.44747081712062,5,7.04225352112676
"4","Grid14","4","4",26601,5.65495044663926,4,5.63380281690141,15,5.83657587548638,5,7.04225352112676
"5","Grid15","5","5",17396,3.69811352842888,1,1.40845070422535,13,5.05836575875486,4,5.63380281690141
"6","Grid21","1","1",7611,1.61797781472018,0,0,4,1.55642023346304,0,0
"7","Grid22","2","2",20010,4.25380844469199,5,7.04225352112676,13,5.05836575875486,3,4.22535211267606
"8","Grid23","3","3",40382,8.58457234450534,6,8.45070422535211,20,7.78210116731517,7,9.85915492957746
"9","Grid24","4","4",34645,7.36497718972283,4,5.63380281690141,20,7.78210116731517,4,5.63380281690141
"10","Grid25","5","5",20175,4.28888482616996,1,1.40845070422535,13,5.05836575875486,5,7.04225352112676
"11","Grid31","1","1",3075,0.653696200271257,0,0,1,0.389105058365759,0,0
"12","Grid32","2","2",20353,4.32672480134013,3,4.22535211267606,9,3.50194552529183,1,1.40845070422535
"13","Grid33","3","3",42770,9.09222324735014,13,18.3098591549296,17,6.6147859922179,10,14.0845070422535
"14","Grid34","4","4",31886,6.77845757458514,14,19.7183098591549,23,8.94941634241245,3,4.22535211267606
"15","Grid35","5","5",16150,3.43323370223766,2,2.8169014084507,12,4.66926070038911,5,7.04225352112676
"16","Grid41","1","1",2530,0.537837849328872,1,1.40845070422535,1,0.389105058365759,0,0
"17","Grid42","2","2",11377,2.41856964893857,0,0,6,2.33463035019455,0,0
"18","Grid43","3","3",26099,5.54823321329416,4,5.63380281690141,12,4.66926070038911,3,4.22535211267606
"19","Grid44","4","4",30741,6.53504874554105,4,5.63380281690141,19,7.39299610894942,7,9.85915492957746
"20","Grid45","5","5",13406,2.84990284905251,2,2.8169014084507,9,3.50194552529183,1,1.40845070422535
"21","Grid51","1","1",4080,0.867343251091619,0,0,2,0.778210116731518,0,0
"22","Grid52","2","2",6075,1.2914485907798,0,0,2,0.778210116731518,0,0
"23","Grid53","3","3",6354,1.3507595630971,1,1.40845070422535,3,1.16731517509728,1,1.40845070422535
"24","Grid54","4","4",11184,2.37754091181585,1,1.40845070422535,7,2.72373540856031,1,1.40845070422535
"25","Grid55","5","5",18422,3.9162248459828,1,1.40845070422535,7,2.72373540856031,3,4.22535211267606
