"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",15632,2.10049932545377,0,0,6,2.15827338129496,2,3.03030303030303
"2","Grid12","2","2",16636,2.23540857076823,0,0,5,1.79856115107914,0,0
"3","Grid13","3","3",12580,1.69039671917915,0,0,4,1.43884892086331,0,0
"4","Grid14","4","4",16849,2.26402975528215,0,0,6,2.15827338129496,0,0
"5","Grid15","5","5",19497,2.61984617121112,1,1.51515151515152,6,2.15827338129496,1,1.51515151515152
"6","Grid21","1","1",13037,1.75180461271372,0,0,4,1.43884892086331,0,0
"7","Grid22","2","2",22309,2.99769955549822,0,0,7,2.51798561151079,2,3.03030303030303
"8","Grid23","3","3",19344,2.59928729219408,2,3.03030303030303,7,2.51798561151079,1,1.51515151515152
"9","Grid24","4","4",26312,3.53558970389839,0,0,12,4.31654676258993,0,0
"10","Grid25","5","5",35227,4.73351392897646,0,0,12,4.31654676258993,2,3.03030303030303
"11","Grid31","1","1",10854,1.45847106438557,0,0,2,0.719424460431655,0,0
"12","Grid32","2","2",18791,2.5249797098645,0,0,6,2.15827338129496,1,1.51515151515152
"13","Grid33","3","3",32151,4.32018640050309,1,1.51515151515152,9,3.23741007194245,5,7.57575757575758
"14","Grid34","4","4",44995,6.04605726386851,3,4.54545454545454,18,6.47482014388489,3,4.54545454545454
"15","Grid35","5","5",58414,7.8491918882457,3,4.54545454545454,18,6.47482014388489,6,9.09090909090909
"16","Grid41","1","1",14538,1.953496621894,0,0,4,1.43884892086331,0,0
"17","Grid42","2","2",25394,3.41223642979613,2,3.03030303030303,10,3.59712230215827,0,0
"18","Grid43","3","3",39190,5.26602920704538,4,6.06060606060606,15,5.39568345323741,4,6.06060606060606
"19","Grid44","4","4",61988,8.32943655234318,18,27.2727272727273,27,9.71223021582734,5,7.57575757575758
"20","Grid45","5","5",59923,8.05195887149223,10,15.1515151515152,23,8.27338129496403,6,9.09090909090909
"21","Grid51","1","1",10123,1.36024530908192,1,1.51515151515152,4,1.43884892086331,0,0
"22","Grid52","2","2",18112,2.43374128599148,0,0,8,2.87769784172662,0,0
"23","Grid53","3","3",31155,4.18635212925488,1,1.51515151515152,13,4.67625899280575,6,9.09090909090909
"24","Grid54","4","4",45424,6.1037027481712,8,12.1212121212121,25,8.99280575539568,5,7.57575757575758
"25","Grid55","5","5",75729,10.1758388828869,12,18.1818181818182,27,9.71223021582734,16,24.2424242424242
