"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",14532,2.83919622534606,0,0,6,2.29885057471264,2,2.8169014084507
"2","Grid12","2","2",11495,2.24584094483574,2,2.8169014084507,8,3.06513409961686,2,2.8169014084507
"3","Grid13","3","3",26130,5.10516084284975,5,7.04225352112676,16,6.13026819923372,4,5.63380281690141
"4","Grid14","4","4",45890,8.96577998769135,7,9.85915492957746,17,6.51340996168582,9,12.6760563380282
"5","Grid15","5","5",34430,6.72677718405345,0,0,16,6.13026819923372,5,7.04225352112676
"6","Grid21","1","1",5468,1.06831303056649,0,0,7,2.68199233716475,0,0
"7","Grid22","2","2",19518,3.81333828284506,3,4.22535211267606,13,4.98084291187739,5,7.04225352112676
"8","Grid23","3","3",29363,5.73680971406801,1,1.40845070422535,22,8.42911877394636,7,9.85915492957746
"9","Grid24","4","4",30962,6.04921507907822,6,8.45070422535211,19,7.27969348659004,3,4.22535211267606
"10","Grid25","5","5",27460,5.36501020836793,4,5.63380281690141,17,6.51340996168582,4,5.63380281690141
"11","Grid31","1","1",4200,0.820576943741635,0,0,3,1.14942528735632,1,1.40845070422535
"12","Grid32","2","2",19684,3.84577060966913,4,5.63380281690141,9,3.44827586206897,1,1.40845070422535
"13","Grid33","3","3",37564,7.33908388445495,7,9.85915492957746,16,6.13026819923372,7,9.85915492957746
"14","Grid34","4","4",41552,8.11824123008391,13,18.3098591549296,16,6.13026819923372,4,5.63380281690141
"15","Grid35","5","5",35381,6.9125792491721,3,4.22535211267606,12,4.59770114942529,2,2.8169014084507
"16","Grid41","1","1",3852,0.752586282688757,1,1.40845070422535,2,0.766283524904215,1,1.40845070422535
"17","Grid42","2","2",9445,1.8453212461047,0,0,4,1.53256704980843,0,0
"18","Grid43","3","3",15696,3.06661326404017,7,9.85915492957746,9,3.44827586206897,2,2.8169014084507
"19","Grid44","4","4",25181,4.9197495286567,5,7.04225352112676,16,6.13026819923372,4,5.63380281690141
"20","Grid45","5","5",21772,4.2537145759864,1,1.40845070422535,12,4.59770114942529,1,1.40845070422535
"21","Grid51","1","1",3728,0.728359725302099,0,0,2,0.766283524904215,0,0
"22","Grid52","2","2",6399,1.25020758642922,1,1.40845070422535,2,0.766283524904215,0,0
"23","Grid53","3","3",6921,1.35219357800854,0,0,3,1.14942528735632,1,1.40845070422535
"24","Grid54","4","4",13943,2.72412007775943,1,1.40845070422535,7,2.68199233716475,1,1.40845070422535
"25","Grid55","5","5",21269,4.1554407182002,0,0,7,2.68199233716475,5,7.04225352112676
