"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",21060,3.75625373440468,0,0,8,3.6036036036036,2,3.33333333333333
"2","Grid12","2","2",31204,5.56553378577225,0,0,9,4.05405405405405,5,8.33333333333333
"3","Grid13","3","3",24323,4.33824119572294,3,5,8,3.6036036036036,2,3.33333333333333
"4","Grid14","4","4",14914,2.66005546984385,4,6.66666666666667,10,4.5045045045045,1,1.66666666666667
"5","Grid15","5","5",23375,4.16915626978677,0,0,8,3.6036036036036,6,10
"6","Grid21","1","1",13849,2.47010246760543,0,0,7,3.15315315315315,0,0
"7","Grid22","2","2",28453,5.07486645322965,2,3.33333333333333,11,4.95495495495495,2,3.33333333333333
"8","Grid23","3","3",49883,8.89711324944486,7,11.6666666666667,18,8.10810810810811,6,10
"9","Grid24","4","4",41591,7.41815522638296,2,3.33333333333333,20,9.00900900900901,6,10
"10","Grid25","5","5",18681,3.33193618292563,4,6.66666666666667,10,4.5045045045045,3,5
"11","Grid31","1","1",7615,1.35820855591128,1,1.66666666666667,5,2.25225225225225,1,1.66666666666667
"12","Grid32","2","2",19029,3.39400533295283,0,0,9,4.05405405405405,1,1.66666666666667
"13","Grid33","3","3",41648,7.42832172509431,11,18.3333333333333,14,6.30630630630631,8,13.3333333333333
"14","Grid34","4","4",32193,5.74193145639553,11,18.3333333333333,17,7.65765765765766,2,3.33333333333333
"15","Grid35","5","5",26945,4.80590013644512,2,3.33333333333333,12,5.40540540540541,5,8.33333333333333
"16","Grid41","1","1",9438,1.68335815504802,0,0,3,1.35135135135135,0,0
"17","Grid42","2","2",20498,3.65601562430328,0,0,6,2.7027027027027,1,1.66666666666667
"18","Grid43","3","3",27957,4.98640007847824,4,6.66666666666667,9,4.05405405405405,2,3.33333333333333
"19","Grid44","4","4",23376,4.16933462941329,4,6.66666666666667,12,5.40540540540541,1,1.66666666666667
"20","Grid45","5","5",19247,3.43288773153309,1,1.66666666666667,7,3.15315315315315,1,1.66666666666667
"21","Grid51","1","1",7985,1.42420161772181,0,0,3,1.35135135135135,0,0
"22","Grid52","2","2",11822,2.10856750465965,1,1.66666666666667,4,1.8018018018018,2,3.33333333333333
"23","Grid53","3","3",10044,1.79144408871608,1,1.66666666666667,2,0.900900900900901,0,0
"24","Grid54","4","4",16125,2.87604897755344,2,3.33333333333333,5,2.25225225225225,1,1.66666666666667
"25","Grid55","5","5",19410,3.46196035065503,0,0,5,2.25225225225225,2,3.33333333333333
