"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",10857,2.00338787892208,0,0,4,1.68067226890756,1,1.63934426229508
"2","Grid12","2","2",6378,1.17690042293129,0,0,3,1.26050420168067,0,0
"3","Grid13","3","3",12613,2.32741377146948,1,1.63934426229508,3,1.26050420168067,1,1.63934426229508
"4","Grid14","4","4",13993,2.58205826561266,0,0,6,2.52100840336134,0,0
"5","Grid15","5","5",14470,2.67007668858824,0,0,5,2.10084033613445,1,1.63934426229508
"6","Grid21","1","1",11151,2.05763822767432,0,0,3,1.26050420168067,1,1.63934426229508
"7","Grid22","2","2",11263,2.07830502719898,0,0,5,2.10084033613445,0,0
"8","Grid23","3","3",18926,3.49232006967664,0,0,5,2.10084033613445,0,0
"9","Grid24","4","4",21308,3.93185860956725,0,0,7,2.94117647058824,2,3.27868852459016
"10","Grid25","5","5",17907,3.30428909900135,2,3.27868852459016,8,3.36134453781513,2,3.27868852459016
"11","Grid31","1","1",10611,1.95799472996612,0,0,2,0.840336134453782,1,1.63934426229508
"12","Grid32","2","2",12961,2.39162846999255,1,1.63934426229508,7,2.94117647058824,0,0
"13","Grid33","3","3",47909,8.84040802167062,4,6.55737704918033,14,5.88235294117647,8,13.1147540983607
"14","Grid34","4","4",55167,10.1796904408671,3,4.91803278688525,23,9.66386554621849,5,8.19672131147541
"15","Grid35","5","5",44733,8.2543566351498,3,4.91803278688525,18,7.56302521008403,5,8.19672131147541
"16","Grid41","1","1",10614,1.95854830495339,0,0,3,1.26050420168067,0,0
"17","Grid42","2","2",14344,2.64682653912299,0,0,8,3.36134453781513,0,0
"18","Grid43","3","3",24921,4.59854741923341,2,3.27868852459016,15,6.30252100840336,3,4.91803278688525
"19","Grid44","4","4",54981,10.1453687916565,23,37.7049180327869,27,11.3445378151261,10,16.3934426229508
"20","Grid45","5","5",46898,8.65385325096138,4,6.55737704918033,22,9.2436974789916,5,8.19672131147541
"21","Grid51","1","1",5903,1.08925104994723,0,0,4,1.68067226890756,0,0
"22","Grid52","2","2",10986,2.02719160337459,0,0,6,2.52100840336134,2,3.27868852459016
"23","Grid53","3","3",13716,2.53094484178827,2,3.27868852459016,10,4.20168067226891,4,6.55737704918033
"24","Grid54","4","4",23070,4.25699165208919,10,16.3934426229508,15,6.30252100840336,2,3.27868852459016
"25","Grid55","5","5",26252,4.84415018858455,6,9.83606557377049,15,6.30252100840336,6,9.83606557377049
