"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",12178,2.17231150140653,0,0,5,1.99203187250996,2,2.94117647058824
"2","Grid12","2","2",17305,3.08686570305797,2,2.94117647058824,9,3.58565737051793,1,1.47058823529412
"3","Grid13","3","3",19886,3.54726445368453,2,2.94117647058824,11,4.38247011952191,2,2.94117647058824
"4","Grid14","4","4",31026,5.53441752690416,3,4.41176470588235,19,7.56972111553785,4,5.88235294117647
"5","Grid15","5","5",30687,5.4739467107622,0,0,18,7.17131474103586,8,11.7647058823529
"6","Grid21","1","1",13517,2.41116230616784,0,0,5,1.99203187250996,1,1.47058823529412
"7","Grid22","2","2",24588,4.38600716017274,1,1.47058823529412,12,4.7808764940239,1,1.47058823529412
"8","Grid23","3","3",32246,5.75204111301978,3,4.41176470588235,17,6.77290836653386,8,11.7647058823529
"9","Grid24","4","4",27350,4.87869268873941,2,2.94117647058824,17,6.77290836653386,3,4.41176470588235
"10","Grid25","5","5",24934,4.44772663623504,11,16.1764705882353,14,5.57768924302789,6,8.82352941176471
"11","Grid31","1","1",7515,1.34052561447447,0,0,3,1.19521912350598,0,0
"12","Grid32","2","2",21334,3.80555867720536,4,5.88235294117647,7,2.78884462151394,0,0
"13","Grid33","3","3",54396,9.70315786093853,5,7.35294117647059,15,5.97609561752988,5,7.35294117647059
"14","Grid34","4","4",61222,10.9207796632543,12,17.6470588235294,20,7.96812749003984,9,13.2352941176471
"15","Grid35","5","5",42337,7.55207357817771,6,8.82352941176471,21,8.36653386454183,6,8.82352941176471
"16","Grid41","1","1",2988,0.532999405994638,0,0,2,0.796812749003984,0,0
"17","Grid42","2","2",10704,1.90937939818159,0,0,4,1.59362549800797,0,0
"18","Grid43","3","3",20313,3.62343270882499,1,1.47058823529412,8,3.18725099601594,3,4.41176470588235
"19","Grid44","4","4",27642,4.93077964541626,7,10.2941176470588,12,4.7808764940239,2,2.94117647058824
"20","Grid45","5","5",25599,4.56634932866691,3,4.41176470588235,12,4.7808764940239,2,2.94117647058824
"21","Grid51","1","1",3825,0.682303456469039,0,0,2,0.796812749003984,0,0
"22","Grid52","2","2",8304,1.48126742549514,1,1.47058823529412,3,1.19521912350598,0,0
"23","Grid53","3","3",10368,1.84944372200549,2,2.94117647058824,3,1.19521912350598,1,1.47058823529412
"24","Grid54","4","4",13676,2.43952472435832,2,2.94117647058824,5,1.99203187250996,2,2.94117647058824
"25","Grid55","5","5",16661,2.9719889903871,1,1.47058823529412,7,2.78884462151394,2,2.94117647058824
