"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",10479,1.90246054468576,0,0,3,1.15830115830116,1,1.40845070422535
"2","Grid12","2","2",14446,2.62266867339732,0,0,3,1.15830115830116,1,1.40845070422535
"3","Grid13","3","3",11304,2.0522391446825,1,1.40845070422535,3,1.15830115830116,0,0
"4","Grid14","4","4",17988,3.26571812938329,1,1.40845070422535,6,2.31660231660232,0,0
"5","Grid15","5","5",28644,5.20031299188654,3,4.22535211267606,9,3.47490347490348,6,8.45070422535211
"6","Grid21","1","1",6078,1.10345979488502,0,0,2,0.772200772200772,0,0
"7","Grid22","2","2",16975,3.08180816356912,1,1.40845070422535,6,2.31660231660232,0,0
"8","Grid23","3","3",31368,5.69485469660302,0,0,9,3.47490347490348,4,5.63380281690141
"9","Grid24","4","4",39692,7.2060753831155,2,2.8169014084507,17,6.56370656370656,6,8.45070422535211
"10","Grid25","5","5",38577,7.00364733584719,5,7.04225352112676,20,7.72200772200772,4,5.63380281690141
"11","Grid31","1","1",6038,1.0961978021579,0,0,2,0.772200772200772,0,0
"12","Grid32","2","2",14688,2.66660372939636,0,0,8,3.08880308880309,1,1.40845070422535
"13","Grid33","3","3",32051,5.8188532224185,4,5.63380281690141,16,6.17760617760618,8,11.2676056338028
"14","Grid34","4","4",39382,7.14979493948037,12,16.9014084507042,21,8.10810810810811,5,7.04225352112676
"15","Grid35","5","5",41699,7.57044586819846,10,14.0845070422535,22,8.49420849420849,6,8.45070422535211
"16","Grid41","1","1",3326,0.603834695259553,1,1.40845070422535,3,1.15830115830116,0,0
"17","Grid42","2","2",6525,1.18461256361052,2,2.8169014084507,6,2.31660231660232,0,0
"18","Grid43","3","3",17985,3.26517347992876,6,8.45070422535211,10,3.86100386100386,1,1.40845070422535
"19","Grid44","4","4",34017,6.17578016495616,9,12.6760563380282,23,8.88030888030888,5,7.04225352112676
"20","Grid45","5","5",47618,8.6450392419932,7,9.85915492957746,24,9.26640926640927,10,14.0845070422535
"21","Grid51","1","1",8418,1.5282863694212,0,0,3,1.15830115830116,1,1.40845070422535
"22","Grid52","2","2",8655,1.57131367632935,0,0,4,1.54440154440154,0,0
"23","Grid53","3","3",13091,2.37666866976633,1,1.40845070422535,5,1.93050193050193,3,4.22535211267606
"24","Grid54","4","4",25841,4.69142885153401,2,2.8169014084507,16,6.17760617760618,4,5.63380281690141
"25","Grid55","5","5",35928,6.52272186749405,4,5.63380281690141,18,6.94980694980695,5,7.04225352112676
