"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",5514,1.0607864902665,0,0,2,0.813008130081301,1,1.49253731343284
"2","Grid12","2","2",5601,1.07752360028703,0,0,2,0.813008130081301,1,1.49253731343284
"3","Grid13","3","3",4218,0.811461265133137,0,0,1,0.40650406504065,0,0
"4","Grid14","4","4",198,0.0380913538398201,0,0,1,0.40650406504065,0,0
"5","Grid15","5","5",132,0.0253942358932134,0,0,1,0.40650406504065,0,0
"6","Grid21","1","1",0,0,0,0,0,0,0,0
"7","Grid22","2","2",198,0.0380913538398201,0,0,1,0.40650406504065,0,0
"8","Grid23","3","3",1755,0.337627909034769,1,1.49253731343284,2,0.813008130081301,0,0
"9","Grid24","4","4",12060,2.32010973387995,2,2.98507462686567,6,2.4390243902439,2,2.98507462686567
"10","Grid25","5","5",9612,1.84916208640581,1,1.49253731343284,6,2.4390243902439,0,0
"11","Grid31","1","1",135,0.0259713776180591,0,0,1,0.40650406504065,0,0
"12","Grid32","2","2",12926,2.48671131178543,2,2.98507462686567,8,3.2520325203252,1,1.49253731343284
"13","Grid33","3","3",29406,5.65714318693813,2,2.98507462686567,14,5.69105691056911,5,7.46268656716418
"14","Grid34","4","4",38316,7.37125410973003,3,4.47761194029851,22,8.94308943089431,2,2.98507462686567
"15","Grid35","5","5",37316,7.17887353478145,0,0,18,7.31707317073171,4,5.97014925373134
"16","Grid41","1","1",703,0.135243544188856,0,0,1,0.40650406504065,0,0
"17","Grid42","2","2",10418,2.00422082981437,0,0,8,3.2520325203252,0,0
"18","Grid43","3","3",36391,7.000921502954,4,5.97014925373134,17,6.91056910569106,4,5.97014925373134
"19","Grid44","4","4",78998,15.1976806597884,30,44.7761194029851,36,14.6341463414634,12,17.910447761194
"20","Grid45","5","5",75508,14.5262724532179,9,13.4328358208955,28,11.3821138211382,9,13.4328358208955
"21","Grid51","1","1",2690,0.517503746611697,0,0,2,0.813008130081301,0,0
"22","Grid52","2","2",8043,1.54731696431148,1,1.49253731343284,5,2.03252032520325,0,0
"23","Grid53","3","3",27733,5.33529048504914,1,1.49253731343284,12,4.8780487804878,6,8.95522388059702
"24","Grid54","4","4",55067,10.5938211206938,5,7.46268656716418,28,11.3821138211382,11,16.4179104477612
"25","Grid55","5","5",66865,12.8635271439372,6,8.95522388059702,24,9.75609756097561,9,13.4328358208955
