"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",11233,2.0792841620483,0,0,5,1.92307692307692,3,4.22535211267606
"2","Grid12","2","2",20755,3.84185371524191,0,0,10,3.84615384615385,1,1.40845070422535
"3","Grid13","3","3",18639,3.45017159231,1,1.40845070422535,8,3.07692307692308,3,4.22535211267606
"4","Grid14","4","4",4672,0.86481043399712,0,0,5,1.92307692307692,1,1.40845070422535
"5","Grid15","5","5",682,0.1262415916066,1,1.40845070422535,1,0.384615384615385,0,0
"6","Grid21","1","1",9070,1.67890210538396,0,0,4,1.53846153846154,0,0
"7","Grid22","2","2",27098,5.01597455917251,2,2.8169014084507,12,4.61538461538462,3,4.22535211267606
"8","Grid23","3","3",24452,4.52618680053458,1,1.40845070422535,15,5.76923076923077,3,4.22535211267606
"9","Grid24","4","4",7027,1.30073264548325,3,4.22535211267606,10,3.84615384615385,1,1.40845070422535
"10","Grid25","5","5",8006,1.48195041407982,0,0,4,1.53846153846154,3,4.22535211267606
"11","Grid31","1","1",2290,0.42389038823917,1,1.40845070422535,2,0.769230769230769,0,0
"12","Grid32","2","2",31728,5.87301058430236,1,1.40845070422535,13,5,1,1.40845070422535
"13","Grid33","3","3",53000,9.81056357060089,5,7.04225352112676,18,6.92307692307692,10,14.0845070422535
"14","Grid34","4","4",34849,6.45072320512963,8,11.2676056338028,21,8.07692307692308,4,5.63380281690141
"15","Grid35","5","5",19951,3.69302931692563,1,1.40845070422535,12,4.61538461538462,2,2.8169014084507
"16","Grid41","1","1",3624,0.670820422261465,1,1.40845070422535,2,0.769230769230769,0,0
"17","Grid42","2","2",20789,3.84814728432494,2,2.8169014084507,9,3.46153846153846,0,0
"18","Grid43","3","3",51919,9.61046509475524,14,19.7183098591549,16,6.15384615384615,9,12.6760563380282
"19","Grid44","4","4",54545,10.0965507539326,14,19.7183098591549,25,9.61538461538462,3,4.22535211267606
"20","Grid45","5","5",41228,7.63150782808931,1,1.40845070422535,16,6.15384615384615,6,8.45070422535211
"21","Grid51","1","1",3160,0.584931714775449,0,0,2,0.769230769230769,0,0
"22","Grid52","2","2",9796,1.81328831580389,0,0,7,2.69230769230769,2,2.8169014084507
"23","Grid53","3","3",13912,2.57518038479622,8,11.2676056338028,11,4.23076923076923,1,1.40845070422535
"24","Grid54","4","4",35161,6.50847595671505,5,7.04225352112676,18,6.92307692307692,7,9.85915492957746
"25","Grid55","5","5",32648,6.04330715949015,2,2.8169014084507,14,5.38461538461539,6,8.45070422535211
