"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",5624,0.978606043205526,0,0,1,0.380228136882129,0,0
"2","Grid12","2","2",8630,1.50166610114931,0,0,4,1.52091254752852,0,0
"3","Grid13","3","3",9797,1.70473033522129,2,2.89855072463768,5,1.90114068441065,1,1.44927536231884
"4","Grid14","4","4",1433,0.24934965503441,0,0,4,1.52091254752852,0,0
"5","Grid15","5","5",846,0.147208519301543,0,0,1,0.380228136882129,0,0
"6","Grid21","1","1",7227,1.25753660637382,0,0,2,0.760456273764259,0,0
"7","Grid22","2","2",19732,3.43347340763361,0,0,8,3.04182509505703,2,2.89855072463768
"8","Grid23","3","3",39014,6.78864441138343,1,1.44927536231884,16,6.08365019011407,6,8.69565217391304
"9","Grid24","4","4",19021,3.30975560949721,1,1.44927536231884,12,4.56273764258555,2,2.89855072463768
"10","Grid25","5","5",4914,0.855062250411088,0,0,2,0.760456273764259,0,0
"11","Grid31","1","1",10336,1.79851921453989,0,0,2,0.760456273764259,1,1.44927536231884
"12","Grid32","2","2",17897,3.11417360512968,1,1.44927536231884,7,2.6615969581749,0,0
"13","Grid33","3","3",49368,8.59029572207867,5,7.2463768115942,20,7.60456273764258,9,13.0434782608696
"14","Grid34","4","4",38172,6.64213191344974,4,5.79710144927536,20,7.60456273764258,4,5.79710144927536
"15","Grid35","5","5",14102,2.4538233323763,0,0,9,3.42205323193916,3,4.34782608695652
"16","Grid41","1","1",4656,0.810168872184376,1,1.44927536231884,3,1.14068441064639,0,0
"17","Grid42","2","2",10752,1.87090543679691,0,0,6,2.28136882129278,1,1.44927536231884
"18","Grid43","3","3",31670,5.51074917999983,10,14.4927536231884,16,6.08365019011407,2,2.89855072463768
"19","Grid44","4","4",58500,10.1793125048939,26,37.6811594202899,29,11.0266159695817,6,8.69565217391304
"20","Grid45","5","5",37067,6.44985601057952,1,1.44927536231884,23,8.74524714828897,4,5.79710144927536
"21","Grid51","1","1",9391,1.63408416638391,0,0,3,1.14068441064639,0,0
"22","Grid52","2","2",19975,3.47575670573087,0,0,6,2.28136882129278,0,0
"23","Grid53","3","3",39771,6.92036645525018,6,8.69565217391304,13,4.94296577946768,6,8.69565217391304
"24","Grid54","4","4",59209,10.3026822923464,7,10.1449275362319,27,10.2661596958175,9,13.0434782608696
"25","Grid55","5","5",57591,10.0211416490486,4,5.79710144927536,24,9.1254752851711,13,18.8405797101449
