"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",12771,2.52044121042753,0,0,5,2,1,1.63934426229508
"2","Grid12","2","2",15996,3.1569162635658,0,0,7,2.8,3,4.91803278688525
"3","Grid13","3","3",13402,2.64497322857645,1,1.63934426229508,7,2.8,2,3.27868852459016
"4","Grid14","4","4",15290,3.01758249999507,2,3.27868852459016,9,3.6,1,1.63934426229508
"5","Grid15","5","5",10690,2.10974211412343,0,0,8,3.2,3,4.91803278688525
"6","Grid21","1","1",6683,1.31893419538699,0,0,4,1.6,1,1.63934426229508
"7","Grid22","2","2",15467,3.05251461919056,2,3.27868852459016,8,3.2,1,1.63934426229508
"8","Grid23","3","3",18829,3.71602752729935,8,13.1147540983607,12,4.8,3,4.91803278688525
"9","Grid24","4","4",22592,4.45868043426348,3,4.91803278688525,15,6,6,9.83606557377049
"10","Grid25","5","5",13961,2.75529557112041,0,0,10,4,3,4.91803278688525
"11","Grid31","1","1",5477,1.08092212900412,1,1.63934426229508,2,0.8,0,0
"12","Grid32","2","2",26339,5.19817563553761,4,6.55737704918033,12,4.8,0,0
"13","Grid33","3","3",61002,12.0391476562916,12,19.672131147541,28,11.2,11,18.0327868852459
"14","Grid34","4","4",57189,11.2866269190463,12,19.672131147541,25,10,10,16.3934426229508
"15","Grid35","5","5",30932,6.10463452516987,2,3.27868852459016,12,4.8,3,4.91803278688525
"16","Grid41","1","1",11196,2.20960455656931,1,1.63934426229508,4,1.6,0,0
"17","Grid42","2","2",31355,6.18811636934894,2,3.27868852459016,13,5.2,4,6.55737704918033
"18","Grid43","3","3",40542,8.0012315052191,7,11.4754098360656,18,7.2,3,4.91803278688525
"19","Grid44","4","4",28897,5.70301383272449,1,1.63934426229508,16,6.4,2,3.27868852459016
"20","Grid45","5","5",18694,3.68938438554008,1,1.63934426229508,8,3.2,1,1.63934426229508
"21","Grid51","1","1",5181,1.02250457373934,0,0,3,1.2,0,0
"22","Grid52","2","2",12887,2.54333457667995,0,0,7,2.8,0,0
"23","Grid53","3","3",15225,3.00475432062949,1,1.63934426229508,8,3.2,2,3.27868852459016
"24","Grid54","4","4",10612,2.09434829888474,1,1.63934426229508,6,2.4,1,1.63934426229508
"25","Grid55","5","5",5488,1.08309305166599,0,0,3,1.2,0,0
