"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",9462,1.59425246879986,0,0,5,1.73010380622837,1,1.33333333333333
"2","Grid12","2","2",15973,2.6912909199049,1,1.33333333333333,7,2.42214532871972,3,4
"3","Grid13","3","3",14293,2.40822770413828,3,4,7,2.42214532871972,2,2.66666666666667
"4","Grid14","4","4",13765,2.31926497918306,0,0,9,3.11418685121107,1,1.33333333333333
"5","Grid15","5","5",16754,2.82288161723451,1,1.33333333333333,6,2.07612456747405,4,5.33333333333333
"6","Grid21","1","1",14303,2.40991260423213,0,0,8,2.7681660899654,0,0
"7","Grid22","2","2",27706,4.66818420001786,3,4,12,4.1522491349481,3,4
"8","Grid23","3","3",33866,5.7060826578288,4,5.33333333333333,22,7.61245674740484,5,6.66666666666667
"9","Grid24","4","4",38925,6.55847361530698,4,5.33333333333333,21,7.26643598615917,8,10.6666666666667
"10","Grid25","5","5",23981,4.04055891505913,0,0,13,4.49826989619377,1,1.33333333333333
"11","Grid31","1","1",11820,1.99155191092944,2,2.66666666666667,4,1.3840830449827,1,1.33333333333333
"12","Grid32","2","2",31471,5.30254908535198,5,6.66666666666667,15,5.19031141868512,2,2.66666666666667
"13","Grid33","3","3",71598,12.0635476919396,17,22.6666666666667,31,10.7266435986159,15,20
"14","Grid34","4","4",68895,11.6081191965722,10,13.3333333333333,28,9.68858131487889,6,8
"15","Grid35","5","5",39595,6.67136192159486,0,0,14,4.84429065743945,4,5.33333333333333
"16","Grid41","1","1",9617,1.62036842025452,0,0,4,1.3840830449827,1,1.33333333333333
"17","Grid42","2","2",19393,3.26752675200124,1,1.33333333333333,12,4.1522491349481,1,1.33333333333333
"18","Grid43","3","3",27931,4.70609445212946,12,16,17,5.88235294117647,4,5.33333333333333
"19","Grid44","4","4",30141,5.07845737287008,5,6.66666666666667,17,5.88235294117647,5,6.66666666666667
"20","Grid45","5","5",13652,2.30022560812257,3,4,11,3.80622837370242,0,0
"21","Grid51","1","1",6551,1.10377805148044,0,0,3,1.03806228373702,0,0
"22","Grid52","2","2",11380,1.91741630680009,0,0,4,1.3840830449827,0,0
"23","Grid53","3","3",13547,2.28253415713715,2,2.66666666666667,6,2.07612456747405,3,4
"24","Grid54","4","4",13234,2.22979678419968,1,1.33333333333333,6,2.07612456747405,2,2.66666666666667
"25","Grid55","5","5",15654,2.63754260691112,1,1.33333333333333,7,2.42214532871972,3,4
