"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",0,0,0,0,0,0,0,0
"2","Grid12","2","2",0,0,0,0,0,0,0,0
"3","Grid13","3","3",0,0,0,0,0,0,0,0
"4","Grid14","4","4",0,0,0,0,0,0,0,0
"5","Grid15","5","5",1560,10.5676737569435,0,0,1,10,1,33.3333333333333
"6","Grid21","1","1",0,0,0,0,0,0,0,0
"7","Grid22","2","2",0,0,0,0,0,0,0,0
"8","Grid23","3","3",6241,42.2774691776182,0,0,1,10,1,33.3333333333333
"9","Grid24","4","4",158,1.07031567538274,0,0,1,10,0,0
"10","Grid25","5","5",80,0.541931987535564,0,0,1,10,0,0
"11","Grid31","1","1",0,0,0,0,0,0,0,0
"12","Grid32","2","2",0,0,1,33.3333333333333,0,0,0,0
"13","Grid33","3","3",6399,43.347784853001,1,33.3333333333333,2,20,1,33.3333333333333
"14","Grid34","4","4",162,1.09741227475952,1,33.3333333333333,2,20,0,0
"15","Grid35","5","5",0,0,0,0,0,0,0,0
"16","Grid41","1","1",0,0,0,0,0,0,0,0
"17","Grid42","2","2",0,0,0,0,0,0,0,0
"18","Grid43","3","3",158,1.07031567538274,0,0,1,10,0,0
"19","Grid44","4","4",4,0.0270965993767782,0,0,1,10,0,0
"20","Grid45","5","5",0,0,0,0,0,0,0,0
"21","Grid51","1","1",0,0,0,0,0,0,0,0
"22","Grid52","2","2",0,0,0,0,0,0,0,0
"23","Grid53","3","3",0,0,0,0,0,0,0,0
"24","Grid54","4","4",0,0,0,0,0,0,0,0
"25","Grid55","5","5",0,0,0,0,0,0,0,0
