"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",7658,1.66302919747657,0,0,2,0.947867298578199,1,1.75438596491228
"2","Grid12","2","2",11025,2.3942147952702,1,1.75438596491228,2,0.947867298578199,1,1.75438596491228
"3","Grid13","3","3",10500,2.280204566924,0,0,2,0.947867298578199,0,0
"4","Grid14","4","4",7078,1.53707504044649,0,0,2,0.947867298578199,0,0
"5","Grid15","5","5",4054,0.880376125172373,0,0,2,0.947867298578199,1,1.75438596491228
"6","Grid21","1","1",5994,1.30167106420405,0,0,1,0.4739336492891,0,0
"7","Grid22","2","2",10573,2.29605741772262,2,3.50877192982456,3,1.4218009478673,0,0
"8","Grid23","3","3",11620,2.5234263873959,1,1.75438596491228,4,1.8957345971564,2,3.50877192982456
"9","Grid24","4","4",8863,1.92470981682357,0,0,4,1.8957345971564,2,3.50877192982456
"10","Grid25","5","5",5234,1.13662768602669,0,0,4,1.8957345971564,0,0
"11","Grid31","1","1",5994,1.30167106420405,0,0,1,0.4739336492891,0,0
"12","Grid32","2","2",18966,4.11870093488387,1,1.75438596491228,6,2.8436018957346,0,0
"13","Grid33","3","3",41603,9.03460481883232,3,5.26315789473684,15,7.10900473933649,6,10.5263157894737
"14","Grid34","4","4",33643,7.30599259476422,3,5.26315789473684,16,7.58293838862559,5,8.7719298245614
"15","Grid35","5","5",13473,2.92582820287306,2,3.50877192982456,11,5.21327014218009,4,7.01754385964912
"16","Grid41","1","1",2836,0.615872395409188,0,0,2,0.947867298578199,0,0
"17","Grid42","2","2",6627,1.43913482523861,0,0,6,2.8436018957346,0,0
"18","Grid43","3","3",21000,4.56040913384801,2,3.50877192982456,17,8.05687203791469,2,3.50877192982456
"19","Grid44","4","4",45426,9.86481644353236,21,36.8421052631579,26,12.3222748815166,5,8.7719298245614
"20","Grid45","5","5",37477,8.13859300520104,6,10.5263157894737,23,10.9004739336493,5,8.7719298245614
"21","Grid51","1","1",2970,0.644972148929932,0,0,2,0.947867298578199,0,0
"22","Grid52","2","2",13444,2.91953049502155,1,1.75438596491228,4,1.8957345971564,1,1.75438596491228
"23","Grid53","3","3",27498,5.97153001726441,4,7.01754385964912,12,5.68720379146919,4,7.01754385964912
"24","Grid54","4","4",51139,11.1054648902787,3,5.26315789473684,23,10.9004739336493,9,15.7894736842105
"25","Grid55","5","5",55790,12.1154869322562,7,12.280701754386,21,9.95260663507109,9,15.7894736842105
