"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",7644,1.51085706153718,0,0,2,0.806451612903226,0,0
"2","Grid12","2","2",8697,1.71898533021833,0,0,2,0.806451612903226,1,1.40845070422535
"3","Grid13","3","3",13782,2.7240491917982,0,0,3,1.20967741935484,1,1.40845070422535
"4","Grid14","4","4",20232,3.99890895722401,0,0,7,2.82258064516129,0,0
"5","Grid15","5","5",29893,5.90843146788737,3,4.22535211267606,8,3.2258064516129,2,2.8169014084507
"6","Grid21","1","1",1260,0.249042372780855,0,0,2,0.806451612903226,0,0
"7","Grid22","2","2",2095,0.414082357917373,0,0,4,1.61290322580645,0,0
"8","Grid23","3","3",10142,2.00459344820907,0,0,6,2.41935483870968,0,0
"9","Grid24","4","4",20878,4.1265925864434,0,0,12,4.83870967741935,3,4.22535211267606
"10","Grid25","5","5",42531,8.4063659974147,5,7.04225352112676,16,6.45161290322581,5,7.04225352112676
"11","Grid31","1","1",0,0,0,0,0,0,0,0
"12","Grid32","2","2",6257,1.23671279880143,0,0,5,2.01612903225806,1,1.40845070422535
"13","Grid33","3","3",24712,4.88439294933371,4,5.63380281690141,11,4.43548387096774,5,7.04225352112676
"14","Grid34","4","4",34174,6.75458257731184,3,4.22535211267606,19,7.66129032258065,2,2.8169014084507
"15","Grid35","5","5",60849,12.026967731224,7,9.85915492957746,28,11.2903225806452,13,18.3098591549296
"16","Grid41","1","1",0,0,1,1.40845070422535,0,0,0,0
"17","Grid42","2","2",596,0.11780099537888,0,0,2,0.806451612903226,0,0
"18","Grid43","3","3",16762,3.31305416869261,6,8.45070422535211,10,4.03225806451613,5,7.04225352112676
"19","Grid44","4","4",40648,8.03418600698109,17,23.943661971831,28,11.2903225806452,7,9.85915492957746
"20","Grid45","5","5",63683,12.5871154173041,15,21.1267605633803,32,12.9032258064516,9,12.6760563380282
"21","Grid51","1","1",2279,0.45045045045045,0,0,1,0.403225806451613,0,0
"22","Grid52","2","2",3483,0.688424273329934,0,0,1,0.403225806451613,0,0
"23","Grid53","3","3",6752,1.33455087382248,0,0,5,2.01612903225806,1,1.40845070422535
"24","Grid54","4","4",29354,5.80189667508667,3,4.22535211267606,21,8.46774193548387,6,8.45070422535211
"25","Grid55","5","5",59235,11.7079563108523,7,9.85915492957746,23,9.2741935483871,9,12.6760563380282
