"","m.grid","m.gridO","m.gridI","m.areagraphical","m.percentgraphical","m.anzahlclassical","m.percentclassical","m.anzahlgraphic2","m.percentgraphic2","m.anzahlmiddlegraphic","m.percentmiddlegraphic"
"1","Grid11","1","1",7520,1.31011137688873,0,0,3,0.977198697068404,1,1.42857142857143
"2","Grid12","2","2",11035,1.92248391542116,0,0,5,1.62866449511401,1,1.42857142857143
"3","Grid13","3","3",15526,2.70489218584766,0,0,8,2.60586319218241,3,4.28571428571429
"4","Grid14","4","4",18193,3.16952876060328,0,0,12,3.90879478827362,2,2.85714285714286
"5","Grid15","5","5",23708,4.13033517596782,2,2.85714285714286,11,3.58306188925081,6,8.57142857142857
"6","Grid21","1","1",7760,1.35192344210858,0,0,4,1.30293159609121,0,0
"7","Grid22","2","2",19035,3.3162194227496,2,2.85714285714286,9,2.93159609120521,1,1.42857142857143
"8","Grid23","3","3",34404,5.99375954926594,2,2.85714285714286,13,4.23452768729642,7,10
"9","Grid24","4","4",25985,4.52702714474117,3,4.28571428571429,18,5.86319218241042,0,0
"10","Grid25","5","5",17875,3.11412777418697,1,1.42857142857143,16,5.21172638436482,4,5.71428571428571
"11","Grid31","1","1",7783,1.35593043169215,0,0,3,0.977198697068404,0,0
"12","Grid32","2","2",32402,5.644977238557,3,4.28571428571429,14,4.56026058631922,2,2.85714285714286
"13","Grid33","3","3",55168,9.61120005853689,8,11.4285714285714,22,7.16612377850163,8,11.4285714285714
"14","Grid34","4","4",47958,8.35509593255714,14,20,24,7.81758957654723,5,7.14285714285714
"15","Grid35","5","5",24947,4.34618996266531,1,1.42857142857143,12,3.90879478827362,4,5.71428571428571
"16","Grid41","1","1",5578,0.971782082484752,1,1.42857142857143,3,0.977198697068404,0,0
"17","Grid42","2","2",23695,4.12807035576841,2,2.85714285714286,12,3.90879478827362,1,1.42857142857143
"18","Grid43","3","3",50019,8.71415704263263,16,22.8571428571429,20,6.51465798045603,6,8.57142857142857
"19","Grid44","4","4",52108,9.07809622698376,7,10,30,9.77198697068404,4,5.71428571428571
"20","Grid45","5","5",28269,4.92493863208344,3,4.28571428571429,18,5.86319218241042,6,8.57142857142857
"21","Grid51","1","1",4846,0.8442552835642,0,0,3,0.977198697068404,0,0
"22","Grid52","2","2",8578,1.49443289773291,1,1.42857142857143,7,2.28013029315961,0,0
"23","Grid53","3","3",17982,3.13276898659749,1,1.42857142857143,13,4.23452768729642,5,7.14285714285714
"24","Grid54","4","4",17281,3.01064291276784,3,4.28571428571429,17,5.53745928338762,1,1.42857142857143
"25","Grid55","5","5",16342,2.84705320759516,0,0,10,3.25732899022801,3,4.28571428571429
