"","scenario","type","method1","method2","distance"
"548","325","OCCURRENCE","classic","area",0.4624
"549","325","IMPACT","classic","center",0.3239
"550","325","OCCURRENCE","classic","center",0.4085
"551","325","IMPACT","classic","centertogrid",0.0986
"552","325","OCCURRENCE","classic","centertogrid",0.2817
"553","325","IMPACT","classic","reachedgrid",0.1582
"554","325","OCCURRENCE","classic","reachedgrid",0.2937
"555","325","IMPACT","classic","weighted",0.2727
"556","325","OCCURRENCE","classic","weighted",0.4388
"557","325","IMPACT","classic","pooling",0.5775
"558","325","OCCURRENCE","classic","pooling",0.7042
"559","325","IMPACT","area","center",0.1636
"560","325","OCCURRENCE","area","center",0.109
"561","325","IMPACT","area","centertogrid",0.3547
"562","325","OCCURRENCE","area","centertogrid",0.2427
"563","325","IMPACT","area","reachedgrid",0.2458
"564","325","OCCURRENCE","area","reachedgrid",0.1716
"565","325","IMPACT","area","weighted",0.0901
"566","325","OCCURRENCE","area","weighted",0.0312
"567","325","IMPACT","area","pooling",0.5015
"568","325","OCCURRENCE","area","pooling",0.6794
"569","325","IMPACT","center","centertogrid",0.338
"570","325","OCCURRENCE","center","centertogrid",0.2113
"571","325","IMPACT","center","reachedgrid",0.3343
"572","325","OCCURRENCE","center","reachedgrid",0.2092
"573","325","IMPACT","center","weighted",0.0872
"574","325","OCCURRENCE","center","weighted",0.0867
"575","325","IMPACT","center","pooling",0.6197
"576","325","OCCURRENCE","center","pooling",0.6338
"577","325","IMPACT","centertogrid","reachedgrid",0.109
"578","325","OCCURRENCE","centertogrid","reachedgrid",0.1087
"579","325","IMPACT","centertogrid","weighted",0.3246
"580","325","OCCURRENCE","centertogrid","weighted",0.2174
"581","325","IMPACT","centertogrid","pooling",0.5211
"582","325","OCCURRENCE","centertogrid","pooling",0.7183
"583","325","IMPACT","reachedgrid","weighted",0.2831
"584","325","OCCURRENCE","reachedgrid","weighted",0.1698
"585","325","IMPACT","reachedgrid","pooling",0.5878
"586","325","OCCURRENCE","reachedgrid","pooling",0.7463
"587","325","IMPACT","weighted","pooling",0.5825
"588","325","OCCURRENCE","weighted","pooling",0.6549
"589","332","IMPACT","classic","area",0.312
"590","332","OCCURRENCE","classic","area",0.3605
"591","332","IMPACT","classic","center",0.2656
"592","332","OCCURRENCE","classic","center",0.3281
"593","332","IMPACT","classic","centertogrid",0.1094
"594","332","OCCURRENCE","classic","centertogrid",0.2093
"595","332","IMPACT","classic","reachedgrid",0.1115
"596","332","OCCURRENCE","classic","reachedgrid",0.2411
"597","332","IMPACT","classic","weighted",0.2707
"598","332","OCCURRENCE","classic","weighted",0.3558
"599","332","IMPACT","classic","pooling",0.6875
"600","332","OCCURRENCE","classic","pooling",0.8125
"601","332","IMPACT","area","center",0.1304
"602","332","OCCURRENCE","area","center",0.0712
"603","332","IMPACT","area","centertogrid",0.3031
"604","332","OCCURRENCE","area","centertogrid",0.2179
"605","332","IMPACT","area","reachedgrid",0.2005
"606","332","OCCURRENCE","area","reachedgrid",0.1898
"607","332","IMPACT","area","weighted",0.0427
"608","332","OCCURRENCE","area","weighted",0.008
"609","332","IMPACT","area","pooling",0.6653
"610","332","OCCURRENCE","area","pooling",0.5401
"611","332","IMPACT","center","centertogrid",0.3125
"612","332","OCCURRENCE","center","centertogrid",0.255
"613","332","IMPACT","center","reachedgrid",0.2699
"614","332","OCCURRENCE","center","reachedgrid",0.2098
"615","332","IMPACT","center","weighted",0.0895
"616","332","OCCURRENCE","center","weighted",0.0721
"617","332","IMPACT","center","pooling",0.5469
"618","332","OCCURRENCE","center","pooling",0.5312
"619","332","IMPACT","centertogrid","reachedgrid",0.1136
"620","332","OCCURRENCE","centertogrid","reachedgrid",0.0585
"621","332","IMPACT","centertogrid","weighted",0.2887
"622","332","OCCURRENCE","centertogrid","weighted",0.2162
"623","332","IMPACT","centertogrid","pooling",0.5781
"624","332","OCCURRENCE","centertogrid","pooling",0.6032
"625","332","IMPACT","reachedgrid","weighted",0.1837
"626","332","OCCURRENCE","reachedgrid","weighted",0.1946
"627","332","IMPACT","reachedgrid","pooling",0.6917
"628","332","OCCURRENCE","reachedgrid","pooling",0.5714
"629","332","IMPACT","weighted","pooling",0.625
"630","332","OCCURRENCE","weighted","pooling",0.5423
"631","346","IMPACT","classic","area",0.3576
"632","346","OCCURRENCE","classic","area",0.3337
"633","346","IMPACT","classic","center",0.3803
"634","346","OCCURRENCE","classic","center",0.2958
"635","346","IMPACT","classic","centertogrid",0.0423
"636","346","OCCURRENCE","classic","centertogrid",0.1616
"637","346","IMPACT","classic","reachedgrid",0.1211
"638","346","OCCURRENCE","classic","reachedgrid",0.1678
"639","346","IMPACT","classic","weighted",0.3386
"640","346","OCCURRENCE","classic","weighted",0.314
"641","346","IMPACT","classic","pooling",1
"642","346","OCCURRENCE","classic","pooling",0.6901
"643","346","IMPACT","area","center",0.1362
"644","346","OCCURRENCE","area","center",0.1126
"645","346","IMPACT","area","centertogrid",0.3857
"646","346","OCCURRENCE","area","centertogrid",0.1778
"647","346","IMPACT","area","reachedgrid",0.2365
"648","346","OCCURRENCE","area","reachedgrid",0.166
"649","346","IMPACT","area","weighted",0.0597
"650","346","OCCURRENCE","area","weighted",0.028
"651","346","IMPACT","area","pooling",0.8812
"652","346","OCCURRENCE","area","pooling",0.568
"653","346","IMPACT","center","centertogrid",0.4085
"654","346","OCCURRENCE","center","centertogrid",0.2286
"655","346","IMPACT","center","reachedgrid",0.3183
"656","346","OCCURRENCE","center","reachedgrid",0.21
"657","346","IMPACT","center","weighted",0.0899
"658","346","OCCURRENCE","center","weighted",0.085
"659","346","IMPACT","center","pooling",0.9014
"660","346","OCCURRENCE","center","pooling",0.5493
"661","346","IMPACT","centertogrid","reachedgrid",0.1493
"662","346","OCCURRENCE","centertogrid","reachedgrid",0.045
"663","346","IMPACT","centertogrid","weighted",0.3668
"664","346","OCCURRENCE","centertogrid","weighted",0.1684
"665","346","IMPACT","centertogrid","pooling",1
"666","346","OCCURRENCE","centertogrid","pooling",0.5286
"667","346","IMPACT","reachedgrid","weighted",0.279
"668","346","OCCURRENCE","reachedgrid","weighted",0.1637
"669","346","IMPACT","reachedgrid","pooling",1
"670","346","OCCURRENCE","reachedgrid","pooling",0.5224
"671","346","IMPACT","weighted","pooling",0.8682
"672","346","OCCURRENCE","weighted","pooling",0.5481
"673","364","IMPACT","classic","area",0.3868
"674","364","OCCURRENCE","classic","area",0.4515
"675","364","IMPACT","classic","center",0.3279
"676","364","OCCURRENCE","classic","center",0.4098
"677","364","IMPACT","classic","centertogrid",0.192
"678","364","OCCURRENCE","classic","centertogrid",0.2295
"679","364","IMPACT","classic","reachedgrid",0.217
"680","364","OCCURRENCE","classic","reachedgrid",0.2526
"681","364","IMPACT","classic","weighted",0.3576
"682","364","OCCURRENCE","classic","weighted",0.4227
"683","364","IMPACT","classic","pooling",0.7541
"684","364","OCCURRENCE","classic","pooling",0.7705
"685","364","IMPACT","area","center",0.0902
"686","364","OCCURRENCE","area","center",0.086
"687","364","IMPACT","area","centertogrid",0.2195
"688","364","OCCURRENCE","area","centertogrid",0.222
"689","364","IMPACT","area","reachedgrid",0.1753
"690","364","OCCURRENCE","area","reachedgrid",0.1989
"691","364","IMPACT","area","weighted",0.035
"692","364","OCCURRENCE","area","weighted",0.0461
"693","364","IMPACT","area","pooling",0.6213
"694","364","OCCURRENCE","area","pooling",0.5359
"695","364","IMPACT","center","centertogrid",0.2565
"696","364","OCCURRENCE","center","centertogrid",0.1803
"697","364","IMPACT","center","reachedgrid",0.2304
"698","364","OCCURRENCE","center","reachedgrid",0.1572
"699","364","IMPACT","center","weighted",0.0556
"700","364","OCCURRENCE","center","weighted",0.0657
"701","364","IMPACT","center","pooling",0.5902
"702","364","OCCURRENCE","center","pooling",0.5574
"703","364","IMPACT","centertogrid","reachedgrid",0.074
"704","364","OCCURRENCE","centertogrid","reachedgrid",0.0489
"705","364","IMPACT","centertogrid","weighted",0.2135
"706","364","OCCURRENCE","centertogrid","weighted",0.1932
"707","364","IMPACT","centertogrid","pooling",0.678
"708","364","OCCURRENCE","centertogrid","pooling",0.541
"709","364","IMPACT","reachedgrid","weighted",0.1959
"710","364","OCCURRENCE","reachedgrid","weighted",0.1711
"711","364","IMPACT","reachedgrid","pooling",0.7222
"712","364","OCCURRENCE","reachedgrid","pooling",0.5179
"713","364","IMPACT","weighted","pooling",0.5947
"714","364","OCCURRENCE","weighted","pooling",0.5746
"715","366","IMPACT","classic","area",0.2114
"716","366","OCCURRENCE","classic","area",0.3342
"717","366","IMPACT","classic","center",0.2206
"718","366","OCCURRENCE","classic","center",0.2794
"719","366","IMPACT","classic","centertogrid",0.0441
"720","366","OCCURRENCE","classic","centertogrid",0.1618
"721","366","IMPACT","classic","reachedgrid",0.0805
"722","366","OCCURRENCE","classic","reachedgrid",0.1615
"723","366","IMPACT","classic","weighted",0.2154
"724","366","OCCURRENCE","classic","weighted",0.3081
"725","366","IMPACT","classic","pooling",0.5147
"726","366","OCCURRENCE","classic","pooling",0.5882
"727","366","IMPACT","area","center",0.0824
"728","366","OCCURRENCE","area","center",0.0947
"729","366","IMPACT","area","centertogrid",0.1834
"730","366","OCCURRENCE","area","centertogrid",0.1846
"731","366","IMPACT","area","reachedgrid",0.1754
"732","366","OCCURRENCE","area","reachedgrid",0.1726
"733","366","IMPACT","area","weighted",0.0229
"734","366","OCCURRENCE","area","weighted",0.0274
"735","366","IMPACT","area","pooling",0.564
"736","366","OCCURRENCE","area","pooling",0.59
"737","366","IMPACT","center","centertogrid",0.2353
"738","366","OCCURRENCE","center","centertogrid",0.1618
"739","366","IMPACT","center","reachedgrid",0.2307
"740","366","OCCURRENCE","center","reachedgrid",0.1542
"741","366","IMPACT","center","weighted",0.0604
"742","366","OCCURRENCE","center","weighted",0.0678
"743","366","IMPACT","center","pooling",0.5735
"744","366","OCCURRENCE","center","pooling",0.5294
"745","366","IMPACT","centertogrid","reachedgrid",0.0744
"746","366","OCCURRENCE","centertogrid","reachedgrid",0.0366
"747","366","IMPACT","centertogrid","weighted",0.2012
"748","366","OCCURRENCE","centertogrid","weighted",0.1677
"749","366","IMPACT","centertogrid","pooling",0.5147
"750","366","OCCURRENCE","centertogrid","pooling",0.5294
"751","366","IMPACT","reachedgrid","weighted",0.1966
"752","366","OCCURRENCE","reachedgrid","weighted",0.1633
"753","366","IMPACT","reachedgrid","pooling",0.5101
"754","366","OCCURRENCE","reachedgrid","pooling",0.5455
"755","366","IMPACT","weighted","pooling",0.5803
"756","366","OCCURRENCE","weighted","pooling",0.5684
