"","scenario","type","method1","method2","distance"
"273","289","IMPACT","area","pooling",0.7201
"274","289","OCCURRENCE","area","pooling",0.5662
"275","289","IMPACT","center","centertogrid",0.2647
"276","289","OCCURRENCE","center","centertogrid",0.1912
"277","289","IMPACT","center","reachedgrid",0.2254
"278","289","OCCURRENCE","center","reachedgrid",0.1707
"279","289","IMPACT","center","weighted",0.0701
"280","289","OCCURRENCE","center","weighted",0.0785
"281","289","IMPACT","center","pooling",0.6471
"282","289","OCCURRENCE","center","pooling",0.5
"283","289","IMPACT","centertogrid","reachedgrid",0.1021
"284","289","OCCURRENCE","centertogrid","reachedgrid",0.0378
"285","289","IMPACT","centertogrid","weighted",0.2173
"286","289","OCCURRENCE","centertogrid","weighted",0.2033
"287","289","IMPACT","centertogrid","pooling",0.6471
"288","289","OCCURRENCE","centertogrid","pooling",0.5294
"289","289","IMPACT","reachedgrid","weighted",0.1926
"290","289","OCCURRENCE","reachedgrid","weighted",0.1843
"291","289","IMPACT","reachedgrid","pooling",0.6959
"292","289","OCCURRENCE","reachedgrid","pooling",0.5268
"293","289","IMPACT","weighted","pooling",0.6792
"294","289","OCCURRENCE","weighted","pooling",0.5534
"295","295","IMPACT","classic","area",0.3064
"296","295","OCCURRENCE","classic","area",0.3064
"297","295","IMPACT","classic","center",0.3425
"298","295","OCCURRENCE","classic","center",0.3288
"299","295","IMPACT","classic","centertogrid",0.1644
"300","295","OCCURRENCE","classic","centertogrid",0.1644
"301","295","IMPACT","classic","reachedgrid",0.1434
"302","295","OCCURRENCE","classic","reachedgrid",0.1181
"303","295","IMPACT","classic","weighted",0.3456
"304","295","OCCURRENCE","classic","weighted",0.2967
"305","295","IMPACT","classic","pooling",0.8767
"306","295","OCCURRENCE","classic","pooling",0.6986
"307","295","IMPACT","area","center",0.1418
"308","295","OCCURRENCE","area","center",0.0618
"309","295","IMPACT","area","centertogrid",0.237
"310","295","OCCURRENCE","area","centertogrid",0.1826
"311","295","IMPACT","area","reachedgrid",0.2082
"312","295","OCCURRENCE","area","reachedgrid",0.2094
"313","295","IMPACT","area","weighted",0.0506
"314","295","OCCURRENCE","area","weighted",0.0209
"315","295","IMPACT","area","pooling",0.6222
"316","295","OCCURRENCE","area","pooling",0.5069
"317","295","IMPACT","center","centertogrid",0.2329
"318","295","OCCURRENCE","center","centertogrid",0.2055
"319","295","IMPACT","center","reachedgrid",0.2206
"320","295","OCCURRENCE","center","reachedgrid",0.2318
"321","295","IMPACT","center","weighted",0.0934
"322","295","OCCURRENCE","center","weighted",0.0742
"323","295","IMPACT","center","pooling",0.5753
"324","295","OCCURRENCE","center","pooling",0.5068
"325","295","IMPACT","centertogrid","reachedgrid",0.1044
"326","295","OCCURRENCE","centertogrid","reachedgrid",0.0674
"327","295","IMPACT","centertogrid","weighted",0.1975
"328","295","OCCURRENCE","centertogrid","weighted",0.1947
"329","295","IMPACT","centertogrid","pooling",0.7123
"330","295","OCCURRENCE","centertogrid","pooling",0.5342
"331","295","IMPACT","reachedgrid","weighted",0.2022
"332","295","OCCURRENCE","reachedgrid","weighted",0.1997
"333","295","IMPACT","reachedgrid","pooling",0.7333
"334","295","OCCURRENCE","reachedgrid","pooling",0.6016
"335","295","IMPACT","weighted","pooling",0.5867
"336","295","OCCURRENCE","weighted","pooling",0.5179
"337","296","IMPACT","classic","area",0.2388
"338","296","OCCURRENCE","classic","area",0.3363
"339","296","IMPACT","classic","center",0.3429
"340","296","OCCURRENCE","classic","center",0.3143
"341","296","IMPACT","classic","centertogrid",0.2286
"342","296","OCCURRENCE","classic","centertogrid",0.2143
"343","296","IMPACT","classic","reachedgrid",0.1244
"344","296","OCCURRENCE","classic","reachedgrid",0.2132
"345","296","IMPACT","classic","weighted",0.2797
"346","296","OCCURRENCE","classic","weighted",0.3228
"347","296","IMPACT","classic","pooling",0.9
"348","296","OCCURRENCE","classic","pooling",0.5143
"349","296","IMPACT","area","center",0.1285
"350","296","OCCURRENCE","area","center",0.0519
"351","296","IMPACT","area","centertogrid",0.2532
"352","296","OCCURRENCE","area","centertogrid",0.1483
"353","296","IMPACT","area","reachedgrid",0.2092
"354","296","OCCURRENCE","area","reachedgrid",0.1784
"355","296","IMPACT","area","weighted",0.0461
"356","296","OCCURRENCE","area","weighted",0.0193
"357","296","IMPACT","area","pooling",0.7309
"358","296","OCCURRENCE","area","pooling",0.517
"359","296","IMPACT","center","centertogrid",0.2429
"360","296","OCCURRENCE","center","centertogrid",0.1714
"361","296","IMPACT","center","reachedgrid",0.2185
"362","296","OCCURRENCE","center","reachedgrid",0.1587
"363","296","IMPACT","center","weighted",0.0855
"364","296","OCCURRENCE","center","weighted",0.0485
"365","296","IMPACT","center","pooling",0.6714
"366","296","OCCURRENCE","center","pooling",0.5429
"367","296","IMPACT","centertogrid","reachedgrid",0.113
"368","296","OCCURRENCE","centertogrid","reachedgrid",0.0418
"369","296","IMPACT","centertogrid","weighted",0.2298
"370","296","OCCURRENCE","centertogrid","weighted",0.1592
"371","296","IMPACT","centertogrid","pooling",0.6714
"372","296","OCCURRENCE","centertogrid","pooling",0.6286
"373","296","IMPACT","reachedgrid","weighted",0.1683
"374","296","OCCURRENCE","reachedgrid","weighted",0.1604
"375","296","IMPACT","reachedgrid","pooling",0.7756
"376","296","OCCURRENCE","reachedgrid","pooling",0.5985
"377","296","IMPACT","weighted","pooling",0.6926
"378","296","OCCURRENCE","weighted","pooling",0.5306
"379","298","IMPACT","classic","area",0.2028
"380","298","OCCURRENCE","classic","area",0.3602
"381","298","IMPACT","classic","center",0.2388
"382","298","OCCURRENCE","classic","center",0.4328
"383","298","IMPACT","classic","centertogrid",0.1671
"384","298","OCCURRENCE","classic","centertogrid",0.2836
"385","298","IMPACT","classic","reachedgrid",0.1109
"386","298","OCCURRENCE","classic","reachedgrid",0.2896
"387","298","IMPACT","classic","weighted",0.2101
"388","298","OCCURRENCE","classic","weighted",0.4026
"389","298","IMPACT","classic","pooling",0.7313
"390","298","OCCURRENCE","classic","pooling",0.5821
"391","298","IMPACT","area","center",0.0718
"392","298","OCCURRENCE","area","center",0.1072
"393","298","IMPACT","area","centertogrid",0.1914
"394","298","OCCURRENCE","area","centertogrid",0.3338
"395","298","IMPACT","area","reachedgrid",0.1551
"396","298","OCCURRENCE","area","reachedgrid",0.2634
"397","298","IMPACT","area","weighted",0.0179
"398","298","OCCURRENCE","area","weighted",0.0473
"399","298","IMPACT","area","pooling",0.573
"400","298","OCCURRENCE","area","pooling",0.5904
"401","298","IMPACT","center","centertogrid",0.197
"402","298","OCCURRENCE","center","centertogrid",0.2985
"403","298","IMPACT","center","reachedgrid",0.1533
"404","298","OCCURRENCE","center","reachedgrid",0.2495
"405","298","IMPACT","center","weighted",0.0672
"406","298","OCCURRENCE","center","weighted",0.0745
"407","298","IMPACT","center","pooling",0.597
"408","298","OCCURRENCE","center","pooling",0.6418
"409","298","IMPACT","centertogrid","reachedgrid",0.0608
"410","298","OCCURRENCE","centertogrid","reachedgrid",0.0704
"411","298","IMPACT","centertogrid","weighted",0.1843
"412","298","OCCURRENCE","centertogrid","weighted",0.3223
"413","298","IMPACT","centertogrid","pooling",0.6667
"414","298","OCCURRENCE","centertogrid","pooling",0.7015
"415","298","IMPACT","reachedgrid","weighted",0.1403
"416","298","OCCURRENCE","reachedgrid","weighted",0.2519
"417","298","IMPACT","reachedgrid","pooling",0.6204
"418","298","OCCURRENCE","reachedgrid","pooling",0.7075
"419","298","IMPACT","weighted","pooling",0.5643
"420","298","OCCURRENCE","weighted","pooling",0.6371
"421","299","IMPACT","classic","area",0.2637
"422","299","OCCURRENCE","classic","area",0.2468
"423","299","IMPACT","classic","center",0.338
"424","299","OCCURRENCE","classic","center",0.2394
"425","299","IMPACT","classic","centertogrid",0.1549
"426","299","OCCURRENCE","classic","centertogrid",0.1549
"427","299","IMPACT","classic","reachedgrid",0.1272
"428","299","OCCURRENCE","classic","reachedgrid",0.1346
"429","299","IMPACT","classic","weighted",0.2972
"430","299","OCCURRENCE","classic","weighted",0.2443
"431","299","IMPACT","classic","pooling",0.5211
"432","299","OCCURRENCE","classic","pooling",0.6479
"433","299","IMPACT","area","center",0.1314
"434","299","OCCURRENCE","area","center",0.0525
"435","299","IMPACT","area","centertogrid",0.2379
"436","299","OCCURRENCE","area","centertogrid",0.1718
"437","299","IMPACT","area","reachedgrid",0.1824
"438","299","OCCURRENCE","area","reachedgrid",0.1532
"439","299","IMPACT","area","weighted",0.0438
"440","299","OCCURRENCE","area","weighted",0.0026
"441","299","IMPACT","area","pooling",0.6205
"442","299","OCCURRENCE","area","pooling",0.549
"443","299","IMPACT","center","centertogrid",0.2113
"444","299","OCCURRENCE","center","centertogrid",0.1972
"445","299","IMPACT","center","reachedgrid",0.2108
"446","299","OCCURRENCE","center","reachedgrid",0.157
"447","299","IMPACT","center","weighted",0.0893
"448","299","OCCURRENCE","center","weighted",0.0524
"449","299","IMPACT","center","pooling",0.5493
"450","299","OCCURRENCE","center","pooling",0.5352
"451","299","IMPACT","centertogrid","reachedgrid",0.1014
"452","299","OCCURRENCE","centertogrid","reachedgrid",0.0401
"453","299","IMPACT","centertogrid","weighted",0.198
"454","299","OCCURRENCE","centertogrid","weighted",0.1741
"455","299","IMPACT","centertogrid","pooling",0.5352
"456","299","OCCURRENCE","centertogrid","pooling",0.507
"457","299","IMPACT","reachedgrid","weighted",0.17
"458","299","OCCURRENCE","reachedgrid","weighted",0.1534
"459","299","IMPACT","reachedgrid","pooling",0.5484
"460","299","OCCURRENCE","reachedgrid","pooling",0.5133
"461","299","IMPACT","weighted","pooling",0.5865
"462","299","OCCURRENCE","weighted","pooling",0.547
"463","300","IMPACT","classic","area",0.2774
"464","300","OCCURRENCE","classic","area",0.2868
"465","300","IMPACT","classic","center",0.3562
"466","300","OCCURRENCE","classic","center",0.3288
"467","300","IMPACT","classic","centertogrid",0.1918
"468","300","OCCURRENCE","classic","centertogrid",0.1096
"469","300","IMPACT","classic","reachedgrid",0.1527
"470","300","OCCURRENCE","classic","reachedgrid",0.1557
"471","300","IMPACT","classic","weighted",0.3214
"472","300","OCCURRENCE","classic","weighted",0.309
"473","300","IMPACT","classic","pooling",0.8904
"474","300","OCCURRENCE","classic","pooling",0.7397
"475","300","IMPACT","area","center",0.1579
"476","300","OCCURRENCE","area","center",0.0849
"477","300","IMPACT","area","centertogrid",0.2287
"478","300","OCCURRENCE","area","centertogrid",0.1872
"479","300","IMPACT","area","reachedgrid",0.1932
"480","300","OCCURRENCE","area","reachedgrid",0.1755
"481","300","IMPACT","area","weighted",0.0583
"482","300","OCCURRENCE","area","weighted",0.0246
"483","300","IMPACT","area","pooling",0.7918
"484","300","OCCURRENCE","area","pooling",0.5296
"485","300","IMPACT","center","centertogrid",0.2466
"486","300","OCCURRENCE","center","centertogrid",0.2192
"487","300","IMPACT","center","reachedgrid",0.222
"488","300","OCCURRENCE","center","reachedgrid",0.1928
"489","300","IMPACT","center","weighted",0.0996
"490","300","OCCURRENCE","center","weighted",0.0672
"491","300","IMPACT","center","pooling",0.726
"492","300","OCCURRENCE","center","pooling",0.5068
"493","300","IMPACT","centertogrid","reachedgrid",0.0842
"494","300","OCCURRENCE","centertogrid","reachedgrid",0.0461
"495","300","IMPACT","centertogrid","weighted",0.2166
"496","300","OCCURRENCE","centertogrid","weighted",0.1994
"497","300","IMPACT","centertogrid","pooling",0.6986
"498","300","OCCURRENCE","centertogrid","pooling",0.6301
"499","300","IMPACT","reachedgrid","weighted",0.1873
"500","300","OCCURRENCE","reachedgrid","weighted",0.1533
"501","300","IMPACT","reachedgrid","pooling",0.7563
"502","300","OCCURRENCE","reachedgrid","pooling",0.584
"503","300","IMPACT","weighted","pooling",0.7572
"504","300","OCCURRENCE","weighted","pooling",0.5107
"505","301","IMPACT","classic","area",0.247
"506","301","OCCURRENCE","classic","area",0.2391
"507","301","IMPACT","classic","center",0.2254
"508","301","OCCURRENCE","classic","center",0.2394
"509","301","IMPACT","classic","centertogrid",0.0845
"510","301","OCCURRENCE","classic","centertogrid",0.138
"511","301","IMPACT","classic","reachedgrid",0.1249
"512","301","OCCURRENCE","classic","reachedgrid",0.0788
"513","301","IMPACT","classic","weighted",0.224
"514","301","OCCURRENCE","classic","weighted",0.2544
"515","301","IMPACT","classic","pooling",0.507
"516","301","OCCURRENCE","classic","pooling",0.6479
"517","301","IMPACT","area","center",0.102
"518","301","OCCURRENCE","area","center",0.0719
"519","301","IMPACT","area","centertogrid",0.2047
"520","301","OCCURRENCE","area","centertogrid",0.2037
"521","301","IMPACT","area","reachedgrid",0.1634
"522","301","OCCURRENCE","area","reachedgrid",0.1603
"523","301","IMPACT","area","weighted",0.0295
"524","301","OCCURRENCE","area","weighted",0.0226
"525","301","IMPACT","area","pooling",0.5556
"526","301","OCCURRENCE","area","pooling",0.5219
"527","301","IMPACT","center","centertogrid",0.1972
"528","301","OCCURRENCE","center","centertogrid",0.2101
"529","301","IMPACT","center","reachedgrid",0.1953
"530","301","OCCURRENCE","center","reachedgrid",0.1657
"531","301","IMPACT","center","weighted",0.0747
"532","301","OCCURRENCE","center","weighted",0.0533
"533","301","IMPACT","center","pooling",0.5352
"534","301","OCCURRENCE","center","pooling",0.507
"535","301","IMPACT","centertogrid","reachedgrid",0.0826
"536","301","OCCURRENCE","centertogrid","reachedgrid",0.0683
"537","301","IMPACT","centertogrid","weighted",0.1935
"538","301","OCCURRENCE","centertogrid","weighted",0.2065
"539","301","IMPACT","centertogrid","pooling",0.5493
"540","301","OCCURRENCE","centertogrid","pooling",0.6
"541","301","IMPACT","reachedgrid","weighted",0.1861
"542","301","OCCURRENCE","reachedgrid","weighted",0.1756
"543","301","IMPACT","reachedgrid","pooling",0.5419
"544","301","OCCURRENCE","reachedgrid","pooling",0.5691
"545","301","IMPACT","weighted","pooling",0.5745
"546","301","OCCURRENCE","weighted","pooling",0.5321
"547","302","IMPACT","classic","area",0.2599
"548","302","OCCURRENCE","classic","area",0.2665
"549","302","IMPACT","classic","center",0.2958
"550","302","OCCURRENCE","classic","center",0.3099
