"","scenario","type","method1","method2","distance"
"551","302","IMPACT","classic","centertogrid",0.1268
"552","302","OCCURRENCE","classic","centertogrid",0.1831
"553","302","IMPACT","classic","reachedgrid",0.1171
"554","302","OCCURRENCE","classic","reachedgrid",0.1565
"555","302","IMPACT","classic","weighted",0.284
"556","302","OCCURRENCE","classic","weighted",0.2765
"557","302","IMPACT","classic","pooling",0.5634
"558","302","OCCURRENCE","classic","pooling",0.6056
"559","302","IMPACT","area","center",0.0704
"560","302","OCCURRENCE","area","center",0.0666
"561","302","IMPACT","area","centertogrid",0.1658
"562","302","OCCURRENCE","area","centertogrid",0.2122
"563","302","IMPACT","area","reachedgrid",0.1552
"564","302","OCCURRENCE","area","reachedgrid",0.1565
"565","302","IMPACT","area","weighted",0.0253
"566","302","OCCURRENCE","area","weighted",0.0192
"567","302","IMPACT","area","pooling",0.5082
"568","302","OCCURRENCE","area","pooling",0.5124
"569","302","IMPACT","center","centertogrid",0.169
"570","302","OCCURRENCE","center","centertogrid",0.2535
"571","302","IMPACT","center","reachedgrid",0.1834
"572","302","OCCURRENCE","center","reachedgrid",0.2106
"573","302","IMPACT","center","weighted",0.0571
"574","302","OCCURRENCE","center","weighted",0.0571
"575","302","IMPACT","center","pooling",0.5352
"576","302","OCCURRENCE","center","pooling",0.5634
"577","302","IMPACT","centertogrid","reachedgrid",0.0607
"578","302","OCCURRENCE","centertogrid","reachedgrid",0.0556
"579","302","IMPACT","centertogrid","weighted",0.1573
"580","302","OCCURRENCE","centertogrid","weighted",0.2095
"581","302","IMPACT","centertogrid","pooling",0.5352
"582","302","OCCURRENCE","centertogrid","pooling",0.5775
"583","302","IMPACT","reachedgrid","weighted",0.1805
"584","302","OCCURRENCE","reachedgrid","weighted",0.1724
"585","302","IMPACT","reachedgrid","pooling",0.5068
"586","302","OCCURRENCE","reachedgrid","pooling",0.5508
"587","302","IMPACT","weighted","pooling",0.5311
"588","302","OCCURRENCE","weighted","pooling",0.5295
"589","303","IMPACT","classic","area",0.2731
"590","303","OCCURRENCE","classic","area",0.2063
"591","303","IMPACT","classic","center",0.3014
"592","303","OCCURRENCE","classic","center",0.2055
"593","303","IMPACT","classic","centertogrid",0.0548
"594","303","OCCURRENCE","classic","centertogrid",0.1233
"595","303","IMPACT","classic","reachedgrid",0.1037
"596","303","OCCURRENCE","classic","reachedgrid",0.0711
"597","303","IMPACT","classic","weighted",0.2249
"598","303","OCCURRENCE","classic","weighted",0.2079
"599","303","IMPACT","classic","pooling",0.6849
"600","303","OCCURRENCE","classic","pooling",0.6301
"601","303","IMPACT","area","center",0.1617
"602","303","OCCURRENCE","area","center",0.0587
"603","303","IMPACT","area","centertogrid",0.2594
"604","303","OCCURRENCE","area","centertogrid",0.1571
"605","303","IMPACT","area","reachedgrid",0.2082
"606","303","OCCURRENCE","area","reachedgrid",0.1406
"607","303","IMPACT","area","weighted",0.0705
"608","303","OCCURRENCE","area","weighted",0.0074
"609","303","IMPACT","area","pooling",0.724
"610","303","OCCURRENCE","area","pooling",0.5308
"611","303","IMPACT","center","centertogrid",0.2603
"612","303","OCCURRENCE","center","centertogrid",0.1644
"613","303","IMPACT","center","reachedgrid",0.2916
"614","303","OCCURRENCE","center","reachedgrid",0.1398
"615","303","IMPACT","center","weighted",0.0934
"616","303","OCCURRENCE","center","weighted",0.0553
"617","303","IMPACT","center","pooling",0.6712
"618","303","OCCURRENCE","center","pooling",0.5616
"619","303","IMPACT","centertogrid","reachedgrid",0.09
"620","303","OCCURRENCE","centertogrid","reachedgrid",0.0576
"621","303","IMPACT","centertogrid","weighted",0.2339
"622","303","OCCURRENCE","centertogrid","weighted",0.152
"623","303","IMPACT","centertogrid","pooling",0.6301
"624","303","OCCURRENCE","centertogrid","pooling",0.5753
"625","303","IMPACT","reachedgrid","weighted",0.2151
"626","303","OCCURRENCE","reachedgrid","weighted",0.1422
"627","303","IMPACT","reachedgrid","pooling",0.6752
"628","303","OCCURRENCE","reachedgrid","pooling",0.5591
"629","303","IMPACT","weighted","pooling",0.6763
"630","303","OCCURRENCE","weighted","pooling",0.534
"631","304","IMPACT","classic","area",0.2865
"632","304","OCCURRENCE","classic","area",0.3143
"633","304","IMPACT","classic","center",0.3099
"634","304","OCCURRENCE","classic","center",0.3099
"635","304","IMPACT","classic","centertogrid",0.1724
"636","304","OCCURRENCE","classic","centertogrid",0.1763
"637","304","IMPACT","classic","reachedgrid",0.1447
"638","304","OCCURRENCE","classic","reachedgrid",0.1986
"639","304","IMPACT","classic","weighted",0.2699
"640","304","OCCURRENCE","classic","weighted",0.3111
"641","304","IMPACT","classic","pooling",0.507
"642","304","OCCURRENCE","classic","pooling",0.662
"643","304","IMPACT","area","center",0.0831
"644","304","OCCURRENCE","area","center",0.0592
"645","304","IMPACT","area","centertogrid",0.2279
"646","304","OCCURRENCE","area","centertogrid",0.1835
"647","304","IMPACT","area","reachedgrid",0.1791
"648","304","OCCURRENCE","area","reachedgrid",0.1663
"649","304","IMPACT","area","weighted",0.0213
"650","304","OCCURRENCE","area","weighted",0.0037
"651","304","IMPACT","area","pooling",0.607
"652","304","OCCURRENCE","area","pooling",0.5059
"653","304","IMPACT","center","centertogrid",0.2006
"654","304","OCCURRENCE","center","centertogrid",0.2145
"655","304","IMPACT","center","reachedgrid",0.1911
"656","304","OCCURRENCE","center","reachedgrid",0.1973
"657","304","IMPACT","center","weighted",0.0685
"658","304","OCCURRENCE","center","weighted",0.0587
"659","304","IMPACT","center","pooling",0.5493
"660","304","OCCURRENCE","center","pooling",0.5211
"661","304","IMPACT","centertogrid","reachedgrid",0.0861
"662","304","OCCURRENCE","centertogrid","reachedgrid",0.0223
"663","304","IMPACT","centertogrid","weighted",0.2114
"664","304","OCCURRENCE","centertogrid","weighted",0.1858
"665","304","IMPACT","centertogrid","pooling",0.5286
"666","304","OCCURRENCE","centertogrid","pooling",0.5143
"667","304","IMPACT","reachedgrid","weighted",0.1592
"668","304","OCCURRENCE","reachedgrid","weighted",0.1686
"669","304","IMPACT","reachedgrid","pooling",0.5
"670","304","OCCURRENCE","reachedgrid","pooling",0.5366
"671","304","IMPACT","weighted","pooling",0.5859
"672","304","OCCURRENCE","weighted","pooling",0.5043
"673","305","IMPACT","classic","area",0.2964
"674","305","OCCURRENCE","classic","area",0.3643
"675","305","IMPACT","classic","center",0.3056
"676","305","OCCURRENCE","classic","center",0.4306
"677","305","IMPACT","classic","centertogrid",0.1111
"678","305","OCCURRENCE","classic","centertogrid",0.25
"679","305","IMPACT","classic","reachedgrid",0.1522
"680","305","OCCURRENCE","classic","reachedgrid",0.2398
"681","305","IMPACT","classic","weighted",0.2541
"682","305","OCCURRENCE","classic","weighted",0.3764
"683","305","IMPACT","classic","pooling",0.7639
"684","305","OCCURRENCE","classic","pooling",0.8194
"685","305","IMPACT","area","center",0.1101
"686","305","OCCURRENCE","area","center",0.0712
"687","305","IMPACT","area","centertogrid",0.2241
"688","305","OCCURRENCE","area","centertogrid",0.3019
"689","305","IMPACT","area","reachedgrid",0.1655
"690","305","OCCURRENCE","area","reachedgrid",0.2241
"691","305","IMPACT","area","weighted",0.0436
"692","305","OCCURRENCE","area","weighted",0.0134
"693","305","IMPACT","area","pooling",0.6005
"694","305","OCCURRENCE","area","pooling",0.5201
"695","305","IMPACT","center","centertogrid",0.2361
"696","305","OCCURRENCE","center","centertogrid",0.3472
"697","305","IMPACT","center","reachedgrid",0.2531
"698","305","OCCURRENCE","center","reachedgrid",0.2904
"699","305","IMPACT","center","weighted",0.0752
"700","305","OCCURRENCE","center","weighted",0.0655
"701","305","IMPACT","center","pooling",0.5139
"702","305","OCCURRENCE","center","pooling",0.5694
"703","305","IMPACT","centertogrid","reachedgrid",0.0586
"704","305","OCCURRENCE","centertogrid","reachedgrid",0.1098
"705","305","IMPACT","centertogrid","weighted",0.2055
"706","305","OCCURRENCE","centertogrid","weighted",0.2992
"707","305","IMPACT","centertogrid","pooling",0.6528
"708","305","OCCURRENCE","centertogrid","pooling",0.5694
"709","305","IMPACT","reachedgrid","weighted",0.1892
"710","305","OCCURRENCE","reachedgrid","weighted",0.2362
"711","305","IMPACT","reachedgrid","pooling",0.7114
"712","305","OCCURRENCE","reachedgrid","pooling",0.6792
"713","305","IMPACT","weighted","pooling",0.56
"714","305","OCCURRENCE","weighted","pooling",0.5323
"715","306","IMPACT","classic","area",0.2885
"716","306","OCCURRENCE","classic","area",0.3914
"717","306","IMPACT","classic","center",0.3582
"718","306","OCCURRENCE","classic","center",0.403
"719","306","IMPACT","classic","centertogrid",0.1642
"720","306","OCCURRENCE","classic","centertogrid",0.194
"721","306","IMPACT","classic","reachedgrid",0.1585
"722","306","OCCURRENCE","classic","reachedgrid",0.2221
"723","306","IMPACT","classic","weighted",0.3002
"724","306","OCCURRENCE","classic","weighted",0.4185
"725","306","IMPACT","classic","pooling",0.7612
"726","306","OCCURRENCE","classic","pooling",0.6119
"727","306","IMPACT","area","center",0.1597
"728","306","OCCURRENCE","area","center",0.0502
"729","306","IMPACT","area","centertogrid",0.2712
"730","306","OCCURRENCE","area","centertogrid",0.1973
"731","306","IMPACT","area","reachedgrid",0.1833
"732","306","OCCURRENCE","area","reachedgrid",0.209
"733","306","IMPACT","area","weighted",0.0698
"734","306","OCCURRENCE","area","weighted",0.0285
"735","306","IMPACT","area","pooling",0.6815
"736","306","OCCURRENCE","area","pooling",0.6502
"737","306","IMPACT","center","centertogrid",0.2985
"738","306","OCCURRENCE","center","centertogrid",0.209
"739","306","IMPACT","center","reachedgrid",0.2819
"740","306","OCCURRENCE","center","reachedgrid",0.237
"741","306","IMPACT","center","weighted",0.0912
"742","306","OCCURRENCE","center","weighted",0.05
"743","306","IMPACT","center","pooling",0.5821
"744","306","OCCURRENCE","center","pooling",0.6567
"745","306","IMPACT","centertogrid","reachedgrid",0.0879
"746","306","OCCURRENCE","centertogrid","reachedgrid",0.0281
"747","306","IMPACT","centertogrid","weighted",0.2422
"748","306","OCCURRENCE","centertogrid","weighted",0.2245
"749","306","IMPACT","centertogrid","pooling",0.597
"750","306","OCCURRENCE","centertogrid","pooling",0.5821
"751","306","IMPACT","reachedgrid","weighted",0.2239
"752","306","OCCURRENCE","reachedgrid","weighted",0.1964
"753","306","IMPACT","reachedgrid","pooling",0.6849
"754","306","OCCURRENCE","reachedgrid","pooling",0.6102
"755","306","IMPACT","weighted","pooling",0.6223
"756","306","OCCURRENCE","weighted","pooling",0.6725
"757","307","IMPACT","classic","area",0.2973
"758","307","OCCURRENCE","classic","area",0.2357
"759","307","IMPACT","classic","center",0.338
"760","307","OCCURRENCE","classic","center",0.2817
"761","307","IMPACT","classic","centertogrid",0.1549
"762","307","OCCURRENCE","classic","centertogrid",0.0845
"763","307","IMPACT","classic","reachedgrid",0.1383
"764","307","OCCURRENCE","classic","reachedgrid",0.0814
"765","307","IMPACT","classic","weighted",0.3346
"766","307","OCCURRENCE","classic","weighted",0.2471
"767","307","IMPACT","classic","pooling",0.5211
"768","307","OCCURRENCE","classic","pooling",0.7887
"769","307","IMPACT","area","center",0.0992
"770","307","OCCURRENCE","area","center",0.0826
"771","307","IMPACT","area","centertogrid",0.2195
"772","307","OCCURRENCE","area","centertogrid",0.2369
"773","307","IMPACT","area","reachedgrid",0.1853
"774","307","OCCURRENCE","area","reachedgrid",0.2053
"775","307","IMPACT","area","weighted",0.0533
"776","307","OCCURRENCE","area","weighted",0.0128
"777","307","IMPACT","area","pooling",0.5478
"778","307","OCCURRENCE","area","pooling",0.5591
"779","307","IMPACT","center","centertogrid",0.2113
"780","307","OCCURRENCE","center","centertogrid",0.2394
"781","307","IMPACT","center","reachedgrid",0.2173
"782","307","OCCURRENCE","center","reachedgrid",0.2003
"783","307","IMPACT","center","weighted",0.0608
"784","307","OCCURRENCE","center","weighted",0.0702
"785","307","IMPACT","center","pooling",0.6056
"786","307","OCCURRENCE","center","pooling",0.5493
"787","307","IMPACT","centertogrid","reachedgrid",0.0884
"788","307","OCCURRENCE","centertogrid","reachedgrid",0.0392
"789","307","IMPACT","centertogrid","weighted",0.1819
"790","307","OCCURRENCE","centertogrid","weighted",0.2254
"791","307","IMPACT","centertogrid","pooling",0.6197
"792","307","OCCURRENCE","centertogrid","pooling",0.7465
"793","307","IMPACT","reachedgrid","weighted",0.2042
"794","307","OCCURRENCE","reachedgrid","weighted",0.1938
"795","307","IMPACT","reachedgrid","pooling",0.5855
"796","307","OCCURRENCE","reachedgrid","pooling",0.7073
"797","307","IMPACT","weighted","pooling",0.5938
"798","307","OCCURRENCE","weighted","pooling",0.5478
"799","308","IMPACT","classic","area",0.3034
"800","308","OCCURRENCE","classic","area",0.2458
"801","308","IMPACT","classic","center",0.2879
"802","308","OCCURRENCE","classic","center",0.2576
"803","308","IMPACT","classic","centertogrid",0.1667
"804","308","OCCURRENCE","classic","centertogrid",0.1364
"805","308","IMPACT","classic","reachedgrid",0.163
"806","308","OCCURRENCE","classic","reachedgrid",0.1025
"807","308","IMPACT","classic","weighted",0.2853
"808","308","OCCURRENCE","classic","weighted",0.2499
"809","308","IMPACT","classic","pooling",0.5303
"810","308","OCCURRENCE","classic","pooling",0.5758
"811","308","IMPACT","area","center",0.1024
"812","308","OCCURRENCE","area","center",0.0819
"813","308","IMPACT","area","centertogrid",0.1945
"814","308","OCCURRENCE","area","centertogrid",0.2505
"815","308","IMPACT","area","reachedgrid",0.1404
"816","308","OCCURRENCE","area","reachedgrid",0.1582
"817","308","IMPACT","area","weighted",0.028
"818","308","OCCURRENCE","area","weighted",0.0156
"819","308","IMPACT","area","pooling",0.6344
"820","308","OCCURRENCE","area","pooling",0.5413
"821","308","IMPACT","center","centertogrid",0.2576
"822","308","OCCURRENCE","center","centertogrid",0.303
"823","308","IMPACT","center","reachedgrid",0.1821
"824","308","OCCURRENCE","center","reachedgrid",0.2108
"825","308","IMPACT","center","weighted",0.0844
"826","308","OCCURRENCE","center","weighted",0.0692
"827","308","IMPACT","center","pooling",0.5455
"828","308","OCCURRENCE","center","pooling",0.5606
"829","308","IMPACT","centertogrid","reachedgrid",0.0869
"830","308","OCCURRENCE","centertogrid","reachedgrid",0.0923
"831","308","IMPACT","centertogrid","weighted",0.1846
"832","308","OCCURRENCE","centertogrid","weighted",0.2473
"833","308","IMPACT","centertogrid","pooling",0.5152
"834","308","OCCURRENCE","centertogrid","pooling",0.5606
"835","308","IMPACT","reachedgrid","weighted",0.1533
"836","308","OCCURRENCE","reachedgrid","weighted",0.155
"837","308","IMPACT","reachedgrid","pooling",0.5442
"838","308","OCCURRENCE","reachedgrid","pooling",0.5268
"839","308","IMPACT","weighted","pooling",0.6081
"840","308","OCCURRENCE","weighted","pooling",0.5508
"841","310","IMPACT","classic","area",0.2702
"842","310","OCCURRENCE","classic","area",0.3274
"843","310","IMPACT","classic","center",0.2239
"844","310","OCCURRENCE","classic","center",0.3731
"845","310","IMPACT","classic","centertogrid",0.1045
"846","310","OCCURRENCE","classic","centertogrid",0.2239
"847","310","IMPACT","classic","reachedgrid",0.1321
"848","310","OCCURRENCE","classic","reachedgrid",0.0971
"849","310","IMPACT","classic","weighted",0.2253
"850","310","OCCURRENCE","classic","weighted",0.364
"851","310","IMPACT","classic","pooling",0.7015
"852","310","OCCURRENCE","classic","pooling",0.6119
"853","310","IMPACT","area","center",0.1123
"854","310","OCCURRENCE","area","center",0.1083
"855","310","IMPACT","area","centertogrid",0.2586
"856","310","OCCURRENCE","area","centertogrid",0.3775
"857","310","IMPACT","area","reachedgrid",0.1702
"858","310","OCCURRENCE","area","reachedgrid",0.2507
"859","310","IMPACT","area","weighted",0.0456
"860","310","OCCURRENCE","area","weighted",0.0378
"861","310","IMPACT","area","pooling",0.6156
"862","310","OCCURRENCE","area","pooling",0.5338
"863","310","IMPACT","center","centertogrid",0.2537
"864","310","OCCURRENCE","center","centertogrid",0.3582
"865","310","IMPACT","center","reachedgrid",0.2377
"866","310","OCCURRENCE","center","reachedgrid",0.276
"867","310","IMPACT","center","weighted",0.0709
"868","310","OCCURRENCE","center","weighted",0.0787
"869","310","IMPACT","center","pooling",0.5373
"870","310","OCCURRENCE","center","pooling",0.6269
"871","310","IMPACT","centertogrid","reachedgrid",0.0885
"872","310","OCCURRENCE","centertogrid","reachedgrid",0.1268
"873","310","IMPACT","centertogrid","weighted",0.2385
"874","310","OCCURRENCE","centertogrid","weighted",0.3597
"875","310","IMPACT","centertogrid","pooling",0.6269
"876","310","OCCURRENCE","centertogrid","pooling",0.6119
"877","310","IMPACT","reachedgrid","weighted",0.1889
"878","310","OCCURRENCE","reachedgrid","weighted",0.2669
"879","310","IMPACT","reachedgrid","pooling",0.7153
"880","310","OCCURRENCE","reachedgrid","pooling",0.5149
"881","310","IMPACT","weighted","pooling",0.5705
"882","310","OCCURRENCE","weighted","pooling",0.5694
"883","311","IMPACT","classic","area",0.3303
"884","311","OCCURRENCE","classic","area",0.1852
"885","311","IMPACT","classic","center",0.3088
"886","311","OCCURRENCE","classic","center",0.2206
"887","311","IMPACT","classic","centertogrid",0.0735
"888","311","OCCURRENCE","classic","centertogrid",0.0882
"889","311","IMPACT","classic","reachedgrid",0.1684
"890","311","OCCURRENCE","classic","reachedgrid",0.0559
"891","311","IMPACT","classic","weighted",0.2892
"892","311","OCCURRENCE","classic","weighted",0.2066
"893","311","IMPACT","classic","pooling",0.5147
"894","311","OCCURRENCE","classic","pooling",0.5441
"895","311","IMPACT","area","center",0.1994
"896","311","OCCURRENCE","area","center",0.1006
"897","311","IMPACT","area","centertogrid",0.4038
"898","311","OCCURRENCE","area","centertogrid",0.2189
"899","311","IMPACT","area","reachedgrid",0.1888
"900","311","OCCURRENCE","area","reachedgrid",0.2087
"901","311","IMPACT","area","weighted",0.0859
"902","311","OCCURRENCE","area","weighted",0.0228
"903","311","IMPACT","area","pooling",0.6396
"904","311","OCCURRENCE","area","pooling",0.5265
"905","311","IMPACT","center","centertogrid",0.3824
"906","311","OCCURRENCE","center","centertogrid",0.2353
"907","311","IMPACT","center","reachedgrid",0.3179
"908","311","OCCURRENCE","center","reachedgrid",0.2064
"909","311","IMPACT","center","weighted",0.1191
"910","311","OCCURRENCE","center","weighted",0.0782
"911","311","IMPACT","center","pooling",0.5147
"912","311","OCCURRENCE","center","pooling",0.5441
"913","311","IMPACT","centertogrid","reachedgrid",0.215
"914","311","OCCURRENCE","centertogrid","reachedgrid",0.074
"915","311","IMPACT","centertogrid","weighted",0.3627
"916","311","OCCURRENCE","centertogrid","weighted",0.2122
"917","311","IMPACT","centertogrid","pooling",0.5882
"918","311","OCCURRENCE","centertogrid","pooling",0.6029
"919","311","IMPACT","reachedgrid","weighted",0.2571
"920","311","OCCURRENCE","reachedgrid","weighted",0.1864
"921","311","IMPACT","reachedgrid","pooling",0.6268
"922","311","OCCURRENCE","reachedgrid","pooling",0.6
"923","311","IMPACT","weighted","pooling",0.5645
"924","311","OCCURRENCE","weighted","pooling",0.5038
"925","312","IMPACT","classic","area",0.3378
"926","312","OCCURRENCE","classic","area",0.3021
"927","312","IMPACT","classic","center",0.3
"928","312","OCCURRENCE","classic","center",0.3167
"929","312","IMPACT","classic","centertogrid",0.1667
"930","312","OCCURRENCE","classic","centertogrid",0.1833
"931","312","IMPACT","classic","reachedgrid",0.2179
"932","312","OCCURRENCE","classic","reachedgrid",0.168
"933","312","IMPACT","classic","weighted",0.3116
"934","312","OCCURRENCE","classic","weighted",0.3256
"935","312","IMPACT","classic","pooling",0.8833
"936","312","OCCURRENCE","classic","pooling",0.6333
"937","312","IMPACT","area","center",0.1124
"938","312","OCCURRENCE","area","center",0.0805
"939","312","IMPACT","area","centertogrid",0.1961
"940","312","OCCURRENCE","area","centertogrid",0.1773
"941","312","IMPACT","area","reachedgrid",0.1808
"942","312","OCCURRENCE","area","reachedgrid",0.1659
"943","312","IMPACT","area","weighted",0.0285
"944","312","OCCURRENCE","area","weighted",0.0254
"945","312","IMPACT","area","pooling",0.7053
"946","312","OCCURRENCE","area","pooling",0.5451
"947","312","IMPACT","center","centertogrid",0.2333
"948","312","OCCURRENCE","center","centertogrid",0.2167
"949","312","IMPACT","center","reachedgrid",0.2297
"950","312","OCCURRENCE","center","reachedgrid",0.1678
"951","312","IMPACT","center","weighted",0.0864
"952","312","OCCURRENCE","center","weighted",0.0596
"953","312","IMPACT","center","pooling",0.6667
"954","312","OCCURRENCE","center","pooling",0.5667
"955","312","IMPACT","centertogrid","reachedgrid",0.0963
"956","312","OCCURRENCE","centertogrid","reachedgrid",0.0512
"957","312","IMPACT","centertogrid","weighted",0.1835
"958","312","OCCURRENCE","centertogrid","weighted",0.1788
"959","312","IMPACT","centertogrid","pooling",0.7167
"960","312","OCCURRENCE","centertogrid","pooling",0.55
"961","312","IMPACT","reachedgrid","weighted",0.1536
"962","312","OCCURRENCE","reachedgrid","weighted",0.1773
"963","312","IMPACT","reachedgrid","pooling",0.813
"964","312","OCCURRENCE","reachedgrid","pooling",0.5347
"965","312","IMPACT","weighted","pooling",0.6782
"966","312","OCCURRENCE","weighted","pooling",0.5639
"967","313","IMPACT","classic","area",0.3393
"968","313","OCCURRENCE","classic","area",0.3061
"969","313","IMPACT","classic","center",0.2609
"970","313","OCCURRENCE","classic","center",0.3188
"971","313","IMPACT","classic","centertogrid",0.1059
"972","313","OCCURRENCE","classic","centertogrid",0.2174
"973","313","IMPACT","classic","reachedgrid",0.1755
"974","313","OCCURRENCE","classic","reachedgrid",0.2159
"975","313","IMPACT","classic","weighted",0.2923
"976","313","OCCURRENCE","classic","weighted",0.3063
"977","313","IMPACT","classic","pooling",0.7971
"978","313","OCCURRENCE","classic","pooling",0.7826
"979","313","IMPACT","area","center",0.1399
"980","313","OCCURRENCE","area","center",0.0844
"981","313","IMPACT","area","centertogrid",0.2334
"982","313","OCCURRENCE","area","centertogrid",0.1826
"983","313","IMPACT","area","reachedgrid",0.1768
"984","313","OCCURRENCE","area","reachedgrid",0.1475
"985","313","IMPACT","area","weighted",0.0526
"986","313","OCCURRENCE","area","weighted",0.0055
"987","313","IMPACT","area","pooling",0.5143
"988","313","OCCURRENCE","area","pooling",0.5159
"989","313","IMPACT","center","centertogrid",0.2127
"990","313","OCCURRENCE","center","centertogrid",0.1884
"991","313","IMPACT","center","reachedgrid",0.2389
"992","313","OCCURRENCE","center","reachedgrid",0.15
"993","313","IMPACT","center","weighted",0.0892
"994","313","OCCURRENCE","center","weighted",0.0804
"995","313","IMPACT","center","pooling",0.5942
"996","313","OCCURRENCE","center","pooling",0.5072
"997","313","IMPACT","centertogrid","reachedgrid",0.0696
"998","313","OCCURRENCE","centertogrid","reachedgrid",0.0757
"999","313","IMPACT","centertogrid","weighted",0.1864
"1000","313","OCCURRENCE","centertogrid","weighted",0.1824
"1001","313","IMPACT","centertogrid","pooling",0.6912
"1002","313","OCCURRENCE","centertogrid","pooling",0.5652
"1003","313","IMPACT","reachedgrid","weighted",0.2034
"1004","313","OCCURRENCE","reachedgrid","weighted",0.1472
"1005","313","IMPACT","reachedgrid","pooling",0.6216
"1006","313","OCCURRENCE","reachedgrid","pooling",0.5667
"1007","313","IMPACT","weighted","pooling",0.5343
"1008","313","OCCURRENCE","weighted","pooling",0.5158
"1009","314","IMPACT","classic","area",0.2618
"1010","314","OCCURRENCE","classic","area",0.2928
"1011","314","IMPACT","classic","center",0.3115
"1012","314","OCCURRENCE","classic","center",0.2787
"1013","314","IMPACT","classic","centertogrid",0.1311
"1014","314","OCCURRENCE","classic","centertogrid",0.1311
"1015","314","IMPACT","classic","reachedgrid",0.1199
"1016","314","OCCURRENCE","classic","reachedgrid",0.1173
"1017","314","IMPACT","classic","weighted",0.289
"1018","314","OCCURRENCE","classic","weighted",0.2978
"1019","314","IMPACT","classic","pooling",0.6393
"1020","314","OCCURRENCE","classic","pooling",0.7377
"1021","314","IMPACT","area","center",0.1123
"1022","314","OCCURRENCE","area","center",0.0734
"1023","314","IMPACT","area","centertogrid",0.2098
"1024","314","OCCURRENCE","area","centertogrid",0.2267
"1025","314","IMPACT","area","reachedgrid",0.1604
"1026","314","OCCURRENCE","area","reachedgrid",0.1754
"1027","314","IMPACT","area","weighted",0.0274
"1028","314","OCCURRENCE","area","weighted",0.0076
"1029","314","IMPACT","area","pooling",0.5925
"1030","314","OCCURRENCE","area","pooling",0.5646
"1031","314","IMPACT","center","centertogrid",0.1967
"1032","314","OCCURRENCE","center","centertogrid",0.2459
"1033","314","IMPACT","center","reachedgrid",0.2015
"1034","314","OCCURRENCE","center","reachedgrid",0.1723
"1035","314","IMPACT","center","weighted",0.0867
"1036","314","OCCURRENCE","center","weighted",0.0671
"1037","314","IMPACT","center","pooling",0.5574
"1038","314","OCCURRENCE","center","pooling",0.5246
"1039","314","IMPACT","centertogrid","reachedgrid",0.0714
"1040","314","OCCURRENCE","centertogrid","reachedgrid",0.0739
"1041","314","IMPACT","centertogrid","weighted",0.1825
"1042","314","OCCURRENCE","centertogrid","weighted",0.2216
"1043","314","IMPACT","centertogrid","pooling",0.5082
"1044","314","OCCURRENCE","centertogrid","pooling",0.6066
"1045","314","IMPACT","reachedgrid","weighted",0.1791
"1046","314","OCCURRENCE","reachedgrid","weighted",0.1805
"1047","314","IMPACT","reachedgrid","pooling",0.5294
"1048","314","OCCURRENCE","reachedgrid","pooling",0.6204
"1049","314","IMPACT","weighted","pooling",0.5758
"1050","314","OCCURRENCE","weighted","pooling",0.5594
"1051","315","IMPACT","classic","area",0.237
"1052","315","OCCURRENCE","classic","area",0.2157
"1053","315","IMPACT","classic","center",0.3077
"1054","315","OCCURRENCE","classic","center",0.2769
"1055","315","IMPACT","classic","centertogrid",0.0923
"1056","315","OCCURRENCE","classic","centertogrid",0.1692
"1057","315","IMPACT","classic","reachedgrid",0.1029
"1058","315","OCCURRENCE","classic","reachedgrid",0.086
"1059","315","IMPACT","classic","weighted",0.26
"1060","315","OCCURRENCE","classic","weighted",0.2371
"1061","315","IMPACT","classic","pooling",0.5846
"1062","315","OCCURRENCE","classic","pooling",0.8
"1063","315","IMPACT","area","center",0.1517
"1064","315","OCCURRENCE","area","center",0.1013
"1065","315","IMPACT","area","centertogrid",0.2205
"1066","315","OCCURRENCE","area","centertogrid",0.2937
"1067","315","IMPACT","area","reachedgrid",0.195
"1068","315","OCCURRENCE","area","reachedgrid",0.1972
"1069","315","IMPACT","area","weighted",0.0284
"1070","315","OCCURRENCE","area","weighted",0.0229
"1071","315","IMPACT","area","pooling",0.5354
"1072","315","OCCURRENCE","area","pooling",0.5934
"1073","315","IMPACT","center","centertogrid",0.2308
"1074","315","OCCURRENCE","center","centertogrid",0.3077
"1075","315","IMPACT","center","reachedgrid",0.2297
"1076","315","OCCURRENCE","center","reachedgrid",0.2112
"1077","315","IMPACT","center","weighted",0.1263
"1078","315","OCCURRENCE","center","weighted",0.0816
"1079","315","IMPACT","center","pooling",0.5385
"1080","315","OCCURRENCE","center","pooling",0.5385
"1081","315","IMPACT","centertogrid","reachedgrid",0.0809
"1082","315","OCCURRENCE","centertogrid","reachedgrid",0.0965
"1083","315","IMPACT","centertogrid","weighted",0.2078
"1084","315","OCCURRENCE","centertogrid","weighted",0.2883
"1085","315","IMPACT","centertogrid","pooling",0.5077
"1086","315","OCCURRENCE","centertogrid","pooling",0.6308
"1087","315","IMPACT","reachedgrid","weighted",0.1935
"1088","315","OCCURRENCE","reachedgrid","weighted",0.1918
"1089","315","IMPACT","reachedgrid","pooling",0.5066
"1090","315","OCCURRENCE","reachedgrid","pooling",0.7273
"1091","315","IMPACT","weighted","pooling",0.5526
"1092","315","OCCURRENCE","weighted","pooling",0.572
"1093","316","IMPACT","classic","area",0.3588
"1094","316","OCCURRENCE","classic","area",0.3205
"1095","316","IMPACT","classic","center",0.254
"1096","316","OCCURRENCE","classic","center",0.2698
