"","scenario","type","method1","method2","distance","pValue"
"147","323","IMPACT","area","weighted",NA,0.395428653812206
"148","323","OCCURRENCE","area","weighted",NA,0.488286204456325
"149","323","IMPACT","center","weighted",NA,0.649539512723792
"150","323","OCCURRENCE","center","weighted",NA,0.654178454117232
"151","323","IMPACT","centertogrid","weighted",NA,0.0299616543607004
"152","323","OCCURRENCE","centertogrid","weighted",NA,0.0776876419653545
"153","323","IMPACT","reachedgrid","weighted",NA,0.0108586932698268
"154","323","OCCURRENCE","reachedgrid","weighted",NA,0.0345674407088097
"155","323","IMPACT","pooling","weighted",NA,2.52884824192279e-14
"156","323","OCCURRENCE","pooling","weighted",NA,3.86010112762847e-15
"157","325","IMPACT","classic","weighted",NA,0.00570411932203834
"158","325","OCCURRENCE","classic","weighted",NA,4.71228704385513e-05
"159","325","IMPACT","area","weighted",NA,0.241760851203839
"160","325","OCCURRENCE","area","weighted",NA,0.498217304467208
"161","325","IMPACT","center","weighted",NA,0.580268473408315
"162","325","OCCURRENCE","center","weighted",NA,0.610124651446791
"163","325","IMPACT","centertogrid","weighted",NA,0.0021162600865518
"164","325","OCCURRENCE","centertogrid","weighted",NA,0.0370938513188996
"165","325","IMPACT","reachedgrid","weighted",NA,0.00278366586633731
"166","325","OCCURRENCE","reachedgrid","weighted",NA,0.0291845220180775
"167","325","IMPACT","pooling","weighted",NA,4.07007760827582e-16
"168","325","OCCURRENCE","pooling","weighted",NA,4.18554080283684e-18
"169","332","IMPACT","classic","weighted",NA,0.013490684934557
"170","332","OCCURRENCE","classic","weighted",NA,0.00161555464582248
"171","332","IMPACT","area","weighted",NA,0.465632054594787
"172","332","OCCURRENCE","area","weighted",NA,0.54465250079385
"173","332","IMPACT","center","weighted",NA,0.578917027919376
"174","332","OCCURRENCE","center","weighted",NA,0.715569574292053
"175","332","IMPACT","centertogrid","weighted",NA,0.0146102547329207
"176","332","OCCURRENCE","centertogrid","weighted",NA,0.0601411787414489
"177","332","IMPACT","reachedgrid","weighted",NA,0.0175490738723106
"178","332","OCCURRENCE","reachedgrid","weighted",NA,0.0344392304129246
"179","332","IMPACT","pooling","weighted",NA,2.77855516372938e-15
"180","332","OCCURRENCE","pooling","weighted",NA,8.64747162765411e-15
"181","346","IMPACT","classic","weighted",NA,0.00153181908446659
"182","346","OCCURRENCE","classic","weighted",NA,0.00108053345467608
"183","346","IMPACT","area","weighted",NA,0.384721459794808
"184","346","OCCURRENCE","area","weighted",NA,0.511359893296409
"185","346","IMPACT","center","weighted",NA,0.581673046953505
"186","346","OCCURRENCE","center","weighted",NA,0.67009231339789
"187","346","IMPACT","centertogrid","weighted",NA,0.000584608235185059
"188","346","OCCURRENCE","centertogrid","weighted",NA,0.0713033682211246
"189","346","IMPACT","reachedgrid","weighted",NA,0.00170725662734048
"190","346","OCCURRENCE","reachedgrid","weighted",NA,0.0298316175101402
"191","346","IMPACT","pooling","weighted",NA,0
"192","346","OCCURRENCE","pooling","weighted",NA,3.04012370833107e-16
"193","364","IMPACT","classic","weighted",NA,0.000783112368969514
"194","364","OCCURRENCE","classic","weighted",NA,0.000431716133518011
"195","364","IMPACT","area","weighted",NA,0.491090611623754
"196","364","OCCURRENCE","area","weighted",NA,0.461932734123791
"197","364","IMPACT","center","weighted",NA,0.703092911620173
"198","364","OCCURRENCE","center","weighted",NA,0.698222614206235
"199","364","IMPACT","centertogrid","weighted",NA,0.0609334525817175
"200","364","OCCURRENCE","centertogrid","weighted",NA,0.0937332633072168
"201","364","IMPACT","reachedgrid","weighted",NA,0.0225904709663992
"202","364","OCCURRENCE","reachedgrid","weighted",NA,0.0391523130973889
