"","scenario","type","method1","method2","distance","pValue"
"317","307","IMPACT","center","weighted",NA,0.715600117667558
"318","307","OCCURRENCE","center","weighted",NA,0.640258318703455
"319","307","IMPACT","centertogrid","weighted",NA,0.0437980982769382
"320","307","OCCURRENCE","centertogrid","weighted",NA,0.0158630814037309
"321","307","IMPACT","reachedgrid","weighted",NA,0.0204587659594979
"322","307","OCCURRENCE","reachedgrid","weighted",NA,0.0139745094039245
"323","307","IMPACT","pooling","weighted",NA,2.05624406390825e-16
"324","307","OCCURRENCE","pooling","weighted",NA,3.9878100821511e-16
"325","308","IMPACT","classic","weighted",NA,0.00545788044921984
"326","308","OCCURRENCE","classic","weighted",NA,0.0476284677559449
"327","308","IMPACT","area","weighted",NA,0.508029670191974
"328","308","OCCURRENCE","area","weighted",NA,0.536586406352203
"329","308","IMPACT","center","weighted",NA,0.620492839202246
"330","308","OCCURRENCE","center","weighted",NA,0.678602586989935
"331","308","IMPACT","centertogrid","weighted",NA,0.123010198815181
"332","308","OCCURRENCE","centertogrid","weighted",NA,0.0392676621665271
"333","308","IMPACT","reachedgrid","weighted",NA,0.0535236835351604
"334","308","OCCURRENCE","reachedgrid","weighted",NA,0.0578232186205719
"335","308","IMPACT","pooling","weighted",NA,6.31361629643834e-16
"336","308","OCCURRENCE","pooling","weighted",NA,2.59365862120831e-15
"337","309","IMPACT","classic","weighted",NA,0.000499892765652611
"338","309","OCCURRENCE","classic","weighted",NA,0.000908150284731201
"339","309","IMPACT","area","weighted",NA,0.474185500471853
"340","309","OCCURRENCE","area","weighted",NA,0.534804641961002
"341","309","IMPACT","center","weighted",NA,0.58462201668494
"342","309","OCCURRENCE","center","weighted",NA,0.645504314033587
"343","309","IMPACT","centertogrid","weighted",NA,0.0596764269237005
"344","309","OCCURRENCE","centertogrid","weighted",NA,0.021542988715895
"345","309","IMPACT","reachedgrid","weighted",NA,0.0510455776828882
"346","309","OCCURRENCE","reachedgrid","weighted",NA,0.0280883356025347
"347","309","IMPACT","pooling","weighted",NA,1.02040598193298e-16
"348","309","OCCURRENCE","pooling","weighted",NA,4.37649916307237e-17
"349","310","IMPACT","classic","weighted",NA,0.0315660629263724
"350","310","OCCURRENCE","classic","weighted",NA,0.00170082279029585
"351","310","IMPACT","area","weighted",NA,0.44605768277303
"352","310","OCCURRENCE","area","weighted",NA,0.487164853989922
"353","310","IMPACT","center","weighted",NA,0.701558105561988
"354","310","OCCURRENCE","center","weighted",NA,0.578959446958244
"355","310","IMPACT","centertogrid","weighted",NA,0.0438958556029285
"356","310","OCCURRENCE","centertogrid","weighted",NA,0.000558531179563298
"357","310","IMPACT","reachedgrid","weighted",NA,0.034087558114268
"358","310","OCCURRENCE","reachedgrid","weighted",NA,0.00188733336839625
"359","310","IMPACT","pooling","weighted",NA,2.05336858627447e-15
"360","310","OCCURRENCE","pooling","weighted",NA,2.35753638833103e-15
"361","311","IMPACT","classic","weighted",NA,0.00490187620479386
"362","311","OCCURRENCE","classic","weighted",NA,0.0700137315797496
"363","311","IMPACT","area","weighted",NA,0.284112306898829
"364","311","OCCURRENCE","area","weighted",NA,0.515730897984592
"365","311","IMPACT","center","weighted",NA,0.45188696090082
"366","311","OCCURRENCE","center","weighted",NA,0.654530320688976
"367","311","IMPACT","centertogrid","weighted",NA,0.00064093693923558
"368","311","OCCURRENCE","centertogrid","weighted",NA,0.0535572889734034
"369","311","IMPACT","reachedgrid","weighted",NA,0.00479299907115424
"370","311","OCCURRENCE","reachedgrid","weighted",NA,0.0178883681350393
"371","311","IMPACT","pooling","weighted",NA,2.87261325837562e-15
"372","311","OCCURRENCE","pooling","weighted",NA,1.43625111803658e-15
"373","312","IMPACT","classic","weighted",NA,0.00707473810062549
"374","312","OCCURRENCE","classic","weighted",NA,0.00797392988373223
"375","312","IMPACT","area","weighted",NA,0.49521690915217
"376","312","OCCURRENCE","area","weighted",NA,0.532341122907211
"377","312","IMPACT","center","weighted",NA,0.619460311647432
"378","312","OCCURRENCE","center","weighted",NA,0.676943215712176
"379","312","IMPACT","centertogrid","weighted",NA,0.130348322315361
"380","312","OCCURRENCE","centertogrid","weighted",NA,0.125894287378749
"381","312","IMPACT","reachedgrid","weighted",NA,0.0510382924958472
"382","312","OCCURRENCE","reachedgrid","weighted",NA,0.0535107365154433
"383","312","IMPACT","pooling","weighted",NA,1.56389345917773e-15
"384","312","OCCURRENCE","pooling","weighted",NA,3.63878593923062e-14
"385","313","IMPACT","classic","weighted",NA,0.00536371993147877
"386","313","OCCURRENCE","classic","weighted",NA,0.00545705274216834
"387","313","IMPACT","area","weighted",NA,0.413460402837048
"388","313","OCCURRENCE","area","weighted",NA,0.536468616682358
"389","313","IMPACT","center","weighted",NA,0.619763731512648
"390","313","OCCURRENCE","center","weighted",NA,0.684852208465017
"391","313","IMPACT","centertogrid","weighted",NA,0.0403059119429347
"392","313","OCCURRENCE","centertogrid","weighted",NA,0.115471636108823
"393","313","IMPACT","reachedgrid","weighted",NA,0.0325646468700873
"394","313","OCCURRENCE","reachedgrid","weighted",NA,0.0786091515351805
"395","313","IMPACT","pooling","weighted",NA,1.43631773141806e-15
"396","313","OCCURRENCE","pooling","weighted",NA,7.54130091706884e-16
"397","314","IMPACT","classic","weighted",NA,0.00745792861035568
"398","314","OCCURRENCE","classic","weighted",NA,0.00575580028521809
"399","314","IMPACT","area","weighted",NA,0.513182219147971
"400","314","OCCURRENCE","area","weighted",NA,0.542920729014614
"401","314","IMPACT","center","weighted",NA,0.632432454253667
"402","314","OCCURRENCE","center","weighted",NA,0.700025333482889
"403","314","IMPACT","centertogrid","weighted",NA,0.0753821408768798
"404","314","OCCURRENCE","centertogrid","weighted",NA,0.0512551832040022
"405","314","IMPACT","reachedgrid","weighted",NA,0.032293127885328
"406","314","OCCURRENCE","reachedgrid","weighted",NA,0.0417414812422102
"407","314","IMPACT","pooling","weighted",NA,3.22569415622809e-14
"408","314","OCCURRENCE","pooling","weighted",NA,3.63906127454072e-14
"409","315","IMPACT","classic","weighted",NA,0.0156229201545033
"410","315","OCCURRENCE","classic","weighted",NA,0.0356010031207007
"411","315","IMPACT","area","weighted",NA,0.522151997021317
"412","315","OCCURRENCE","area","weighted",NA,0.528381477488276
"413","315","IMPACT","center","weighted",NA,0.470965701999432
"414","315","OCCURRENCE","center","weighted",NA,0.630618024203759
"415","315","IMPACT","centertogrid","weighted",NA,0.0342730725840897
"416","315","OCCURRENCE","centertogrid","weighted",NA,0.0113980775944479
"417","315","IMPACT","reachedgrid","weighted",NA,0.014631209030943
"418","315","OCCURRENCE","reachedgrid","weighted",NA,0.0237306412902287
"419","315","IMPACT","pooling","weighted",NA,1.07910347324491e-15
"420","315","OCCURRENCE","pooling","weighted",NA,2.00344185685708e-15
"421","316","IMPACT","classic","weighted",NA,0.0090905241201649
"422","316","OCCURRENCE","classic","weighted",NA,0.00644064687567541
"423","316","IMPACT","area","weighted",NA,0.298012694002697
"424","316","OCCURRENCE","area","weighted",NA,0.547514731733317
"425","316","IMPACT","center","weighted",NA,0.67771543274066
"426","316","OCCURRENCE","center","weighted",NA,0.626932110386399
"427","316","IMPACT","centertogrid","weighted",NA,0.0214200954160662
"428","316","OCCURRENCE","centertogrid","weighted",NA,0.128680091573168
"429","316","IMPACT","reachedgrid","weighted",NA,0.00842084333858258
