"","scenario","type","method1","method2","distance","pValue"
"118","298","OCCURRENCE","reachedgrid","weighted",NA,0.00551839730953633
"119","298","IMPACT","pooling","weighted",NA,1.76456627087873e-15
"120","298","OCCURRENCE","pooling","weighted",NA,1.20226051336658e-16
"121","299","IMPACT","classic","weighted",NA,0.00849854455989941
"122","299","OCCURRENCE","classic","weighted",NA,0.00852985943542371
"123","299","IMPACT","area","weighted",NA,0.450623504856873
"124","299","OCCURRENCE","area","weighted",NA,0.544747894003139
"125","299","IMPACT","center","weighted",NA,0.615195298722949
"126","299","OCCURRENCE","center","weighted",NA,0.722399486027028
"127","299","IMPACT","centertogrid","weighted",NA,0.0452720067641702
"128","299","OCCURRENCE","centertogrid","weighted",NA,0.10612031480643
"129","299","IMPACT","reachedgrid","weighted",NA,0.0426713121630851
"130","299","OCCURRENCE","reachedgrid","weighted",NA,0.0610850359628514
"131","299","IMPACT","pooling","weighted",NA,1.20836674000202e-16
"132","299","OCCURRENCE","pooling","weighted",NA,1.69864122767649e-16
"133","300","IMPACT","classic","weighted",NA,0.00155091339447158
"134","300","OCCURRENCE","classic","weighted",NA,0.00505466198235325
"135","300","IMPACT","area","weighted",NA,0.366107758518965
"136","300","OCCURRENCE","area","weighted",NA,0.514261550402055
"137","300","IMPACT","center","weighted",NA,0.559067455903111
"138","300","OCCURRENCE","center","weighted",NA,0.700374824282467
"139","300","IMPACT","centertogrid","weighted",NA,0.0434626035441469
"140","300","OCCURRENCE","centertogrid","weighted",NA,0.0444471298911456
"141","300","IMPACT","reachedgrid","weighted",NA,0.0315169042427939
"142","300","OCCURRENCE","reachedgrid","weighted",NA,0.0327665862612584
"143","300","IMPACT","pooling","weighted",NA,0
"144","300","OCCURRENCE","pooling","weighted",NA,2.05835348765504e-16
"145","301","IMPACT","classic","weighted",NA,0.0160208314558122
"146","301","OCCURRENCE","classic","weighted",NA,0.033058227723917
"147","301","IMPACT","area","weighted",NA,0.507189105172684
"148","301","OCCURRENCE","area","weighted",NA,0.534723889376927
"149","301","IMPACT","center","weighted",NA,0.652975457465375
"150","301","OCCURRENCE","center","weighted",NA,0.710585512809591
"151","301","IMPACT","centertogrid","weighted",NA,0.0415750763957787
"152","301","OCCURRENCE","centertogrid","weighted",NA,0.0210969867240411
"153","301","IMPACT","reachedgrid","weighted",NA,0.0394653558183524
"154","301","OCCURRENCE","reachedgrid","weighted",NA,0.0300152958867611
"155","301","IMPACT","pooling","weighted",NA,3.33588712209121e-16
"156","301","OCCURRENCE","pooling","weighted",NA,4.98867613885068e-16
"157","302","IMPACT","classic","weighted",NA,0.00773513717333025
"158","302","OCCURRENCE","classic","weighted",NA,0.015142040125896
"159","302","IMPACT","area","weighted",NA,0.50329687859412
"160","302","OCCURRENCE","area","weighted",NA,0.530600874394529
"161","302","IMPACT","center","weighted",NA,0.704224406986455
"162","302","OCCURRENCE","center","weighted",NA,0.715710266525283
"163","302","IMPACT","centertogrid","weighted",NA,0.0906723517530969
"164","302","OCCURRENCE","centertogrid","weighted",NA,0.0715083253547189
"165","302","IMPACT","reachedgrid","weighted",NA,0.0586320392451084
"166","302","OCCURRENCE","reachedgrid","weighted",NA,0.0438748709347449
"167","302","IMPACT","pooling","weighted",NA,3.95872223890592e-16
"168","302","OCCURRENCE","pooling","weighted",NA,1.70996550252767e-16
"169","303","IMPACT","classic","weighted",NA,0.0133503250145166
"170","303","OCCURRENCE","classic","weighted",NA,0.0267776350794982
"171","303","IMPACT","area","weighted",NA,0.328279158795875
"172","303","OCCURRENCE","area","weighted",NA,0.539764547923752
"173","303","IMPACT","center","weighted",NA,0.564278070071
"174","303","OCCURRENCE","center","weighted",NA,0.733131788711574
"175","303","IMPACT","centertogrid","weighted",NA,0.0218243215204532
"176","303","OCCURRENCE","centertogrid","weighted",NA,0.136829455428766
"177","303","IMPACT","reachedgrid","weighted",NA,0.0176097289690894
"178","303","OCCURRENCE","reachedgrid","weighted",NA,0.0600425035766935
"179","303","IMPACT","pooling","weighted",NA,3.1641356201817e-18
"180","303","OCCURRENCE","pooling","weighted",NA,9.72555369571637e-17
"181","304","IMPACT","classic","weighted",NA,0.00388339571205926
"182","304","OCCURRENCE","classic","weighted",NA,0.00355571322957282
"183","304","IMPACT","area","weighted",NA,0.515449844357732
"184","304","OCCURRENCE","area","weighted",NA,0.548580208308007
"185","304","IMPACT","center","weighted",NA,0.646671270367342
"186","304","OCCURRENCE","center","weighted",NA,0.739744327649101
"187","304","IMPACT","centertogrid","weighted",NA,0.0370459605783409
"188","304","OCCURRENCE","centertogrid","weighted",NA,0.0942442852369067
"189","304","IMPACT","reachedgrid","weighted",NA,0.0576920107825165
"190","304","OCCURRENCE","reachedgrid","weighted",NA,0.0519866079631255
"191","304","IMPACT","pooling","weighted",NA,1.95143901038364e-16
"192","304","OCCURRENCE","pooling","weighted",NA,2.25974794432204e-16
"193","305","IMPACT","classic","weighted",NA,0.00377461765911124
"194","305","OCCURRENCE","classic","weighted",NA,0.000775015293990445
"195","305","IMPACT","area","weighted",NA,0.447915838675498
"196","305","OCCURRENCE","area","weighted",NA,0.544695229601674
"197","305","IMPACT","center","weighted",NA,0.638603361830441
"198","305","OCCURRENCE","center","weighted",NA,0.658129615902404
"199","305","IMPACT","centertogrid","weighted",NA,0.0600576976014084
"200","305","OCCURRENCE","centertogrid","weighted",NA,0.00604496516004086
"201","305","IMPACT","reachedgrid","weighted",NA,0.0489515088290991
"202","305","OCCURRENCE","reachedgrid","weighted",NA,0.00936185525381434
"203","305","IMPACT","pooling","weighted",NA,1.89226412317112e-16
"204","305","OCCURRENCE","pooling","weighted",NA,1.32416300147042e-16
"205","306","IMPACT","classic","weighted",NA,0.00252449997656214
"206","306","OCCURRENCE","classic","weighted",NA,0.000167078129328479
"207","306","IMPACT","area","weighted",NA,0.347688280316238
"208","306","OCCURRENCE","area","weighted",NA,0.520139053346022
"209","306","IMPACT","center","weighted",NA,0.579544560076682
"210","306","OCCURRENCE","center","weighted",NA,0.740669800326983
"211","306","IMPACT","centertogrid","weighted",NA,0.0315873452653381
"212","306","OCCURRENCE","centertogrid","weighted",NA,0.0429957482968596
"213","306","IMPACT","reachedgrid","weighted",NA,0.0166007310307831
"214","306","OCCURRENCE","reachedgrid","weighted",NA,0.0129560916336556
"215","306","IMPACT","pooling","weighted",NA,8.25794987946438e-16
"216","306","OCCURRENCE","pooling","weighted",NA,3.64153152077051e-17
"217","307","IMPACT","classic","weighted",NA,0.00259267478634178
"218","307","OCCURRENCE","classic","weighted",NA,0.0192922737000982
"219","307","IMPACT","area","weighted",NA,0.408155969390181
"220","307","OCCURRENCE","area","weighted",NA,0.540722246525302
"221","307","IMPACT","center","weighted",NA,0.710286582193627
"222","307","OCCURRENCE","center","weighted",NA,0.639989568361481
"223","307","IMPACT","centertogrid","weighted",NA,0.0436210414977615
"224","307","OCCURRENCE","centertogrid","weighted",NA,0.0160946364461355
"225","307","IMPACT","reachedgrid","weighted",NA,0.0208268095801379
