"","scenario","type","method1","method2","distance"
"929","303","IMPACT","classic","centertogrid",0.0548
"930","303","OCCURRENCE","classic","centertogrid",0.1233
"931","303","IMPACT","classic","reachedgrid",0.1037
"932","303","OCCURRENCE","classic","reachedgrid",0.0711
"933","303","IMPACT","classic","weighted",0.2249
"934","303","OCCURRENCE","classic","weighted",0.208
"935","303","IMPACT","classic","pooling",0.6849
"936","303","OCCURRENCE","classic","pooling",0.6301
"937","303","IMPACT","area","center",0.1617
"938","303","OCCURRENCE","area","center",0.0587
"939","303","IMPACT","area","centertogrid",0.2594
"940","303","OCCURRENCE","area","centertogrid",0.1571
"941","303","IMPACT","area","reachedgrid",0.2082
"942","303","OCCURRENCE","area","reachedgrid",0.1406
"943","303","IMPACT","area","weighted",0.0706
"944","303","OCCURRENCE","area","weighted",0.0073
"945","303","IMPACT","area","pooling",0.724
"946","303","OCCURRENCE","area","pooling",0.5308
"947","303","IMPACT","center","centertogrid",0.2603
"948","303","OCCURRENCE","center","centertogrid",0.1644
"949","303","IMPACT","center","reachedgrid",0.2916
"950","303","OCCURRENCE","center","reachedgrid",0.1398
"951","303","IMPACT","center","weighted",0.0932
"952","303","OCCURRENCE","center","weighted",0.0554
"953","303","IMPACT","center","pooling",0.6712
"954","303","OCCURRENCE","center","pooling",0.5616
"955","303","IMPACT","centertogrid","reachedgrid",0.09
"956","303","OCCURRENCE","centertogrid","reachedgrid",0.0576
"957","303","IMPACT","centertogrid","weighted",0.2339
"958","303","OCCURRENCE","centertogrid","weighted",0.1519
"959","303","IMPACT","centertogrid","pooling",0.6301
"960","303","OCCURRENCE","centertogrid","pooling",0.5753
"961","303","IMPACT","reachedgrid","weighted",0.2152
"962","303","OCCURRENCE","reachedgrid","weighted",0.1423
"963","303","IMPACT","reachedgrid","pooling",0.6752
"964","303","OCCURRENCE","reachedgrid","pooling",0.5591
"965","303","IMPACT","weighted","pooling",0.6764
"966","303","OCCURRENCE","weighted","pooling",0.5338
"967","304","IMPACT","classic","area",0.2865
"968","304","OCCURRENCE","classic","area",0.3143
"969","304","IMPACT","classic","center",0.3099
"970","304","OCCURRENCE","classic","center",0.3099
"971","304","IMPACT","classic","centertogrid",0.1724
"972","304","OCCURRENCE","classic","centertogrid",0.1763
"973","304","IMPACT","classic","reachedgrid",0.1447
"974","304","OCCURRENCE","classic","reachedgrid",0.1986
"975","304","IMPACT","classic","weighted",0.2702
"976","304","OCCURRENCE","classic","weighted",0.3112
"977","304","IMPACT","classic","pooling",0.507
"978","304","OCCURRENCE","classic","pooling",0.662
"979","304","IMPACT","area","center",0.0831
"980","304","OCCURRENCE","area","center",0.0592
"981","304","IMPACT","area","centertogrid",0.2279
"982","304","OCCURRENCE","area","centertogrid",0.1835
"983","304","IMPACT","area","reachedgrid",0.1791
"984","304","OCCURRENCE","area","reachedgrid",0.1663
"985","304","IMPACT","area","weighted",0.021
"986","304","OCCURRENCE","area","weighted",0.0035
"987","304","IMPACT","area","pooling",0.607
"988","304","OCCURRENCE","area","pooling",0.5059
"989","304","IMPACT","center","centertogrid",0.2006
"990","304","OCCURRENCE","center","centertogrid",0.2145
"991","304","IMPACT","center","reachedgrid",0.1911
"992","304","OCCURRENCE","center","reachedgrid",0.1973
"993","304","IMPACT","center","weighted",0.0684
"994","304","OCCURRENCE","center","weighted",0.0587
"995","304","IMPACT","center","pooling",0.5493
"996","304","OCCURRENCE","center","pooling",0.5211
"997","304","IMPACT","centertogrid","reachedgrid",0.0861
"998","304","OCCURRENCE","centertogrid","reachedgrid",0.0223
"999","304","IMPACT","centertogrid","weighted",0.2116
"1000","304","OCCURRENCE","centertogrid","weighted",0.1858
"1001","304","IMPACT","centertogrid","pooling",0.5286
"1002","304","OCCURRENCE","centertogrid","pooling",0.5143
"1003","304","IMPACT","reachedgrid","weighted",0.1595
"1004","304","OCCURRENCE","reachedgrid","weighted",0.1686
"1005","304","IMPACT","reachedgrid","pooling",0.5
"1006","304","OCCURRENCE","reachedgrid","pooling",0.5366
"1007","304","IMPACT","weighted","pooling",0.5861
"1008","304","OCCURRENCE","weighted","pooling",0.5042
"1009","305","IMPACT","classic","area",0.2964
"1010","305","OCCURRENCE","classic","area",0.3643
"1011","305","IMPACT","classic","center",0.3056
"1012","305","OCCURRENCE","classic","center",0.4306
"1013","305","IMPACT","classic","centertogrid",0.1111
"1014","305","OCCURRENCE","classic","centertogrid",0.25
"1015","305","IMPACT","classic","reachedgrid",0.1522
"1016","305","OCCURRENCE","classic","reachedgrid",0.2398
"1017","305","IMPACT","classic","weighted",0.2539
"1018","305","OCCURRENCE","classic","weighted",0.3766
"1019","305","IMPACT","classic","pooling",0.7639
"1020","305","OCCURRENCE","classic","pooling",0.8194
"1021","305","IMPACT","area","center",0.1101
"1022","305","OCCURRENCE","area","center",0.0712
"1023","305","IMPACT","area","centertogrid",0.2241
"1024","305","OCCURRENCE","area","centertogrid",0.3019
"1025","305","IMPACT","area","reachedgrid",0.1655
"1026","305","OCCURRENCE","area","reachedgrid",0.2241
"1027","305","IMPACT","area","weighted",0.0437
"1028","305","OCCURRENCE","area","weighted",0.0136
"1029","305","IMPACT","area","pooling",0.6005
"1030","305","OCCURRENCE","area","pooling",0.5201
"1031","305","IMPACT","center","centertogrid",0.2361
"1032","305","OCCURRENCE","center","centertogrid",0.3472
"1033","305","IMPACT","center","reachedgrid",0.2531
"1034","305","OCCURRENCE","center","reachedgrid",0.2904
"1035","305","IMPACT","center","weighted",0.0752
"1036","305","OCCURRENCE","center","weighted",0.0657
"1037","305","IMPACT","center","pooling",0.5139
"1038","305","OCCURRENCE","center","pooling",0.5694
"1039","305","IMPACT","centertogrid","reachedgrid",0.0586
"1040","305","OCCURRENCE","centertogrid","reachedgrid",0.1098
"1041","305","IMPACT","centertogrid","weighted",0.2054
"1042","305","OCCURRENCE","centertogrid","weighted",0.2991
"1043","305","IMPACT","centertogrid","pooling",0.6528
"1044","305","OCCURRENCE","centertogrid","pooling",0.5694
"1045","305","IMPACT","reachedgrid","weighted",0.1894
"1046","305","OCCURRENCE","reachedgrid","weighted",0.2364
"1047","305","IMPACT","reachedgrid","pooling",0.7114
"1048","305","OCCURRENCE","reachedgrid","pooling",0.6792
"1049","305","IMPACT","weighted","pooling",0.5598
"1050","305","OCCURRENCE","weighted","pooling",0.5324
"1051","306","IMPACT","classic","area",0.2885
"1052","306","OCCURRENCE","classic","area",0.3914
"1053","306","IMPACT","classic","center",0.3582
"1054","306","OCCURRENCE","classic","center",0.403
"1055","306","IMPACT","classic","centertogrid",0.1642
"1056","306","OCCURRENCE","classic","centertogrid",0.194
"1057","306","IMPACT","classic","reachedgrid",0.1585
"1058","306","OCCURRENCE","classic","reachedgrid",0.2221
"1059","306","IMPACT","classic","weighted",0.3001
"1060","306","OCCURRENCE","classic","weighted",0.4184
"1061","306","IMPACT","classic","pooling",0.7612
"1062","306","OCCURRENCE","classic","pooling",0.6119
"1063","306","IMPACT","area","center",0.1597
"1064","306","OCCURRENCE","area","center",0.0502
"1065","306","IMPACT","area","centertogrid",0.2712
"1066","306","OCCURRENCE","area","centertogrid",0.1973
"1067","306","IMPACT","area","reachedgrid",0.1833
"1068","306","OCCURRENCE","area","reachedgrid",0.209
"1069","306","IMPACT","area","weighted",0.0698
"1070","306","OCCURRENCE","area","weighted",0.0283
"1071","306","IMPACT","area","pooling",0.6815
"1072","306","OCCURRENCE","area","pooling",0.6502
"1073","306","IMPACT","center","centertogrid",0.2985
"1074","306","OCCURRENCE","center","centertogrid",0.209
"1075","306","IMPACT","center","reachedgrid",0.2819
"1076","306","OCCURRENCE","center","reachedgrid",0.237
"1077","306","IMPACT","center","weighted",0.0913
"1078","306","OCCURRENCE","center","weighted",0.0497
"1079","306","IMPACT","center","pooling",0.5821
"1080","306","OCCURRENCE","center","pooling",0.6567
"1081","306","IMPACT","centertogrid","reachedgrid",0.0879
"1082","306","OCCURRENCE","centertogrid","reachedgrid",0.0281
"1083","306","IMPACT","centertogrid","weighted",0.2424
"1084","306","OCCURRENCE","centertogrid","weighted",0.2244
"1085","306","IMPACT","centertogrid","pooling",0.597
"1086","306","OCCURRENCE","centertogrid","pooling",0.5821
"1087","306","IMPACT","reachedgrid","weighted",0.2239
"1088","306","OCCURRENCE","reachedgrid","weighted",0.1963
"1089","306","IMPACT","reachedgrid","pooling",0.6849
"1090","306","OCCURRENCE","reachedgrid","pooling",0.6102
"1091","306","IMPACT","weighted","pooling",0.6225
"1092","306","OCCURRENCE","weighted","pooling",0.6722
"1093","307","IMPACT","classic","area",0.2973
"1094","307","OCCURRENCE","classic","area",0.2357
"1095","307","IMPACT","classic","center",0.338
"1096","307","OCCURRENCE","classic","center",0.2817
"1097","307","IMPACT","classic","centertogrid",0.1549
"1098","307","OCCURRENCE","classic","centertogrid",0.0845
"1099","307","IMPACT","classic","reachedgrid",0.1383
"1100","307","OCCURRENCE","classic","reachedgrid",0.0814
"1101","307","IMPACT","classic","weighted",0.3343
"1102","307","OCCURRENCE","classic","weighted",0.2469
"1103","307","IMPACT","classic","pooling",0.5211
"1104","307","OCCURRENCE","classic","pooling",0.7887
"1105","307","IMPACT","area","center",0.0992
"1106","307","OCCURRENCE","area","center",0.0826
"1107","307","IMPACT","area","centertogrid",0.2195
"1108","307","OCCURRENCE","area","centertogrid",0.2369
"1109","307","IMPACT","area","reachedgrid",0.1853
"1110","307","OCCURRENCE","area","reachedgrid",0.2053
"1111","307","IMPACT","area","weighted",0.0535
"1112","307","OCCURRENCE","area","weighted",0.0127
"1113","307","IMPACT","area","pooling",0.5478
"1114","307","OCCURRENCE","area","pooling",0.5591
"1115","307","IMPACT","center","centertogrid",0.2113
"1116","307","OCCURRENCE","center","centertogrid",0.2394
"1117","307","IMPACT","center","reachedgrid",0.2173
"1118","307","OCCURRENCE","center","reachedgrid",0.2003
"1119","307","IMPACT","center","weighted",0.0607
"1120","307","OCCURRENCE","center","weighted",0.0703
"1121","307","IMPACT","center","pooling",0.6056
"1122","307","OCCURRENCE","center","pooling",0.5493
"1123","307","IMPACT","centertogrid","reachedgrid",0.0884
"1124","307","OCCURRENCE","centertogrid","reachedgrid",0.0392
"1125","307","IMPACT","centertogrid","weighted",0.1821
"1126","307","OCCURRENCE","centertogrid","weighted",0.2256
"1127","307","IMPACT","centertogrid","pooling",0.6197
"1128","307","OCCURRENCE","centertogrid","pooling",0.7465
"1129","307","IMPACT","reachedgrid","weighted",0.2043
"1130","307","OCCURRENCE","reachedgrid","weighted",0.194
"1131","307","IMPACT","reachedgrid","pooling",0.5855
"1132","307","OCCURRENCE","reachedgrid","pooling",0.7073
"1133","307","IMPACT","weighted","pooling",0.5936
"1134","307","OCCURRENCE","weighted","pooling",0.548
"1135","308","IMPACT","classic","area",0.3034
"1136","308","OCCURRENCE","classic","area",0.2458
"1137","308","IMPACT","classic","center",0.2879
"1138","308","OCCURRENCE","classic","center",0.2576
"1139","308","IMPACT","classic","centertogrid",0.1667
"1140","308","OCCURRENCE","classic","centertogrid",0.1364
"1141","308","IMPACT","classic","reachedgrid",0.163
"1142","308","OCCURRENCE","classic","reachedgrid",0.1025
"1143","308","IMPACT","classic","weighted",0.2853
"1144","308","OCCURRENCE","classic","weighted",0.2502
"1145","308","IMPACT","classic","pooling",0.5303
"1146","308","OCCURRENCE","classic","pooling",0.5758
"1147","308","IMPACT","area","center",0.1024
"1148","308","OCCURRENCE","area","center",0.0819
"1149","308","IMPACT","area","centertogrid",0.1945
"1150","308","OCCURRENCE","area","centertogrid",0.2505
"1151","308","IMPACT","area","reachedgrid",0.1404
"1152","308","OCCURRENCE","area","reachedgrid",0.1582
"1153","308","IMPACT","area","weighted",0.0278
"1154","308","OCCURRENCE","area","weighted",0.0157
"1155","308","IMPACT","area","pooling",0.6344
"1156","308","OCCURRENCE","area","pooling",0.5413
"1157","308","IMPACT","center","centertogrid",0.2576
"1158","308","OCCURRENCE","center","centertogrid",0.303
"1159","308","IMPACT","center","reachedgrid",0.1821
"1160","308","OCCURRENCE","center","reachedgrid",0.2108
"1161","308","IMPACT","center","weighted",0.0845
"1162","308","OCCURRENCE","center","weighted",0.0692
"1163","308","IMPACT","center","pooling",0.5455
"1164","308","OCCURRENCE","center","pooling",0.5606
"1165","308","IMPACT","centertogrid","reachedgrid",0.0869
"1166","308","OCCURRENCE","centertogrid","reachedgrid",0.0923
"1167","308","IMPACT","centertogrid","weighted",0.1845
"1168","308","OCCURRENCE","centertogrid","weighted",0.2474
"1169","308","IMPACT","centertogrid","pooling",0.5152
"1170","308","OCCURRENCE","centertogrid","pooling",0.5606
"1171","308","IMPACT","reachedgrid","weighted",0.153
"1172","308","OCCURRENCE","reachedgrid","weighted",0.1552
"1173","308","IMPACT","reachedgrid","pooling",0.5442
"1174","308","OCCURRENCE","reachedgrid","pooling",0.5268
"1175","308","IMPACT","weighted","pooling",0.6084
"1176","308","OCCURRENCE","weighted","pooling",0.5511
"1177","309","IMPACT","classic","area",0.3864
"1178","309","OCCURRENCE","classic","area",0.3461
"1179","309","IMPACT","classic","center",0.3333
"1180","309","OCCURRENCE","classic","center",0.3333
"1181","309","IMPACT","classic","centertogrid",0.2319
"1182","309","OCCURRENCE","classic","centertogrid",0.2099
"1183","309","IMPACT","classic","reachedgrid",0.2246
"1184","309","OCCURRENCE","classic","reachedgrid",0.1545
"1185","309","IMPACT","classic","weighted",0.3558
"1186","309","OCCURRENCE","classic","weighted",0.337
"1187","309","IMPACT","classic","pooling",0.7246
"1188","309","OCCURRENCE","classic","pooling",0.8261
"1189","309","IMPACT","area","center",0.1425
"1190","309","OCCURRENCE","area","center",0.0983
"1191","309","IMPACT","area","centertogrid",0.1958
"1192","309","OCCURRENCE","area","centertogrid",0.2495
"1193","309","IMPACT","area","reachedgrid",0.1618
"1194","309","OCCURRENCE","area","reachedgrid",0.1916
"1195","309","IMPACT","area","weighted",0.038
"1196","309","OCCURRENCE","area","weighted",0.016
"1197","309","IMPACT","area","pooling",0.656
"1198","309","OCCURRENCE","area","pooling",0.6401
"1199","309","IMPACT","center","centertogrid",0.2319
"1200","309","OCCURRENCE","center","centertogrid",0.309
"1201","309","IMPACT","center","reachedgrid",0.2246
"1202","309","OCCURRENCE","center","reachedgrid",0.2487
"1203","309","IMPACT","center","weighted",0.1048
"1204","309","OCCURRENCE","center","weighted",0.084
"1205","309","IMPACT","center","pooling",0.6087
"1206","309","OCCURRENCE","center","pooling",0.6087
"1207","309","IMPACT","centertogrid","reachedgrid",0.0727
"1208","309","OCCURRENCE","centertogrid","reachedgrid",0.0604
"1209","309","IMPACT","centertogrid","weighted",0.1946
"1210","309","OCCURRENCE","centertogrid","weighted",0.2461
"1211","309","IMPACT","centertogrid","pooling",0.5072
"1212","309","OCCURRENCE","centertogrid","pooling",0.6765
"1213","309","IMPACT","reachedgrid","weighted",0.1874
"1214","309","OCCURRENCE","reachedgrid","weighted",0.1857
"1215","309","IMPACT","reachedgrid","pooling",0.5
"1216","309","OCCURRENCE","reachedgrid","pooling",0.7368
"1217","309","IMPACT","weighted","pooling",0.6257
"1218","309","OCCURRENCE","weighted","pooling",0.6297
"1219","310","IMPACT","classic","area",0.2702
"1220","310","OCCURRENCE","classic","area",0.3274
"1221","310","IMPACT","classic","center",0.2239
"1222","310","OCCURRENCE","classic","center",0.3731
"1223","310","IMPACT","classic","centertogrid",0.1045
"1224","310","OCCURRENCE","classic","centertogrid",0.2239
"1225","310","IMPACT","classic","reachedgrid",0.1321
"1226","310","OCCURRENCE","classic","reachedgrid",0.0971
"1227","310","IMPACT","classic","weighted",0.2255
"1228","310","OCCURRENCE","classic","weighted",0.3642
"1229","310","IMPACT","classic","pooling",0.7015
"1230","310","OCCURRENCE","classic","pooling",0.6119
"1231","310","IMPACT","area","center",0.1123
"1232","310","OCCURRENCE","area","center",0.1083
"1233","310","IMPACT","area","centertogrid",0.2586
"1234","310","OCCURRENCE","area","centertogrid",0.3775
"1235","310","IMPACT","area","reachedgrid",0.1702
"1236","310","OCCURRENCE","area","reachedgrid",0.2507
"1237","310","IMPACT","area","weighted",0.0454
"1238","310","OCCURRENCE","area","weighted",0.0379
"1239","310","IMPACT","area","pooling",0.6156
"1240","310","OCCURRENCE","area","pooling",0.5338
"1241","310","IMPACT","center","centertogrid",0.2537
"1242","310","OCCURRENCE","center","centertogrid",0.3582
"1243","310","IMPACT","center","reachedgrid",0.2377
"1244","310","OCCURRENCE","center","reachedgrid",0.276
"1245","310","IMPACT","center","weighted",0.0712
"1246","310","OCCURRENCE","center","weighted",0.0787
"1247","310","IMPACT","center","pooling",0.5373
"1248","310","OCCURRENCE","center","pooling",0.6269
"1249","310","IMPACT","centertogrid","reachedgrid",0.0885
"1250","310","OCCURRENCE","centertogrid","reachedgrid",0.1268
"1251","310","IMPACT","centertogrid","weighted",0.2386
"1252","310","OCCURRENCE","centertogrid","weighted",0.3595
"1253","310","IMPACT","centertogrid","pooling",0.6269
"1254","310","OCCURRENCE","centertogrid","pooling",0.6119
"1255","310","IMPACT","reachedgrid","weighted",0.1887
"1256","310","OCCURRENCE","reachedgrid","weighted",0.2671
"1257","310","IMPACT","reachedgrid","pooling",0.7153
"1258","310","OCCURRENCE","reachedgrid","pooling",0.5149
"1259","310","IMPACT","weighted","pooling",0.5707
"1260","310","OCCURRENCE","weighted","pooling",0.5695
"1261","311","IMPACT","classic","area",0.3303
"1262","311","OCCURRENCE","classic","area",0.1852
"1263","311","IMPACT","classic","center",0.3088
"1264","311","OCCURRENCE","classic","center",0.2206
"1265","311","IMPACT","classic","centertogrid",0.0735
"1266","311","OCCURRENCE","classic","centertogrid",0.0882
"1267","311","IMPACT","classic","reachedgrid",0.1684
"1268","311","OCCURRENCE","classic","reachedgrid",0.0559
"1269","311","IMPACT","classic","weighted",0.2892
"1270","311","OCCURRENCE","classic","weighted",0.2065
"1271","311","IMPACT","classic","pooling",0.5147
"1272","311","OCCURRENCE","classic","pooling",0.5441
"1273","311","IMPACT","area","center",0.1994
"1274","311","OCCURRENCE","area","center",0.1006
"1275","311","IMPACT","area","centertogrid",0.4038
"1276","311","OCCURRENCE","area","centertogrid",0.2189
"1277","311","IMPACT","area","reachedgrid",0.1888
"1278","311","OCCURRENCE","area","reachedgrid",0.2087
"1279","311","IMPACT","area","weighted",0.0857
"1280","311","OCCURRENCE","area","weighted",0.0222
"1281","311","IMPACT","area","pooling",0.6396
"1282","311","OCCURRENCE","area","pooling",0.5265
"1283","311","IMPACT","center","centertogrid",0.3824
"1284","311","OCCURRENCE","center","centertogrid",0.2353
"1285","311","IMPACT","center","reachedgrid",0.3179
"1286","311","OCCURRENCE","center","reachedgrid",0.2064
"1287","311","IMPACT","center","weighted",0.1194
"1288","311","OCCURRENCE","center","weighted",0.0787
"1289","311","IMPACT","center","pooling",0.5147
"1290","311","OCCURRENCE","center","pooling",0.5441
"1291","311","IMPACT","centertogrid","reachedgrid",0.215
"1292","311","OCCURRENCE","centertogrid","reachedgrid",0.074
"1293","311","IMPACT","centertogrid","weighted",0.3628
"1294","311","OCCURRENCE","centertogrid","weighted",0.2122
"1295","311","IMPACT","centertogrid","pooling",0.5882
"1296","311","OCCURRENCE","centertogrid","pooling",0.6029
"1297","311","IMPACT","reachedgrid","weighted",0.2569
"1298","311","OCCURRENCE","reachedgrid","weighted",0.187
"1299","311","IMPACT","reachedgrid","pooling",0.6268
"1300","311","OCCURRENCE","reachedgrid","pooling",0.6
"1301","311","IMPACT","weighted","pooling",0.5648
"1302","311","OCCURRENCE","weighted","pooling",0.5044
"1303","312","IMPACT","classic","area",0.3378
"1304","312","OCCURRENCE","classic","area",0.3021
"1305","312","IMPACT","classic","center",0.3
"1306","312","OCCURRENCE","classic","center",0.3167
"1307","312","IMPACT","classic","centertogrid",0.1667
"1308","312","OCCURRENCE","classic","centertogrid",0.1833
"1309","312","IMPACT","classic","reachedgrid",0.2179
"1310","312","OCCURRENCE","classic","reachedgrid",0.168
"1311","312","IMPACT","classic","weighted",0.3115
"1312","312","OCCURRENCE","classic","weighted",0.3253
"1313","312","IMPACT","classic","pooling",0.8833
"1314","312","OCCURRENCE","classic","pooling",0.6333
"1315","312","IMPACT","area","center",0.1124
"1316","312","OCCURRENCE","area","center",0.0805
"1317","312","IMPACT","area","centertogrid",0.1961
"1318","312","OCCURRENCE","area","centertogrid",0.1773
"1319","312","IMPACT","area","reachedgrid",0.1808
"1320","312","OCCURRENCE","area","reachedgrid",0.1659
"1321","312","IMPACT","area","weighted",0.0285
"1322","312","OCCURRENCE","area","weighted",0.0253
"1323","312","IMPACT","area","pooling",0.7053
"1324","312","OCCURRENCE","area","pooling",0.5451
"1325","312","IMPACT","center","centertogrid",0.2333
"1326","312","OCCURRENCE","center","centertogrid",0.2167
"1327","312","IMPACT","center","reachedgrid",0.2297
"1328","312","OCCURRENCE","center","reachedgrid",0.1678
"1329","312","IMPACT","center","weighted",0.0863
"1330","312","OCCURRENCE","center","weighted",0.0595
"1331","312","IMPACT","center","pooling",0.6667
"1332","312","OCCURRENCE","center","pooling",0.5667
"1333","312","IMPACT","centertogrid","reachedgrid",0.0963
"1334","312","OCCURRENCE","centertogrid","reachedgrid",0.0512
"1335","312","IMPACT","centertogrid","weighted",0.1836
"1336","312","OCCURRENCE","centertogrid","weighted",0.1788
"1337","312","IMPACT","centertogrid","pooling",0.7167
"1338","312","OCCURRENCE","centertogrid","pooling",0.55
"1339","312","IMPACT","reachedgrid","weighted",0.1533
"1340","312","OCCURRENCE","reachedgrid","weighted",0.1776
"1341","312","IMPACT","reachedgrid","pooling",0.813
"1342","312","OCCURRENCE","reachedgrid","pooling",0.5347
"1343","312","IMPACT","weighted","pooling",0.678
"1344","312","OCCURRENCE","weighted","pooling",0.5638
"1345","313","IMPACT","classic","area",0.3393
"1346","313","OCCURRENCE","classic","area",0.3061
"1347","313","IMPACT","classic","center",0.2609
"1348","313","OCCURRENCE","classic","center",0.3188
"1349","313","IMPACT","classic","centertogrid",0.1059
"1350","313","OCCURRENCE","classic","centertogrid",0.2174
"1351","313","IMPACT","classic","reachedgrid",0.1755
"1352","313","OCCURRENCE","classic","reachedgrid",0.2159
"1353","313","IMPACT","classic","weighted",0.2928
"1354","313","OCCURRENCE","classic","weighted",0.3063
"1355","313","IMPACT","classic","pooling",0.7971
"1356","313","OCCURRENCE","classic","pooling",0.7826
"1357","313","IMPACT","area","center",0.1399
"1358","313","OCCURRENCE","area","center",0.0844
"1359","313","IMPACT","area","centertogrid",0.2334
"1360","313","OCCURRENCE","area","centertogrid",0.1826
"1361","313","IMPACT","area","reachedgrid",0.1768
"1362","313","OCCURRENCE","area","reachedgrid",0.1475
"1363","313","IMPACT","area","weighted",0.0525
"1364","313","OCCURRENCE","area","weighted",0.0055
"1365","313","IMPACT","area","pooling",0.5143
"1366","313","OCCURRENCE","area","pooling",0.5159
"1367","313","IMPACT","center","centertogrid",0.2127
"1368","313","OCCURRENCE","center","centertogrid",0.1884
"1369","313","IMPACT","center","reachedgrid",0.2389
"1370","313","OCCURRENCE","center","reachedgrid",0.15
"1371","313","IMPACT","center","weighted",0.0895
"1372","313","OCCURRENCE","center","weighted",0.0806
"1373","313","IMPACT","center","pooling",0.5942
"1374","313","OCCURRENCE","center","pooling",0.5072
"1375","313","IMPACT","centertogrid","reachedgrid",0.0696
"1376","313","OCCURRENCE","centertogrid","reachedgrid",0.0757
"1377","313","IMPACT","centertogrid","weighted",0.1868
"1378","313","OCCURRENCE","centertogrid","weighted",0.1824
"1379","313","IMPACT","centertogrid","pooling",0.6912
"1380","313","OCCURRENCE","centertogrid","pooling",0.5652
"1381","313","IMPACT","reachedgrid","weighted",0.2029
"1382","313","OCCURRENCE","reachedgrid","weighted",0.1473
"1383","313","IMPACT","reachedgrid","pooling",0.6216
"1384","313","OCCURRENCE","reachedgrid","pooling",0.5667
"1385","313","IMPACT","weighted","pooling",0.5338
"1386","313","OCCURRENCE","weighted","pooling",0.5157
"1387","314","IMPACT","classic","area",0.2618
"1388","314","OCCURRENCE","classic","area",0.2928
"1389","314","IMPACT","classic","center",0.3115
"1390","314","OCCURRENCE","classic","center",0.2787
"1391","314","IMPACT","classic","centertogrid",0.1311
"1392","314","OCCURRENCE","classic","centertogrid",0.1311
"1393","314","IMPACT","classic","reachedgrid",0.1199
"1394","314","OCCURRENCE","classic","reachedgrid",0.1173
"1395","314","IMPACT","classic","weighted",0.289
"1396","314","OCCURRENCE","classic","weighted",0.2977
"1397","314","IMPACT","classic","pooling",0.6393
"1398","314","OCCURRENCE","classic","pooling",0.7377
"1399","314","IMPACT","area","center",0.1123
"1400","314","OCCURRENCE","area","center",0.0734
"1401","314","IMPACT","area","centertogrid",0.2098
"1402","314","OCCURRENCE","area","centertogrid",0.2267
"1403","314","IMPACT","area","reachedgrid",0.1604
"1404","314","OCCURRENCE","area","reachedgrid",0.1754
"1405","314","IMPACT","area","weighted",0.0276
"1406","314","OCCURRENCE","area","weighted",0.0076
"1407","314","IMPACT","area","pooling",0.5925
"1408","314","OCCURRENCE","area","pooling",0.5646
"1409","314","IMPACT","center","centertogrid",0.1967
"1410","314","OCCURRENCE","center","centertogrid",0.2459
"1411","314","IMPACT","center","reachedgrid",0.2015
"1412","314","OCCURRENCE","center","reachedgrid",0.1723
"1413","314","IMPACT","center","weighted",0.0866
"1414","314","OCCURRENCE","center","weighted",0.0671
"1415","314","IMPACT","center","pooling",0.5574
"1416","314","OCCURRENCE","center","pooling",0.5246
"1417","314","IMPACT","centertogrid","reachedgrid",0.0714
"1418","314","OCCURRENCE","centertogrid","reachedgrid",0.0739
"1419","314","IMPACT","centertogrid","weighted",0.1825
"1420","314","OCCURRENCE","centertogrid","weighted",0.2218
"1421","314","IMPACT","centertogrid","pooling",0.5082
"1422","314","OCCURRENCE","centertogrid","pooling",0.6066
"1423","314","IMPACT","reachedgrid","weighted",0.179
"1424","314","OCCURRENCE","reachedgrid","weighted",0.1803
"1425","314","IMPACT","reachedgrid","pooling",0.5294
"1426","314","OCCURRENCE","reachedgrid","pooling",0.6204
"1427","314","IMPACT","weighted","pooling",0.5756
"1428","314","OCCURRENCE","weighted","pooling",0.5594
"1429","315","IMPACT","classic","area",0.237
"1430","315","OCCURRENCE","classic","area",0.2157
"1431","315","IMPACT","classic","center",0.3077
"1432","315","OCCURRENCE","classic","center",0.2769
"1433","315","IMPACT","classic","centertogrid",0.0923
"1434","315","OCCURRENCE","classic","centertogrid",0.1692
"1435","315","IMPACT","classic","reachedgrid",0.1029
"1436","315","OCCURRENCE","classic","reachedgrid",0.086
"1437","315","IMPACT","classic","weighted",0.2602
"1438","315","OCCURRENCE","classic","weighted",0.2372
"1439","315","IMPACT","classic","pooling",0.5846
"1440","315","OCCURRENCE","classic","pooling",0.8
"1441","315","IMPACT","area","center",0.1517
"1442","315","OCCURRENCE","area","center",0.1013
"1443","315","IMPACT","area","centertogrid",0.2205
"1444","315","OCCURRENCE","area","centertogrid",0.2937
"1445","315","IMPACT","area","reachedgrid",0.195
"1446","315","OCCURRENCE","area","reachedgrid",0.1972
"1447","315","IMPACT","area","weighted",0.0286
"1448","315","OCCURRENCE","area","weighted",0.0231
"1449","315","IMPACT","area","pooling",0.5354
"1450","315","OCCURRENCE","area","pooling",0.5934
"1451","315","IMPACT","center","centertogrid",0.2308
"1452","315","OCCURRENCE","center","centertogrid",0.3077
"1453","315","IMPACT","center","reachedgrid",0.2297
"1454","315","OCCURRENCE","center","reachedgrid",0.2112
"1455","315","IMPACT","center","weighted",0.1262
"1456","315","OCCURRENCE","center","weighted",0.0817
"1457","315","IMPACT","center","pooling",0.5385
"1458","315","OCCURRENCE","center","pooling",0.5385
"1459","315","IMPACT","centertogrid","reachedgrid",0.0809
"1460","315","OCCURRENCE","centertogrid","reachedgrid",0.0965
