""	"ACC2SURV_ACCID"	"ANS2SURV_ID"	"IMPACT"	"OCCURRENCE"	"X1PCT"	"Y1PCT"	"X2PCT"	"Y2PCT"	"QUES2SURV_QUESID"	"QUES2SURV_METHOD"	"X1Pixel"	"X2Pixel"	"Y1Pixel"	"Y2Pixel"	"ClassicGrid"	"getlowx"	"gethighx"	"getlowy"	"gethighy"	"hitOcc"	"hitImp"
"3976"	421	666946	5	5	"74,5"	"79,75"	"98,5"	"94"	353	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3977"	421	667001	3	4	""	""	""	""	354	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3978"	421	667002	5	1	"81,5"	"2"	"96,75"	"9,25"	354	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3979"	421	667057	3	2	""	""	""	""	355	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3980"	421	667058	1	5	"5,75"	"83,5"	"23,75"	"95,75"	355	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3981"	421	667113	2	1	""	""	""	""	356	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3982"	421	667114	3	5	"46"	"82,25"	"67,5"	"94,75"	356	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3983"	421	667169	3	2	""	""	""	""	357	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3984"	421	667170	3	3	"46,75"	"45,5"	"63,75"	"55,5"	357	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3985"	421	667225	4	3	""	""	""	""	358	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3986"	421	667226	5	5	"81"	"82"	"94,25"	"93,25"	358	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3987"	421	667281	4	3	""	""	""	""	359	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3988"	421	667282	4	5	"61,25"	"79"	"79,25"	"91,5"	359	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3989"	421	667337	2	2	""	""	""	""	360	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3990"	421	667338	3	3	"44"	"46"	"64"	"59"	360	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3991"	421	667393	4	3	""	""	""	""	361	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3992"	421	667394	5	3	"79"	"46,25"	"94,75"	"53,25"	361	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3993"	421	667449	5	3	""	""	""	""	362	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3994"	421	667450	5	1	"80"	"6,5"	"96,75"	"15,5"	362	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3995"	421	667505	5	3	""	""	""	""	363	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3996"	421	667506	5	3	"90,25"	"42,25"	"98,25"	"56,25"	363	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3997"	421	667561	5	5	""	""	""	""	364	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3998"	421	667562	3	1	"48,5"	"1,75"	"65,75"	"12"	364	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"3999"	421	667617	4	2	""	""	""	""	365	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4000"	421	667618	5	1	"82,5"	"2,75"	"98,5"	"14,25"	365	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4001"	421	667673	3	2	""	""	""	""	366	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4002"	421	667674	3	1	"41,5"	"6,5"	"50,25"	"15,5"	366	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4003"	421	667729	5	4	""	""	""	""	297	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4004"	421	667730	5	1	"81,25"	"4,25"	"95"	"15,25"	297	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4005"	421	667785	3	3	""	""	""	""	298	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4006"	421	667786	1	5	"11,75"	"82,5"	"26"	"93,25"	298	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4007"	421	667841	4	4	""	""	""	""	281	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4008"	421	667842	5	1	"81"	"3,5"	"97,25"	"13,75"	281	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4009"	421	667897	5	4	""	""	""	""	282	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4010"	421	667898	5	5	"82,75"	"85,25"	"99,75"	"96,75"	282	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4011"	421	667953	5	3	""	""	""	""	283	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4012"	421	667954	5	5	"85,75"	"86,75"	"98,75"	"96"	283	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4013"	421	668009	5	2	""	""	""	""	284	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4014"	421	668010	5	5	"84,25"	"87,75"	"98,5"	"98,5"	284	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4015"	421	668065	4	4	""	""	""	""	285	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4016"	421	668066	3	5	"40"	"82,25"	"53"	"93"	285	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4017"	421	668121	4	3	""	""	""	""	286	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4018"	421	668122	1	1	"4,25"	"6,75"	"17"	"15,75"	286	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4019"	421	668177	5	4	""	""	""	""	287	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4020"	421	668178	5	1	"78,75"	"2,75"	"95,75"	"8"	287	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4021"	421	668233	4	4	""	""	""	""	288	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4022"	421	668234	5	1	"85,75"	"2"	"99,25"	"11,5"	288	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4023"	421	668289	4	3	""	""	""	""	289	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4024"	421	668290	5	3	"86,5"	"47,25"	"100"	"55,5"	289	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4025"	421	668345	5	4	""	""	""	""	290	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4026"	421	668346	4	5	"52,25"	"84"	"72,5"	"95,75"	290	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4027"	421	668401	4	4	""	""	""	""	291	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4028"	421	668402	3	5	"49,25"	"81,5"	"62,25"	"92,5"	291	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4029"	421	668457	5	5	""	""	""	""	292	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4030"	421	668458	3	3	"45,5"	"48,5"	"61,75"	"58"	292	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4031"	421	668513	5	5	""	""	""	""	293	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4032"	421	668514	1	5	"2,75"	"81"	"19,75"	"88,75"	293	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4033"	421	668569	5	5	""	""	""	""	294	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4034"	421	668570	5	1	"83,25"	"3,25"	"97,25"	"16,5"	294	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4035"	421	668625	5	3	""	""	""	""	295	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4036"	421	668626	5	3	"79,75"	"44,75"	"97,5"	"53,75"	295	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4037"	421	668681	4	4	""	""	""	""	296	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4038"	421	668682	4	5	"67,75"	"79,75"	"80,5"	"89,25"	296	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4039"	421	668737	5	3	""	""	""	""	320	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4040"	421	668738	5	5	"80,75"	"84,5"	"96,25"	"94,5"	320	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4041"	421	668793	4	3	""	""	""	""	321	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4042"	421	668794	3	5	"41"	"83,25"	"57,5"	"91,75"	321	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4043"	421	668849	4	2	""	""	""	""	299	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4044"	421	668850	4	5	"65,25"	"83,25"	"82"	"95,25"	299	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4045"	421	668905	3	3	""	""	""	""	300	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4046"	421	668906	4	4	"57,25"	"58,5"	"75,75"	"68,25"	300	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4047"	421	668961	3	3	""	""	""	""	301	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4048"	421	668962	4	4	"61,25"	"68,25"	"74"	"76,75"	301	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4049"	421	669017	2	3	""	""	""	""	302	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4050"	421	669018	4	5	"57,5"	"85"	"78,25"	"93,25"	302	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4051"	421	669073	5	3	""	""	""	""	303	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4052"	421	669074	4	3	"65,25"	"49,5"	"78,5"	"57,75"	303	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4053"	421	669129	4	3	""	""	""	""	304	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4054"	421	669130	1	5	"7,75"	"80,5"	"23,5"	"88,25"	304	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4055"	421	669185	4	2	""	""	""	""	305	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4056"	421	669186	5	5	"78,75"	"78,5"	"92,5"	"87,25"	305	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4057"	421	669241	5	2	""	""	""	""	306	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4058"	421	669242	4	4	"66,25"	"61,5"	"80,75"	"71,5"	306	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4059"	421	669297	4	1	""	""	""	""	307	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4060"	421	669298	4	4	"68,25"	"72"	"83,25"	"80,75"	307	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4061"	421	669353	5	1	""	""	""	""	308	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4062"	421	669354	5	5	"73,75"	"83,25"	"88,5"	"91,5"	308	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4063"	421	669409	5	5	""	""	""	""	309	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4064"	421	669410	5	1	"81,25"	"5,75"	"98"	"16,25"	309	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4065"	421	669465	4	1	""	""	""	""	310	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4066"	421	669466	4	5	"71,5"	"85,25"	"86,25"	"93,75"	310	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4067"	421	669521	4	1	""	""	""	""	311	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4068"	421	669522	4	4	"63,5"	"63,75"	"85"	"72"	311	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4069"	421	669577	4	1	""	""	""	""	312	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4070"	421	669578	5	5	"74,75"	"81,5"	"95"	"93,25"	312	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4071"	421	669633	5	2	""	""	""	""	313	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4072"	421	669634	5	5	"71,75"	"79,5"	"92,5"	"90"	313	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4073"	421	669689	4	1	""	""	""	""	314	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4074"	421	669690	5	5	"70,75"	"81"	"90,75"	"92"	314	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4075"	421	669745	2	1	""	""	""	""	315	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4076"	421	669746	4	5	"54,5"	"78,75"	"74,25"	"88,5"	315	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4077"	421	669801	5	1	""	""	""	""	316	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4078"	421	669802	5	5	"73,5"	"84,25"	"96,5"	"94"	316	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4079"	421	669857	4	5	""	""	""	""	317	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4080"	421	669858	3	1	"49,5"	"4"	"60,75"	"13,75"	317	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4081"	421	669913	4	3	""	""	""	""	318	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4082"	421	669914	4	5	"58"	"85,5"	"70,75"	"96"	318	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4083"	421	669969	4	5	""	""	""	""	319	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4084"	421	669970	4	1	"71,25"	"2"	"85,5"	"15,75"	319	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4085"	421	670025	4	5	""	""	""	""	322	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4086"	421	670026	3	2	"44,25"	"33,25"	"63"	"40,75"	322	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4087"	421	670081	5	5	""	""	""	""	323	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4088"	421	670082	4	2	"58,75"	"17,75"	"74,25"	"28,5"	323	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4089"	421	670137	5	2	""	""	""	""	324	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4090"	421	670138	4	5	"61,5"	"78,75"	"75,25"	"86,75"	324	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4091"	421	670193	4	1	""	""	""	""	340	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4092"	421	670194	4	3	"63,25"	"48,25"	"74,75"	"55,5"	340	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4093"	421	670249	4	1	""	""	""	""	341	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4094"	421	670250	4	5	"60,25"	"79,75"	"80,25"	"90,5"	341	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4095"	421	670305	4	2	""	""	""	""	342	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4096"	421	670306	4	3	"59,25"	"46,75"	"74,25"	"56"	342	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4097"	421	670361	4	3	""	""	""	""	343	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4098"	421	670362	2	3	"29,75"	"50,25"	"43,25"	"59,25"	343	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4099"	421	670417	4	5	""	""	""	""	325	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4100"	421	670418	3	3	"45"	"50,5"	"65"	"60,75"	325	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4101"	421	670473	3	3	""	""	""	""	326	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4102"	421	670474	2	3	"20,25"	"49,25"	"31,25"	"58,5"	326	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4103"	421	670529	4	1	""	""	""	""	327	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4104"	421	670530	2	3	"23,5"	"49,25"	"43,75"	"57,5"	327	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4105"	421	670585	4	2	""	""	""	""	328	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4106"	421	670586	3	3	"33,5"	"47,75"	"48,25"	"56,25"	328	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4107"	421	670641	3	3	""	""	""	""	329	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4108"	421	670642	1	5	"13,75"	"82,5"	"22,75"	"93,5"	329	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4109"	421	670697	5	3	""	""	""	""	330	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4110"	421	670698	4	3	"66"	"52"	"82,25"	"58,25"	330	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4111"	421	670753	4	3	""	""	""	""	331	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4112"	421	670754	4	4	"56"	"56,75"	"75"	"66,75"	331	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4113"	421	670809	4	3	""	""	""	""	332	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4114"	421	670810	5	1	"80,75"	"4"	"98,5"	"13,25"	332	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4115"	421	670865	4	1	""	""	""	""	333	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4116"	421	670866	3	5	"34,75"	"77,5"	"55,5"	"87,25"	333	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4117"	421	670921	4	1	""	""	""	""	334	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4118"	421	670922	3	5	"37,75"	"82,25"	"70,5"	"89,25"	334	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4119"	421	670977	3	1	""	""	""	""	335	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4120"	421	670978	3	5	"39,5"	"80"	"62,25"	"88,25"	335	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4121"	421	671033	4	2	""	""	""	""	336	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4122"	421	671034	3	5	"46,75"	"78,25"	"68,5"	"86,25"	336	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4123"	421	671089	3	1	""	""	""	""	337	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4124"	421	671090	3	4	"48,75"	"64,75"	"65"	"74"	337	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4125"	421	671145	3	1	""	""	""	""	338	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4126"	421	671146	2	5	"17,25"	"82,75"	"38,25"	"89,75"	338	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4127"	421	671201	5	2	""	""	""	""	339	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4128"	421	671202	4	5	"68,25"	"81,5"	"78,75"	"88,5"	339	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4129"	486	757661	4	4	""	""	""	""	344	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4130"	486	757662	2	3	"32"	"55,25"	"32,5"	"57,25"	344	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4131"	486	757721	3	3	""	""	""	""	345	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4132"	486	757722	1	1	"11"	"14,75"	"18,25"	"20,5"	345	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4133"	486	757781	4	5	""	""	""	""	346	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4134"	486	757782	5	1	"79,5"	"5,75"	"89,5"	"15"	346	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4135"	486	757841	3	3	""	""	""	""	347	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4136"	486	757842	3	3	"43,25"	"45"	"51,75"	"52,75"	347	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4137"	486	757901	3	3	""	""	""	""	348	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4138"	486	757902	1	5	"8"	"80,75"	"16,5"	"86,5"	348	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4139"	486	757961	3	4	""	""	""	""	349	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4140"	486	757962	2	3	"18,75"	"47,5"	"31"	"54,5"	349	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4141"	486	758021	3	4	""	""	""	""	350	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4142"	486	758022	2	2	"30,75"	"24,75"	"41,75"	"33"	350	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4143"	486	758081	3	4	""	""	""	""	351	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4144"	486	758082	3	1	"37,75"	"14,5"	"50,25"	"22"	351	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4145"	486	758141	3	4	""	""	""	""	352	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4146"	486	758142	5	3	"80"	"48,25"	"94,25"	"56,5"	352	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4147"	486	758201	3	3	""	""	""	""	353	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4148"	486	758202	3	3	"42,25"	"45,25"	"57,5"	"54"	353	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4149"	486	758261	2	4	""	""	""	""	354	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4150"	486	758262	3	1	"43,5"	"11,75"	"59"	"20,75"	354	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4151"	486	758321	4	3	""	""	""	""	355	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4152"	486	758322	5	3	"80,25"	"50,75"	"94,75"	"59,25"	355	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4153"	486	758381	3	4	""	""	""	""	356	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4154"	486	758382	5	5	"80,25"	"84,5"	"95,25"	"94,75"	356	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4155"	486	758441	3	4	""	""	""	""	357	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4156"	486	758442	3	4	"44,75"	"57"	"60,25"	"65,75"	357	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4157"	486	758501	4	3	""	""	""	""	358	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4158"	486	758502	3	3	"35,5"	"44,75"	"53,25"	"56"	358	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4159"	486	758561	5	2	""	""	""	""	359	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4160"	486	758562	4	3	"64,25"	"44,75"	"79,25"	"54,5"	359	"graphic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
"4161"	486	758621	4	3	""	""	""	""	360	"classic"	NA	NA	NA	NA	"Grid44"	NA	NA	NA	NA	NA	NA
