BenutzerID;Typ;QuesID;Method;Answered;Sort;Impact;Occurrence;X1pct;Y1pct;X2pct;Y2pct;Duration
529;Risiko;343;classic;ja;71;3;5;;;;;12
529;Chance;325;classic;ja;72;5;5;;;;;11
529;Risiko;326;classic;ja;73;3;5;;;;;5
529;Risiko;327;classic;nein;74;;;;;;;7
529;Risiko;328;classic;nein;75;;;;;;;5
529;Risiko;329;classic;nein;76;;;;;;;8
529;Risiko;330;classic;nein;77;;;;;;;3
529;Risiko;331;classic;nein;78;;;;;;;4
529;Chance;332;classic;ja;79;4;4;;;;;14
529;Risiko;333;classic;nein;80;;;;;;;4
529;Risiko;334;classic;nein;81;;;;;;;3
529;Risiko;335;classic;ja;82;4;4;;;;;11
529;Risiko;336;classic;ja;83;4;4;;;;;7
529;Risiko;337;classic;nein;84;;;;;;;4
529;Risiko;338;classic;ja;85;4;1;;;;;17
529;Risiko;339;classic;ja;86;3;2;;;;;14
529;Risiko;324;graphic;nein;67;;;;;;;
