QUES2SURV_ID;COUNTANS;QUES2SURV_QUESID;QUES2SURV_SURVID;QUES2SURV_SORT;QUES2SURV_METHOD;QUES2SURV_KBID;QUES_ID;QUES_TYP;QUES_TEXT;QUES_HEADLINE;QUES_CATEGORY;QUES_TOPIC;QUES_CAUSE;QUES_EFFECT
3752;10;827;281;165;classic;TE013;827;Risiko;Materialien neuartig oder heikel;Risikofrage;Technik;TE;;
3757;9;832;281;166;classic;TE014;832;Risiko;Planungsgrundlagen - Anforderung des Bestellers (Raum- und Funktionsprogramm) - Änderung des Raumprogrammes nach Design Freeze;Risikofrage;Technik;TE;;
3762;9;837;281;167;classic;TE015;837;Risiko;Technischer und medizinischer Fortschritt - Weiterentwicklung der medizinischen festen Einrichtung;Risikofrage;Technik;TE;;
3750;10;825;281;168;classic;TE016;825;Risiko;Technologien neuartig und komplex (nicht ausgereifte Technologie im Einsatz?);Risikofrage;Technik;TE;;
3753;9;828;281;169;classic;TE017;828;Risiko;Unterbrechung des laufenden Betriebes unmöglich;Risikofrage;Technik;TE;;
3766;10;859;281;170;classic;TE018;859;Chance;Verbesserung der technischen Betriebssicherheit;Chancenfrage;Technik;TE;;
3770;10;826;281;171;classic;TE019;826;Risiko;Verfahren neuartig oder komplex;Risikofrage;Technik;TE;;
3767;9;860;281;172;classic;TE020;860;Chance;Zusammenführung, Anbindung (BMA, GLT, FTS, Zutritt usw.) , Harmonisierung struktureller und technischer Standards und deren Auslegung (alt/neu) ==> Implementierung aktueller Haus- und Betriebstechnik;Chancenfrage;Technik;TE;;
3755;7;830;281;173;classic;TE021;830;Risiko;zwischenzeitliche Übersiedelung während der Bauphase führt zu hohen Kosten und/oder Terminverzögerungen;Risikofrage;Technik;TE;;
3744;8;718;281;174;classic;UV001;718;Risiko;Altbestand nicht ausreichend bekannt;Risikofrage;Unvorhergesehenes;UV;;
3745;10;723;281;175;classic;UV002;723;Risiko;Änderung/Reduktion der/des medizinischen Leistungsplanung/-spektrums/-angebotsplanung;Risikofrage;Unvorhergesehenes;UV;;
3743;10;717;281;176;classic;UV003;717;Risiko;Beschaffenheit des Baugrunds nicht ausreichend bekannt;Risikofrage;Unvorhergesehenes;UV;;
3748;10;722;281;177;classic;UV004;722;Risiko;fehlende Bieter im Vergabeverfahren (z. B. Planer und ausführende Gewerke);Risikofrage;Unvorhergesehenes;UV;;
3747;10;721;281;178;classic;UV005;721;Risiko;Konkurs von Auftragsnehmern;Risikofrage;Unvorhergesehenes;UV;;
3742;10;716;281;179;classic;UV006;716;Risiko;Marktentwicklung;Risikofrage;Unvorhergesehenes;UV;;
3749;10;719;281;180;classic;UV007;719;Risiko;nicht einschätzbare Beschaffungsmarkt-  und -angebotspreisentwicklung;Risikofrage;Unvorhergesehenes;UV;;
3746;10;720;281;181;classic;UV008;720;Risiko;nicht einschätzbare Verzögerungen, Unterbrechungen und Ausfälle von Lieferketten und Leistungen;Risikofrage;Unvorhergesehenes;UV;;
3741;10;715;281;182;classic;UV009;715;Risiko;Politische Entscheide;Risikofrage;Unvorhergesehenes;UV;;
