"","scenario","type","method1","method2","distance","pValue"
"135","284","IMPACT","classic","weighted",6.6252,NA
"136","284","OCCURRENCE","classic","weighted",9.3931,NA
"137","284","IMPACT","classic","pooling",13.3567,NA
"138","284","OCCURRENCE","classic","pooling",15.8677,NA
"139","284","IMPACT","area","center",3.208,NA
"140","284","OCCURRENCE","area","center",1.4533,NA
"141","284","IMPACT","area","centertogrid",5.2964,NA
"142","284","OCCURRENCE","area","centertogrid",5.0207,NA
"143","284","IMPACT","area","reachedgrid",4.8109,NA
"144","284","OCCURRENCE","area","reachedgrid",5.0914,NA
"145","284","IMPACT","area","weighted",2.2838,NA
"146","284","OCCURRENCE","area","weighted",0.8869,NA
"147","284","IMPACT","area","pooling",19.5144,NA
"148","284","OCCURRENCE","area","pooling",21.5391,NA
"149","284","IMPACT","center","centertogrid",4.4429,NA
"150","284","OCCURRENCE","center","centertogrid",4.5571,NA
"151","284","IMPACT","center","reachedgrid",5.2719,NA
"152","284","OCCURRENCE","center","reachedgrid",4.8981,NA
"153","284","IMPACT","center","weighted",3.1656,NA
"154","284","OCCURRENCE","center","weighted",1.2977,NA
"155","284","IMPACT","center","pooling",16.4982,NA
"156","284","OCCURRENCE","center","pooling",21.8764,NA
"157","284","IMPACT","centertogrid","reachedgrid",2.3429,NA
"158","284","OCCURRENCE","centertogrid","reachedgrid",1.8305,NA
"159","284","IMPACT","centertogrid","weighted",5.2888,NA
"160","284","OCCURRENCE","centertogrid","weighted",4.8314,NA
"161","284","IMPACT","centertogrid","pooling",17.2723,NA
"162","284","OCCURRENCE","centertogrid","pooling",22.2873,NA
"163","284","IMPACT","reachedgrid","weighted",5.3286,NA
"164","284","OCCURRENCE","reachedgrid","weighted",4.879,NA
"165","284","IMPACT","reachedgrid","pooling",19.2977,NA
"166","284","OCCURRENCE","reachedgrid","pooling",20.5317,NA
"167","284","IMPACT","weighted","pooling",18.7986,NA
"168","284","OCCURRENCE","weighted","pooling",21.6715,NA
"169","285","IMPACT","classic","area",11.3041,NA
"170","285","OCCURRENCE","classic","area",12.3578,NA
"171","285","IMPACT","classic","center",8.2518,NA
"172","285","OCCURRENCE","classic","center",12.7993,NA
"173","285","IMPACT","classic","centertogrid",7.8954,NA
"174","285","OCCURRENCE","classic","centertogrid",11.2676,NA
"175","285","IMPACT","classic","reachedgrid",9.3239,NA
"176","285","OCCURRENCE","classic","reachedgrid",11.1665,NA
"177","285","IMPACT","classic","weighted",11.0118,NA
"178","285","OCCURRENCE","classic","weighted",12.4685,NA
"179","285","IMPACT","classic","pooling",12.6402,NA
"180","285","OCCURRENCE","classic","pooling",14.6922,NA
"181","285","IMPACT","area","center",4.9392,NA
"182","285","OCCURRENCE","area","center",1.3074,NA
"183","285","IMPACT","area","centertogrid",6.9066,NA
"184","285","OCCURRENCE","area","centertogrid",4.87,NA
"185","285","IMPACT","area","reachedgrid",5.1344,NA
"186","285","OCCURRENCE","area","reachedgrid",4.8609,NA
"187","285","IMPACT","area","weighted",1.3298,NA
"188","285","OCCURRENCE","area","weighted",0.6254,NA
"189","285","IMPACT","area","pooling",22.9111,NA
"190","285","OCCURRENCE","area","pooling",19.4051,NA
"191","285","IMPACT","center","centertogrid",4.6507,NA
"192","285","OCCURRENCE","center","centertogrid",4.6585,NA
"193","285","IMPACT","center","reachedgrid",5.7984,NA
"194","285","OCCURRENCE","center","reachedgrid",4.7137,NA
"195","285","IMPACT","center","weighted",3.7964,NA
"196","285","OCCURRENCE","center","weighted",1.2887,NA
"197","285","IMPACT","center","pooling",20.0851,NA
"198","285","OCCURRENCE","center","pooling",20.1537,NA
"199","285","IMPACT","centertogrid","reachedgrid",4.1786,NA
"200","285","OCCURRENCE","centertogrid","reachedgrid",0.7512,NA
"201","285","IMPACT","centertogrid","weighted",6.2258,NA
"202","285","OCCURRENCE","centertogrid","weighted",4.9848,NA
"203","285","IMPACT","centertogrid","pooling",20.2241,NA
"204","285","OCCURRENCE","centertogrid","pooling",21.1324,NA
"205","285","IMPACT","reachedgrid","weighted",5.2019,NA
"206","285","OCCURRENCE","reachedgrid","weighted",4.9639,NA
"207","285","IMPACT","reachedgrid","pooling",21.6579,NA
"208","285","OCCURRENCE","reachedgrid","pooling",20.9776,NA
"209","285","IMPACT","weighted","pooling",22.8277,NA
"210","285","OCCURRENCE","weighted","pooling",19.3324,NA
"211","286","IMPACT","classic","area",8.2612,NA
"212","286","OCCURRENCE","classic","area",6.0393,NA
"213","286","IMPACT","classic","center",7.3654,NA
"214","286","OCCURRENCE","classic","center",6.1654,NA
"215","286","IMPACT","classic","centertogrid",6.4615,NA
"216","286","OCCURRENCE","classic","centertogrid",4.9231,NA
"217","286","IMPACT","classic","reachedgrid",6.4615,NA
"218","286","OCCURRENCE","classic","reachedgrid",3.4427,NA
"219","286","IMPACT","classic","weighted",8.3074,NA
"220","286","OCCURRENCE","classic","weighted",5.4268,NA
"221","286","IMPACT","classic","pooling",13.4725,NA
"222","286","OCCURRENCE","classic","pooling",13.5169,NA
"223","286","IMPACT","area","center",2.8747,NA
"224","286","OCCURRENCE","area","center",1.4148,NA
"225","286","IMPACT","area","centertogrid",5.3924,NA
"226","286","OCCURRENCE","area","centertogrid",4.79,NA
"227","286","IMPACT","area","reachedgrid",5.1573,NA
"228","286","OCCURRENCE","area","reachedgrid",4.7563,NA
"229","286","IMPACT","area","weighted",0.9573,NA
"230","286","OCCURRENCE","area","weighted",1.4388,NA
"231","286","IMPACT","area","pooling",19.4403,NA
"232","286","OCCURRENCE","area","pooling",17.9957,NA
"233","286","IMPACT","center","centertogrid",4.5385,NA
"234","286","OCCURRENCE","center","centertogrid",4.4346,NA
"235","286","IMPACT","center","reachedgrid",5.3125,NA
"236","286","OCCURRENCE","center","reachedgrid",4.7008,NA
