"","scenario","type","group","method","impact_Median","impact_StandardDeviation","impact_Mean","impact_FirstQuartile","impact_ThirdQuartile","impact_InterquartileRange","impact_Minimum","impact_Maximum","impact_Range","occurrence_Median","occurrence_StandardDeviation","occurrence_Mean","occurrence_FirstQuartile","occurrence_ThirdQuartile","occurrence_InterquartileRange","occurrence_Minimum","occurrence_Maximum","occurrence_Range"
"1582","328","Risiko","non core team","pooling ",67.91,0.3,67.91,67.7,68.11,0.41,66.99,68.82,1.83,48.92,0.24,48.92,48.76,49.08,0.32,48.2,49.63,1.43
"1583","329","Risiko","non core team","classic",70,17.28,63,50,70,20,10,90,80,50,16.82,48,30,50,20,10,90,80
"1584","329","Risiko","non core team","graphic center to grid",70,19.72,59,50,70,20,10,90,80,50,23.96,44.5,30,70,40,10,90,80
"1585","329","Risiko","non core team","graphic center",60.06,18.51,60.44,44.56,75.22,30.66,18.25,92.88,74.62,43.81,22,44.4,29.88,60.94,31.06,7.88,93.12,85.25
"1586","329","Risiko","non core team","graphic grid reached",60,22.73,57.27,50,70,20,10,90,80,50,23.64,45.77,30,70,40,10,90,80
"1587","329","Risiko","non core team","graphic areas",58,20.99,56.88,42,73,31,1.5,99.5,98,44,23.02,44.67,27.25,61,33.75,0.75,97.5,96.75
"1588","329","Risiko","non core team","weighted",60.5,20.12,59.37,44.75,74.75,30,1.5,99.5,98,44,22.64,44.76,28.25,60.75,32.5,0.75,97.5,96.75
"1589","329","Risiko","non core team","pooling ",60.9,0.27,60.9,60.72,61.08,0.36,60.1,61.71,1.61,45.29,0.22,45.29,45.15,45.44,0.29,44.64,45.95,1.3
"1590","330","Risiko","non core team","classic",90,16.13,77.5,70,90,20,30,90,60,50,20.66,48,30,70,40,10,90,80
"1591","330","Risiko","non core team","graphic center to grid",90,18.54,75,70,90,20,30,90,60,30,25.54,42,30,55,25,10,90,80
"1592","330","Risiko","non core team","graphic center",81.5,18.85,73.8,66.25,87.22,20.97,22.75,95.75,73,36.56,24.46,40.59,21.44,57.81,36.38,6.62,91.62,85
"1593","330","Risiko","non core team","graphic grid reached",70,23.71,67.88,50,90,40,10,90,80,30,25.14,41.71,30,70,40,10,90,80
"1594","330","Risiko","non core team","graphic areas",74,23.22,67.86,53,86.25,33.25,0.25,100,99.75,34,23.3,38.33,19.25,54.75,35.5,0,96,96
"1595","330","Risiko","non core team","weighted",78.75,19.94,73.27,62.5,88.5,26,0.25,100,99.75,33.5,23.66,38.34,18.75,55.25,36.5,0,96,96
"1596","330","Risiko","non core team","pooling ",84.96,0.31,84.96,84.75,85.17,0.42,84.03,85.89,1.87,43.53,0.21,43.53,43.39,43.68,0.29,42.89,44.18,1.29
"1597","331","Risiko","non core team","classic",70,14.77,73.41,70,90,20,30,90,60,50,16.75,44.63,30,50,20,10,70,60
"1598","331","Risiko","non core team","graphic center to grid",70,17.74,68.97,70,80,10,10,90,80,30,21.22,34.39,30,50,20,10,90,80
"1599","331","Risiko","non core team","graphic center",72.38,16.55,69.16,62.12,79.88,17.75,10.12,95.5,85.38,33.5,19.96,35.67,20.5,45,24.5,5.62,86.5,80.88
"1600","331","Risiko","non core team","graphic grid reached",70,20.89,67.11,50,90,40,10,90,80,30,20.97,36.15,15,50,35,10,90,80
"1601","331","Risiko","non core team","graphic areas",70.25,20.73,66.73,56.5,81.75,25.25,1.25,100,98.75,33.5,20.18,35.84,19.75,46.25,26.5,1,95,94
"1602","331","Risiko","non core team","weighted",72.25,18.16,69.82,60.25,82.5,22.25,1.25,100,98.75,33.75,20.26,36.09,19.75,46.5,26.75,1,95,94
"1603","331","Risiko","non core team","pooling ",68.27,0.34,68.27,68.04,68.5,0.45,67.26,69.28,2.02,38.02,0.21,38.02,37.88,38.16,0.29,37.38,38.65,1.27
"1604","332","Chance","non core team","classic",70,16.04,73,70,90,20,30,90,60,70,15.56,72,70,90,20,30,90,60
"1605","332","Chance","non core team","graphic center to grid",70,19.47,69.5,50,90,40,30,90,60,70,23.31,65.5,50,90,40,10,90,80
"1606","332","Chance","non core team","graphic center",72.38,17.89,70.3,57.59,86.06,28.47,31.38,96,64.62,68.62,21.42,65.06,50,84.19,34.19,17.12,91.62,74.5
"1607","332","Chance","non core team","graphic grid reached",70,21.36,65.06,50,90,40,10,90,80,70,22.86,62.94,50,90,40,10,90,80
"1608","332","Chance","non core team","graphic areas",64.25,21.13,64.14,50,82,32,3,100,97,66.38,23.03,62.74,48.75,81.75,33,2.75,100,97.25
"1609","332","Chance","non core team","weighted",66.5,19.97,66.7,52.5,83.75,31.25,3,100,97,66.75,22.76,63.27,49,82.5,33.5,2.75,100,97.25
"1610","332","Chance","non core team","pooling ",80.36,0.31,80.36,80.16,80.57,0.41,79.44,81.28,1.84,67.01,0.22,67.01,66.86,67.16,0.3,66.34,67.67,1.33
"1611","333","Risiko","non core team","classic",70,16.45,67.5,65,70,5,30,90,60,50,19.68,46.5,30,55,25,10,70,60
"1612","333","Risiko","non core team","graphic center to grid",70,19.22,66.92,60,70,10,10,90,80,30,18.43,33,10,50,40,10,70,60
"1613","333","Risiko","non core team","graphic center",73.5,18.8,67.31,57.94,79.12,21.19,9,92.5,83.5,35.69,16.63,34.38,18.94,43.28,24.34,3.5,68,64.5
"1614","333","Risiko","non core team","graphic grid reached",70,22.37,64.88,50,90,40,10,90,80,30,19.57,36.67,30,50,20,10,90,80
"1615","333","Risiko","non core team","graphic areas",70.75,21.68,65.88,53.75,82.5,28.75,0.5,100,99.5,36.5,18.28,36.55,22.31,48.5,26.19,0.5,94.5,94
"1616","333","Risiko","non core team","weighted",72.75,20.05,68.34,57.75,83.5,25.75,0.5,100,99.5,35.75,17.6,35.58,21.25,47.5,26.25,0.5,94.5,94
"1617","333","Risiko","non core team","pooling ",69.36,0.32,69.36,69.15,69.58,0.44,68.39,70.33,1.94,33.26,0.22,33.26,33.11,33.41,0.29,32.61,33.91,1.29
"1618","334","Risiko","non core team","classic",70,15.69,60,50,70,20,30,90,60,50,21.51,43,30,55,25,10,90,80
"1619","334","Risiko","non core team","graphic center to grid",60,17.83,61.05,50,70,20,30,90,60,30,21.71,35.5,10,50,40,10,90,80
"1620","334","Risiko","non core team","graphic center",59.69,19.02,61.21,50.22,75.38,25.16,19.88,91.12,71.25,32.94,19.07,35.74,19.19,45.28,26.09,6.38,88.62,82.25
"1621","334","Risiko","non core team","graphic grid reached",70,23.18,58.97,50,70,20,10,90,80,30,22.72,36.49,10,50,40,10,90,80
"1622","334","Risiko","non core team","graphic areas",60,21.49,58.36,44.75,74.5,29.75,1.75,99.25,97.5,35,20.42,37.78,21.5,51.5,30,0,95,95
"1623","334","Risiko","non core team","weighted",62,21.07,60.3,47.25,76.75,29.5,1.75,99.25,97.5,34.25,19.84,37.01,21,49.75,28.75,0,95,95
"1624","334","Risiko","non core team","pooling ",63.02,0.21,63.02,62.88,63.16,0.28,62.39,63.65,1.26,31.03,0.22,31.03,30.88,31.18,0.3,30.36,31.7,1.34
"1625","335","Risiko","non core team","classic",70,12.67,64.63,50,70,20,50,90,40,70,20.1,67.56,70,70,0,10,90,80
"1626","335","Risiko","non core team","graphic center to grid",70,21.35,65.12,50,90,40,10,90,80,70,25,64.15,50,90,40,10,90,80
"1627","335","Risiko","non core team","graphic center",70.12,19.87,65.81,51.88,82.38,30.5,17.25,95.38,78.12,68.25,23.09,62.72,40.38,82.38,42,15.88,92.25,76.38
"1628","335","Risiko","non core team","graphic grid reached",70,22.51,62,50,70,20,10,90,80,70,25.67,59.35,30,90,60,10,90,80
"1629","335","Risiko","non core team","graphic areas",61.75,22.28,60.59,45.5,78.75,33.25,0.75,100,99.25,58,23.6,58.44,38.75,80,41.25,1.25,100,98.75
"1630","335","Risiko","non core team","weighted",64.5,21.63,62.84,48.25,80.75,32.5,0.75,100,99.25,61.75,23.46,59.96,40,81.25,41.25,1.25,100,98.75
"1631","335","Risiko","non core team","pooling ",75.04,0.35,75.04,74.8,75.28,0.47,73.99,76.09,2.1,76.18,0.24,76.18,76.02,76.34,0.32,75.48,76.89,1.41
"1632","336","Risiko","non core team","classic",70,11.35,63.66,50,70,20,30,90,60,70,13.38,69.02,70,70,0,30,90,60
"1633","336","Risiko","non core team","graphic center to grid",70,16.42,69.51,50,90,40,30,90,60,70,21.47,61.22,50,70,20,10,90,80
"1634","336","Risiko","non core team","graphic center",68.5,14.61,69.24,57.62,81.25,23.62,30.5,94.5,64,64.75,20.19,62.76,49.88,79.25,29.38,17.75,91.5,73.75
"1635","336","Risiko","non core team","graphic grid reached",70,20.67,64.85,50,70,20,10,90,80,70,22.58,61.43,50,70,20,10,90,80
"1636","336","Risiko","non core team","graphic areas",66.25,19.47,64.35,52.75,78.75,26,1,100,99,62.5,21.06,60.99,46.75,78.25,31.5,0.75,99.75,99
"1637","336","Risiko","non core team","weighted",69.25,17.57,67.34,56,80,24,1,100,99,62.5,20.83,61.27,47,78.5,31.5,0.75,99.75,99
"1638","336","Risiko","non core team","pooling ",66.49,0.27,66.49,66.31,66.67,0.36,65.69,67.3,1.61,73,0.26,73,72.82,73.18,0.35,72.22,73.78,1.56
"1639","337","Risiko","non core team","classic",70,14.21,60.73,50,70,20,30,90,60,70,19.54,59.27,50,70,20,10,90,80
"1640","337","Risiko","non core team","graphic center to grid",70,17.86,67,50,75,25,30,90,60,50,22.09,48.54,30,70,40,10,90,80
"1641","337","Risiko","non core team","graphic center",70.75,15.6,67.47,55.62,79.88,24.25,32.88,93.75,60.88,50.75,20.95,48.5,30.62,62.38,31.75,12.38,87.62,75.25
"1642","337","Risiko","non core team","graphic grid reached",70,21.18,64.19,50,90,40,10,90,80,50,23.79,47.53,30,70,40,10,90,80
"1643","337","Risiko","non core team","graphic areas",65.62,20.4,62.96,50.69,78.5,27.81,3,99.75,96.75,47.5,21.84,46,27.75,61.5,33.75,1,94,93
"1644","337","Risiko","non core team","weighted",68.25,18.62,65.76,54.5,80,25.5,3,99.75,96.75,47.75,21.59,45.96,27.75,61.25,33.5,1,94,93
"1645","337","Risiko","non core team","pooling ",71.9,0.26,71.9,71.72,72.07,0.35,71.13,72.67,1.55,61.66,0.24,61.66,61.5,61.82,0.32,60.95,62.38,1.43
"1646","338","Risiko","non core team","classic",70,14.23,60.24,50,70,20,30,90,60,50,20.47,49.02,30,70,40,10,90,80
"1647","338","Risiko","non core team","graphic center to grid",70,20.22,63.66,50,70,20,10,90,80,50,23.98,42.68,30,50,20,10,90,80
"1648","338","Risiko","non core team","graphic center",67.12,19.08,63.1,51.88,74.75,22.88,11.75,94.12,82.38,41.62,21.9,42.14,26,56.88,30.88,8.12,87.5,79.38
"1649","338","Risiko","non core team","graphic grid reached",70,23.5,60.11,50,70,20,10,90,80,50,23.21,45.2,30,70,40,10,90,80
"1650","338","Risiko","non core team","graphic areas",63.5,22.06,60.12,45.75,76.75,31,1.5,100,98.5,41.38,21.43,43,27.5,56,28.5,0.5,96.25,95.75
"1651","338","Risiko","non core team","weighted",65,20.78,62.14,49.25,77.75,28.5,1.5,100,98.5,40.75,21.6,42.17,26.75,55.25,28.5,0.5,96.25,95.75
"1652","338","Risiko","non core team","pooling ",68.95,0.38,68.95,68.69,69.21,0.51,67.81,70.09,2.29,44.49,0.24,44.49,44.33,44.66,0.33,43.77,45.22,1.45
"1653","339","Risiko","non core team","classic",70,16.37,63.51,50,70,20,30,90,60,50,16.66,50.54,50,70,20,10,90,80
"1654","339","Risiko","non core team","graphic center to grid",70,18.39,62.97,50,70,20,30,90,60,30,19.17,38.65,30,50,20,10,70,60
"1655","339","Risiko","non core team","graphic center",64.88,17.5,64.72,52.5,77.25,24.75,32.5,95,62.5,39,18.46,38.51,23.62,49.38,25.75,11,78.75,67.75
"1656","339","Risiko","non core team","graphic grid reached",70,22.72,61.05,50,70,20,10,90,80,30,22.1,41.27,30,50,20,10,90,80
"1657","339","Risiko","non core team","graphic areas",59.75,21.02,58.98,45.25,74.88,29.62,3.5,100,96.5,41.25,19.4,41.49,26,55,29,1.25,95.75,94.5
"1658","339","Risiko","non core team","weighted",62.25,19.75,61.64,48,76.75,28.75,3.5,100,96.5,40.25,19.07,40.5,25.5,53.75,28.25,1.25,95.75,94.5
"1659","339","Risiko","non core team","pooling ",68.12,0.24,68.12,67.96,68.29,0.33,67.39,68.85,1.46,25.81,0.24,25.81,25.64,25.97,0.33,25.08,26.53,1.45
"1660","340","Risiko","non core team","classic",70,13.43,64.63,50,70,20,30,90,60,50,18.54,52.44,50,70,20,10,90,80
"1661","340","Risiko","non core team","graphic center to grid",70,16.75,64.63,50,70,20,30,90,60,50,20.24,50.49,30,70,40,10,90,80
"1662","340","Risiko","non core team","graphic center",65.75,15.47,65.38,54.88,75,20.12,35.5,94.5,59,50.38,20.42,50.69,36.75,61.5,24.75,7.25,94.75,87.5
"1663","340","Risiko","non core team","graphic grid reached",70,22.5,61.83,50,70,20,10,90,80,50,20.7,51.18,30,70,40,10,90,80
"1664","340","Risiko","non core team","graphic areas",64.25,20.29,61.7,49,76.75,27.75,0,99.5,99.5,50.5,20.05,50.86,37.5,64.75,27.25,1.5,98,96.5
"1665","340","Risiko","non core team","weighted",66.25,18.11,64.63,53.25,78,24.75,0,99.5,99.5,50.25,19.87,50.92,37.75,64.5,26.75,1.5,98,96.5
"1666","340","Risiko","non core team","pooling ",62.45,0.24,62.45,62.29,62.62,0.33,61.72,63.19,1.46,50.11,0.25,50.11,49.94,50.28,0.33,49.37,50.85,1.48
"1667","341","Risiko","non core team","classic",70,17.08,74.32,70,90,20,30,90,60,50,19.8,44.59,30,50,20,10,70,60
"1668","341","Risiko","non core team","graphic center to grid",70,18.65,64.59,50,70,20,30,90,60,50,24.38,43.33,30,55,25,10,90,80
"1669","341","Risiko","non core team","graphic center",62.25,18.73,65.31,48.62,79.62,31,32.75,96,63.25,42.25,23.94,44.41,23,60.25,37.25,6.62,87.38,80.75
"1670","341","Risiko","non core team","graphic grid reached",70,22.58,60.82,50,70,20,10,90,80,50,24.44,45.38,30,70,40,10,90,80
"1671","341","Risiko","non core team","graphic areas",61.5,22.12,60.27,44,77.75,33.75,2,100,98,44.75,23.3,46.04,27,62.25,35.25,1.25,95,93.75
"1672","341","Risiko","non core team","weighted",64,20.63,63.46,48.5,80,31.5,2,100,98,43.5,23.62,45.13,25.25,61.25,36,1.25,95,93.75
"1673","341","Risiko","non core team","pooling ",65.51,0.22,65.51,65.36,65.66,0.3,64.85,66.18,1.33,51.91,0.19,51.91,51.78,52.04,0.26,51.33,52.49,1.16
"1674","342","Risiko","non core team","classic",70,17.27,67.89,70,70,0,10,90,80,50,17.08,50.53,35,70,35,10,90,80
"1675","342","Risiko","non core team","graphic center to grid",70,17.92,66.32,50,70,20,30,90,60,50,23.15,47.89,30,70,40,10,90,80
"1676","342","Risiko","non core team","graphic center",68.25,16.4,66.48,51.78,78.47,26.69,23.12,92.75,69.62,47.69,21.4,46.48,30.81,61.28,30.47,5.88,89,83.12
"1677","342","Risiko","non core team","graphic grid reached",70,22.04,63.26,50,85,35,10,90,80,50,23.5,46.52,30,70,40,10,90,80
"1678","342","Risiko","non core team","graphic areas",68.25,20.84,65.09,51.75,81.25,29.5,0.75,100,99.25,46.5,22.22,46.07,28,62.5,34.5,1.75,93.75,92
"1679","342","Risiko","non core team","weighted",69.75,19.06,67.44,54.5,82.25,27.75,0.75,100,99.25,46.75,22.15,45.95,28,62,34,1.75,93.75,92
"1680","342","Risiko","non core team","pooling ",66.97,0.27,66.97,66.79,67.16,0.37,66.16,67.79,1.63,54.57,0.23,54.57,54.41,54.72,0.31,53.89,55.24,1.36
"1681","343","Risiko","non core team","classic",50,12.67,55.37,50,70,20,30,90,60,70,17.04,65.61,50,70,20,10,90,80
"1682","343","Risiko","non core team","graphic center to grid",50,18.92,53.41,30,70,40,10,90,80,70,16.66,62.2,50,70,20,30,90,60
"1683","343","Risiko","non core team","graphic center",54.75,18.08,54.08,37.5,65.25,27.75,16.38,91.38,75,65.25,15.36,62.21,50.12,73.62,23.5,26.62,95.12,68.5
"1684","343","Risiko","non core team","graphic grid reached",50,21.65,52.92,30,70,40,10,90,80,70,20.64,62.09,50,70,20,10,90,80
"1685","343","Risiko","non core team","graphic areas",54.75,20.12,52.77,38.25,67.5,29.25,1.25,99,97.75,63.25,18.56,61.44,50,75.75,25.75,1.25,99.75,98.5
"1686","343","Risiko","non core team","weighted",55.75,19.53,53.92,39.75,68,28.25,1.25,99,97.75,64,16.88,62.83,51.5,75.75,24.25,1.25,99.75,98.5
"1687","343","Risiko","non core team","pooling ",62.25,0.24,62.25,62.09,62.41,0.32,61.53,62.96,1.43,65.69,0.23,65.69,65.54,65.84,0.31,65.01,66.37,1.36
"1688","344","Risiko","non core team","classic",70,14.71,63,50,70,20,30,90,60,70,18.5,57.5,50,70,20,10,90,80
"1689","344","Risiko","non core team","graphic center to grid",70,20.23,59,50,70,20,10,90,80,50,20.63,55,30,70,40,10,90,80
"1690","344","Risiko","non core team","graphic center",61.25,17.11,57.97,45.47,69.28,23.81,18.75,87.25,68.5,57.31,21.14,54.55,35.44,70.81,35.38,17.25,94.5,77.25
"1691","344","Risiko","non core team","graphic grid reached",50,22.56,55.52,40,70,30,10,90,80,50,23.27,55.14,30,70,40,10,90,80
"1692","344","Risiko","non core team","graphic areas",56.5,20.27,55.2,41.5,70.5,29,0.5,99.5,99,59.5,21.32,55.89,40.75,72.5,31.75,1.75,99.25,97.5
"1693","344","Risiko","non core team","weighted",58.75,19.63,57.08,44,71.5,27.5,0.5,99.5,99,60,21.01,56.47,41.5,72.75,31.25,1.75,99.25,97.5
"1694","344","Risiko","non core team","pooling ",35.25,0.08,35.25,35.19,35.3,0.11,35,35.49,0.5,47.95,0.22,47.95,47.8,48.09,0.29,47.3,48.6,1.31
"1695","345","Risiko","non core team","classic",50,13.4,59.05,50,70,20,30,90,60,70,16.01,61.43,50,70,20,30,90,60
"1696","345","Risiko","non core team","graphic center to grid",50,21.41,56.19,50,70,20,10,90,80,70,20.52,58.78,50,70,20,30,90,60
"1697","345","Risiko","non core team","graphic center",54.81,19.34,57.2,49.06,71.84,22.78,14.62,93,78.38,62.38,20.54,57.65,41.22,73.41,32.19,21.75,91.75,70
"1698","345","Risiko","non core team","graphic grid reached",50,22.94,56.81,50,70,20,10,90,80,50,22.49,57.4,50,70,20,10,90,80
"1699","345","Risiko","non core team","graphic areas",56,21.51,55.11,40,71.75,31.75,0.25,100,99.75,57.25,23.23,54.39,34.75,73.25,38.5,0.25,100,99.75
"1700","345","Risiko","non core team","weighted",57.25,20.35,56.57,42.25,72.5,30.25,0.25,100,99.75,58.5,22.43,55.55,36.75,73.5,36.75,0.25,100,99.75
"1701","345","Risiko","non core team","pooling ",50.84,0.22,50.84,50.69,50.99,0.3,50.18,51.51,1.33,64.24,0.23,64.24,64.09,64.39,0.3,63.56,64.91,1.35
"1702","346","Chance","non core team","classic",90,12.8,79.5,70,90,20,50,90,40,70,18.56,68,70,70,0,10,90,80
"1703","346","Chance","non core team","graphic center to grid",90,17.66,76,70,90,20,30,90,60,70,23.78,60.26,50,80,30,10,90,80
"1704","346","Chance","non core team","graphic center",80.75,16.71,75.42,67.56,87.34,19.78,22,93.12,71.12,61.5,22.15,60.42,50.25,79.75,29.5,10.62,89.62,79
"1705","346","Chance","non core team","graphic grid reached",70,21.34,70.5,70,90,20,10,90,80,70,24.49,58.77,50,70,20,10,90,80
"1706","346","Chance","non core team","graphic areas",76.25,22.16,69.75,58,86.5,28.5,0.5,100,99.5,60.25,25.21,57.54,35.75,79.5,43.75,0.25,100,99.75
"1707","346","Chance","non core team","weighted",79.5,18.49,74.49,66.75,88,21.25,0.5,100,99.5,61.75,24.86,58.92,38,80.75,42.75,0.25,100,99.75
"1708","346","Chance","non core team","pooling ",83.3,0.36,83.3,83.06,83.55,0.49,82.21,84.39,2.18,66.16,0.24,66.16,66,66.32,0.32,65.45,66.87,1.42
"1709","347","Risiko","non core team","classic",50,14.31,56.19,50,70,20,30,70,40,50,18.37,55.71,50,70,20,10,90,80
"1710","347","Risiko","non core team","graphic center to grid",70,20.7,62.38,50,70,20,10,90,80,50,20.83,53.81,35,70,35,10,90,80
"1711","347","Risiko","non core team","graphic center",64.25,19.42,60.81,48.12,77.62,29.5,10.88,93.38,82.5,53.69,20.04,54.69,40.22,68.78,28.56,8.38,94.25,85.88
"1712","347","Risiko","non core team","graphic grid reached",70,22.19,57.95,50,70,20,10,90,80,50,21.85,54.06,50,70,20,10,90,80
"1713","347","Risiko","non core team","graphic areas",60.75,21.16,58.64,43.38,74.38,31,1.25,100,98.75,54.75,21.27,53.32,39.75,68.75,29,1.25,98,96.75
"1714","347","Risiko","non core team","weighted",62.75,20.74,60.22,45.5,75.25,29.75,1.25,100,98.75,55,20.87,53.98,42,69,27,1.25,98,96.75
"1715","347","Risiko","non core team","pooling ",53.99,0.3,53.99,53.79,54.2,0.41,53.08,54.91,1.83,57.2,0.24,57.2,57.03,57.36,0.33,56.47,57.92,1.45
"1716","348","Risiko","non core team","classic",70,15.75,57.44,50,70,20,30,90,60,50,17.09,55.58,50,70,20,30,90,60
"1717","348","Risiko","non core team","graphic center to grid",50,22.44,54.76,35,70,35,10,90,80,50,27.24,50.93,30,70,40,10,90,80
"1718","348","Risiko","non core team","graphic center",56.12,21.41,56.35,41.25,75.31,34.06,12.25,90.12,77.88,46.25,25.85,51.09,31.44,77.75,46.31,9.75,92.38,82.62
"1719","348","Risiko","non core team","graphic grid reached",50,23.2,56.36,50,70,20,10,90,80,50,26.88,50.29,30,70,40,10,90,80
"1720","348","Risiko","non core team","graphic areas",55.75,23.35,55.04,37.5,74.5,37,0.25,100,99.75,43.5,25.76,48.52,27.75,74.5,46.75,1,97.75,96.75
"1721","348","Risiko","non core team","weighted",57,22.99,56.72,40.5,76,35.5,0.25,100,99.75,44.75,25.94,50.06,29,77,48,1,97.75,96.75
"1722","348","Risiko","non core team","pooling ",48,0.22,48,47.85,48.15,0.29,47.35,48.65,1.3,47.28,0.2,47.28,47.14,47.41,0.27,46.68,47.88,1.2
"1723","349","Risiko","non core team","classic",50,13.61,56.51,50,70,20,30,90,60,50,15.32,55.58,50,70,20,10,70,60
"1724","349","Risiko","non core team","graphic center to grid",50,22.3,56.19,50,70,20,10,90,80,50,25.6,48.6,30,60,30,10,90,80
"1725","349","Risiko","non core team","graphic center",57.5,21.17,56.54,45.31,71.69,26.38,9,93.25,84.25,49,24.22,48.5,29.81,59.75,29.94,11.88,94.38,82.5
"1726","349","Risiko","non core team","graphic grid reached",50,24.69,54.52,30,70,40,10,90,80,50,24.99,47.61,30,70,40,10,90,80
"1727","349","Risiko","non core team","graphic areas",57,22.37,54.66,38.25,71.75,33.5,2,100,98,49.25,24.26,48.86,30.19,63.25,33.06,0.25,98,97.75
"1728","349","Risiko","non core team","weighted",58.5,22.62,56.02,40.75,73.25,32.5,2,100,98,49.75,24.26,49.75,31.25,64.5,33.25,0.25,98,97.75
"1729","349","Risiko","non core team","pooling ",53.17,0.25,53.17,53.01,53.34,0.33,52.44,53.91,1.48,42.61,0.18,42.61,42.49,42.73,0.25,42.06,43.16,1.1
"1730","350","Risiko","non core team","classic",50,14.54,55.12,50,70,20,30,90,60,50,15.57,56.51,50,70,20,30,90,60
"1731","350","Risiko","non core team","graphic center to grid",50,20.18,59.77,50,70,20,30,90,60,50,18.46,56.98,50,70,20,10,90,80
"1732","350","Risiko","non core team","graphic center",57.38,19.75,60.2,48.81,76.31,27.5,20.75,92.12,71.38,55.25,19.94,56.58,45.38,71.31,25.94,7.38,93.75,86.38
"1733","350","Risiko","non core team","graphic grid reached",50,23.57,57.79,50,70,20,10,90,80,50,22.77,55.53,30,70,40,10,90,80
